B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10
10225,9308,8222,7789,8304,8830,8902,1,2.3189212808561603e+20,0.04268610098906819,1.0,-14270289.484643416,18447.0,143683683.0,252111753.4037295,-0.0001290292392760298,1.2736463716018873,-43247430.091618955
10253,9373,8298,7901,8590,9203,9112,1,2.5575921802385434e+20,0.17558628983764282,1.0,-10789340.357185809,18551.0,146571451.0,258874713.6095259,-0.00012348765263302654,1.2581211589113257,-50259202.4515935
10263,9352,8276,7874,8449,8914,8913,1,2.420377492548309e+20,0.09536934950385888,1.0,-16558370.682469679,18539.0,145976086.0,258209974.31470886,-0.00012918929131532122,1.2680354538314822,-45891597.77287762
10217,9313,8251,7852,8562,9290,9256,1,2.546391217853666e+20,0.1879154078549849,1.0,-2327207.838066465,18468.0,145010736.0,253474365.41486606,-0.0001192550287653903,1.2555099394987035,-49291040.17280967
10276,9385,8277,7918,8624,9159,9091,1,2.5690830118949487e+20,0.21004842615012106,1.0,-12174863.432203392,18553.0,146902654.0,260791645.87746122,-0.00012433711324645228,1.2593774062259377,-52082245.17917676
10244,9333,8232,7826,8525,9222,9196,1,2.5211109092469463e+20,0.17044793484584062,1.0,-5383338.659685863,18476.0,144593176.0,254136668.77990428,-0.000121135558116889,1.2629404088734233,-49190701.931937166
10262,9367,8308,7913,8583,9064,9025,1,2.523798081486776e+20,0.16378796902918405,1.0,-14042118.749851102,18570.0,146944410.0,260576456.3102493,-0.0001259904389940847,1.2602770083102492,-49066587.73019654
10233,9354,8290,7903,8637,9169,9029,1,2.5500225216201625e+20,0.2174185463659148,1.0,-13977250.235588972,18523.0,146387269.0,261094729.7965445,-0.0001255231033974128,1.2580573706944291,-51678796.0
10261,9369,8305,7940,8639,9302,9224,1,2.612218466941985e+20,0.2059186189889026,1.0,-6148370.275585697,18566.0,147414040.0,258496017.5132264,-0.00012060105279988724,1.251626192541197,-51023852.43649815
10286,9391,8344,7936,8682,9525,9538,1,2.730550703555315e+20,0.21072319201995013,1.0,6398482.618453865,18630.0,147847680.0,255353547.61962673,-0.00011306596241578139,1.246382889494653,-51130241.114713214
10306,9410,8347,7970,8700,9369,9310,1,2.6921643389448844e+20,0.21980074719800746,1.0,-4320600.098381071,18653.0,148664410.0,260675270.39742213,-0.00011890244254308068,1.2509129967776584,-51970799.66874222
10272,9415,8361,8017,8831,9805,9820,1,2.8938095034268343e+20,0.32616238723108953,1.0,19665689.678001385,18633.0,149380761.0,254917437.3800407,-0.00010652021519962516,1.2296334012219958,-57560038.718945175
10252,9363,8310,7933,8730,9312,9178,1,2.6446194465077795e+20,0.2759526938239159,1.0,-8376321.789750328,18562.0,147252346.0,261839553.92896056,-0.00012170614059597361,1.25266942689039,-53812994.601839684
10296,9418,8391,8043,8850,9502,9385,1,2.8001566933919413e+20,0.31742738589211617,1.0,-1589065.6825726142,18687.0,150299541.0,264028385.97762388,-0.00011689608867703598,1.2400639318060735,-56109543.57676348
10350,9485,8446,8127,8980,9640,9593,1,2.9614275146534335e+20,0.3897810218978102,1.0,5641521.42919708,18796.0,152755092.0,266669772.95944962,-0.00011246864447688375,1.2317314708641718,-60737260.306569345
10276,9373,8318,7930,8676,9430,9336,1,2.6715115437327254e+20,0.22375,1.0,-1582344.4925000002,18594.0,147450420.0,258095621.84575835,-0.00011789690643053119,1.2512853470437018,-51390226.35625
10314,9404,8354,7990,8795,9686,9572,1,2.8266611487782312e+20,0.2903225806451613,1.0,7736560.0276497705,18668.0,149157320.0,259000088.5812787,-0.00011256976182072758,1.242791475135813,-54287091.76958526
10301,9403,8342,7969,8694,9482,9403,1,2.7164432854380718e+20,0.21904169259489734,1.0,17745.0,18643.0,148566067.0,258565410.85951293,-0.00011650552331431424,1.2480059555461023,-51771088.46981954
10289,9416,8354,7977,8731,9480,9421,1,2.738420154161916e+20,0.24197689345314505,1.0,241745.84724005134,18643.0,148715211.0,259277799.11569896,-0.000115925548555735,1.2454091922301243,-53601140.37740693
10294,9427,8354,7980,8787,9671,9550,1,2.818546567974039e+20,0.28732581287325815,1.0,5714045.916390179,18648.0,148811040.0,258867149.12230366,-0.00011286971300279258,1.242303664921466,-56055303.627737224
10274,9389,8349,7921,8676,9415,9422,1,2.6907486659013725e+20,0.204630788485607,1.0,1457252.497496871,18623.0,147512783.0,256948312.8677563,-0.00011573197421135008,1.2497346635533857,-50998727.23153943
10323,9452,8428,8123,9087,9895,9692,1,3.0509977678697483e+20,0.5331715210355987,1.0,13810582.91262136,18751.0,152314373.0,266858671.56128767,-0.00010989529936569871,1.2269913330581923,-65979960.56957929
10253,9417,8368,8015,8845,9736,9558,1,2.8454297957456878e+20,0.3387784090909091,1.0,7030214.909090909,18621.0,149247315.0,259434620.76323497,-0.00011223205240740552,1.234149403640929,-58691538.39772727
10287,9402,8366,8013,8897,9532,9445,1,2.82505218956308e+20,0.38201438848920866,1.0,2182967.912230216,18653.0,149466489.0,263697971.9965061,-0.00011531473766092263,1.2407623080995236,-58607259.87913669
10321,9445,8409,8100,9049,9923,9671,1,3.0273520168531073e+20,0.5031446540880503,1.0,12581562.316037735,18730.0,151713000.0,265814281.43159962,-0.00011035169580652561,1.2296556715954916,-64669436.23584905
10299,9407,8392,8081,8955,9583,9316,1,2.849481307735042e+20,0.41889880952380953,1.0,-4750696.333333333,18691.0,151041971.0,268436011.45072997,-0.00011866867641144623,1.238085015027909,-59601023.291666664
10275,9382,8354,7981,8866,9547,9334,1,2.7846889349199928e+20,0.3633782824698368,1.0,-2359804.6671398156,18629.0,148678049.0,264198298.7465181,-0.0001179359575280867,1.2457681594171846,-57165933.541518815
10311,9420,8421,8087,8973,9621,9359,1,2.882748239898244e+20,0.4125560538116592,1.0,-3215185.3968609865,18732.0,151485684.0,268892018.5489903,-0.00011771773365437313,1.237632225665135,-59209733.12556054
10679,9919,9198,9181,11995,13078,11378,1,6.615602766418033e+20,-2.1253799392097266,1.0,-93775833.29787235,19877.0,182490737.0,343315607.2662155,-8.248951072299246e-05,1.1316575848127965,50004229.15957447
10804,10021,9123,8839,10795,11349,10502,1,5.0958497262070635e+20,185.77777777777777,1.0,4448154186.0,19927.0,176134753.0,329231448.3222243,-9.795814391293864e-05,1.1871072176728241,-9121823248.666666
10792,10014,9185,9026,11345,11892,10637,1,5.680795113066153e+20,-3.905967450271248,1.0,-95023418.82278481,19977.0,180312402.0,343421812.6012974,-9.538138364246517e-05,1.166024254959105,137903920.71790236
10666,9904,9135,8987,11593,12175,10482,1,5.761179072848238e+20,-2.651564185544768,1.0,-52011746.59223301,19801.0,177951587.0,348244546.908796,-9.707631196025102e-05,1.1601793550849075,75071647.1553398
10681,9904,9098,8964,11433,11957,10460,1,5.575225391929052e+20,-3.1050531914893615,1.0,-61180074.74468085,19779.0,177298956.0,343955817.4307839,-9.762218997216306e-05,1.16414913957935,96596014.17021278
10683,9937,9201,9194,11850,12716,11118,1,6.332717780167501e+20,-2.269922879177378,1.0,-85653692.63753213,19884.0,182813496.0,344505706.85375065,-8.642509965331278e-05,1.1339269652815254,57682144.02570694
10769,9987,9105,8761,10910,11487,10543,1,5.1837170700831444e+20,-12.801418439716311,1.0,-326880847.7446809,19874.0,174116114.0,330248499.16058046,-9.688286293623489e-05,1.1904581238736602,568825489.6595745
10810,10000,9078,8745,10584,11537,10869,1,5.0601941031821056e+20,6.663716814159292,1.0,316897659.37168145,19888.0,173920560.0,315238504.8192106,-9.150535629818412e-05,1.1899898794737327,-370331187.4867257
10704,9967,9190,9084,11496,12188,10775,1,5.8396028694910324e+20,-2.9116161616161618,1.0,-86142318.83838384,19894.0,180717096.0,341830895.9153596,-9.219588610251712e-05,1.1503480278422273,89881100.44696969
10666,9941,9229,9255,12120,12769,10829,1,6.487836188247126e+20,-1.9883081155433286,1.0,-51998445.16918845,19895.0,184128225.0,358115091.7056053,-9.095464264874228e-05,1.130298273155416,44945434.21458047
10681,9907,9165,9073,11811,12981,11200,1,6.369289349224989e+20,-2.3415929203539823,1.0,-96093273.87168142,19846.0,180062758.0,340974323.6742857,-8.514827806017781e-05,1.1435714285714285,59640187.053097345
10678,9923,9166,9079,11905,13547,11744,1,6.775935352629106e+20,-2.2322738386308068,1.0,-124667213.45232274,19844.0,180163676.0,333748295.6803474,-7.742083150771675e-05,1.1361546321525886,56133467.99429503
10666,9936,9218,9161,11838,13317,11576,1,6.619792008505727e+20,-2.2354948805460753,1.0,-118881338.55972695,19884.0,182157324.0,335184523.0511403,-7.959477201544808e-05,1.1300103662750518,56129780.67576792
10832,9977,9045,8729,10457,11424,10889,1,4.937979390487277e+20,3.7653333333333334,1.0,198986778.8,19877.0,173506333.0,311142039.6789421,-9.135507020001168e-05,1.193130682339976,-224262341.68
10730,9928,9022,8726,10548,11576,10933,1,4.972005503692393e+20,8.384615384615385,1.0,449489550.7142857,19752.0,172355952.0,309353254.8541114,-8.976789176871494e-05,1.1832982712887588,-445864549.4285714
10621,9892,9133,9058,11768,12403,10737,1,5.99259805574277e+20,-2.2972972972972974,1.0,-61429892.16652136,19754.0,178931732.0,346455314.6256869,-9.212966724882149e-05,1.1455713886560492,59801779.77244987
10605,9931,9270,9272,12060,12614,10700,1,6.32657495808522e+20,-1.9175257731958764,1.0,-45397487.11340206,19875.0,184281000.0,357404417.41121495,-9.262817712660914e-05,1.1245794392523365,41841815.824742265
10639,9849,9123,9068,11890,12720,10841,1,6.186211104987826e+20,-2.2118305355715426,1.0,-65977874.503597125,19762.0,179201816.0,347871619.6135043,-9.052366317949976e-05,1.1449128309196568,52163545.942446046
10631,9875,9116,9060,11735,12946,11229,1,6.241748525636801e+20,-2.3722826086956523,1.0,-101899375.49275362,19747.0,178907820.0,335745801.2912993,-8.431249756582584e-05,1.1399056015673703,61908084.75
10675,9950,9228,9263,12095,13011,11243,1,6.667983111230486e+20,-2.019014084507042,1.0,-77519449.64225352,19903.0,184361489.0,349353446.2888019,-8.445074057034105e-05,1.1255892555367784,46704409.83098591
10759,9917,8922,8534,10079,11140,10884,1,4.5229131125805554e+20,1.701470588235294,1.0,113218651.92352942,19681.0,167957654.0,296137537.7437523,-9.082279048930202e-05,1.204428518926865,-129447450.16176471
10655,9791,8845,8618,10947,11823,10195,1,4.990457705684134e+20,-7.198630136986301,1.0,-108222556.2328767,19500.0,168051000.0,329853463.1520353,-0.00010251301196243229,1.1998038254046102,280583429.39041096
10599,9732,8759,8469,10100,11323,10330,1,4.2745016560554e+20,2.687374749498998,1.0,91960188.0741483,19358.0,163942902.0,298672329.90319455,-9.932629799678665e-05,1.2061955469506291,-166196014.25851706
10651,9912,9171,9115,11806,12836,11245,1,6.323015617974251e+20,-2.2813852813852815,1.0,-97048806.72987013,19822.0,180677530.0,339138796.9380169,-8.423090465885153e-05,1.136594041796354,58338639.21818182
10627,9877,9122,9088,11857,12765,11068,1,6.244895526974247e+20,-2.2235772357723578,1.0,-80552300.11707316,19749.0,179478912.0,342299644.08321285,-8.675057851004478e-05,1.139049512106975,55323052.227642275
10634,9768,8849,8620,10831,11659,10295,1,4.874518072731543e+20,-10.060913705583756,1.0,-209456135.83248731,19483.0,167943460.0,323457329.0770277,-0.00010033303605078131,1.195628946090335,403245177.4467005
10585,9785,9022,8949,11575,12366,10726,1,5.718558460652073e+20,-2.5787878787878786,1.0,-77348021.13535354,19607.0,175463043.0,337350714.8867238,-9.20058150758807e-05,1.1525265709490957,68057035.29292929
10610,9732,8858,8609,12516,12499,9888,1,6.183956284260836e+20,-1.919202518363064,1.0,-6403294.705141658,19468.0,167600012.0,382456429.5388349,-0.00010851717226575451,1.202366504854369,39548544.325288564
10692,9914,9048,8828,10798,11671,10746,1,5.109358981373186e+20,-16.50943396226415,1.0,-642553460.0377358,19740.0,174264720.0,319174989.10552764,-9.259025444217713e-05,1.173459892052857,732866331.3584905
10706,9917,8954,8634,10226,11020,10621,1,4.521082485097217e+20,2.65,1.0,117608278.46666665,19660.0,169744440.0,303998782.1817154,-9.490660135512917e-05,1.1950852085491008,-178129745.11249998
10626,9746,8819,8589,10442,11502,10191,1,4.534282787832723e+20,8.820652173913043,1.0,188115578.72282606,19445.0,167013105.0,313087099.90697676,-0.00010231426963321759,1.1998822490432735,-433001140.96739125
10590,9733,8785,8511,10121,11292,10328,1,4.283104901523181e+20,2.8486140724946694,1.0,97929249.19402984,19375.0,164900625.0,299356542.98412085,-9.928039619157901e-05,1.201297443841983,-172813413.64179105
10672,9827,8872,8687,11022,12621,10782,1,5.417281564220621e+20,-6.142857142857143,1.0,-214752708.05714285,19544.0,169778728.0,321624487.0250417,-9.180094705118446e-05,1.184103134854387,237909591.91428572
10559,9703,8782,8549,12068,12699,10299,1,5.940800646551631e+20,-2.1776010603048377,1.0,-30441899.98343274,19341.0,165346209.0,356134608.15690845,-9.95480308245103e-05,1.195164579085348,52026449.25844931
10537,9661,8743,8534,10964,11957,10308,1,4.914814774161811e+20,-5.201405152224824,1.0,-115804629.80327868,19280.0,164535520.0,321791851.3403182,-9.916722495021298e-05,1.194315095071789,181610677.80327868
10614,9834,9074,9024,11678,12402,10796,1,5.88343050947903e+20,-2.4473684210526314,1.0,-74424351.72180451,19688.0,177664512.0,341035519.9673953,-9.106538573283254e-05,1.147276769173768,63757276.571428575
10576,9833,9106,9081,11725,12204,10621,1,5.806606692934418e+20,-2.279373368146214,1.0,-56847425.278503045,19682.0,178732242.0,345122532.3415874,-9.375417669329321e-05,1.1407588739290087,56672611.4508268
10679,9832,8888,8651,10727,11796,10659,1,4.982362241627827e+20,-38.3125,1.0,-1361025075.6666665,19567.0,169274117.0,315739861.5167464,-9.399346552137979e-05,1.1902617506332676,1718626101.3333333
10630,9907,9186,9206,12007,12844,11120,1,6.442620419765254e+20,-2.0486564996368917,1.0,-74312365.7124183,19816.0,182426096.0,346782232.8534173,-8.596540034045242e-05,1.1280575539568345,47669863.61873638
10614,9861,9115,9057,11748,12748,11189,1,6.166369861523164e+20,-2.321869488536155,1.0,-97276453.31922399,19729.0,178685553.0,336166998.8274198,-8.478060972306885e-05,1.1391545267673608,59148366.82010581
10667,9833,8896,8726,11274,12220,10275,1,5.3810262174600495e+20,-3.9176276771004943,1.0,-57607446.25205931,19563.0,170706738.0,339466084.7719708,-0.00010103657923123618,1.188905109489051,135049178.44975287
10649,9810,8841,8631,10673,11662,10206,1,4.773227852311169e+20,-76.33333333333333,1.0,-1289675089.5,19490.0,168218190.0,321359358.6017049,-0.00010223455219678286,1.197726827356457,3501750879.75
10641,9778,8854,8652,10952,11625,10087,1,4.90997994827283e+20,-6.745980707395498,1.0,-77870237.91961415,19495.0,168670740.0,331805187.15257263,-0.00010458235125156175,1.1971844948944186,257236499.16398713
10644,9806,8883,8675,10644,11595,10314,1,4.7682571694708975e+20,,1.0,,19527.0,169396725.0,318585149.13787085,-0.0001000577221403493,1.190905565251115,
10628,9792,8842,8620,10433,11571,10455,1,4.629744004484055e+20,8.158974358974358,1.0,265834574.60000002,19470.0,167831400.0,308507344.546724,-9.723071321781811e-05,1.1920612147297944,-421785575.2307693
10647,9816,8871,8617,10442,11658,10609,1,4.71636238128667e+20,7.663414634146341,1.0,304433383.96585363,19518.0,168186606.0,307004555.9717221,-9.459721601014021e-05,1.191346969554152,-401388437.4878049
10653,9926,9247,9326,12347,13080,11136,1,6.845576087903915e+20,-1.8299881936245572,1.0,-61056052.00000001,19900.0,185587400.0,357994010.47225213,-8.590401896190232e-05,1.1191630747126438,36809317.76859505
10640,9791,8867,8668,10868,11997,10554,1,5.060535242014286e+20,-8.776315789473685,1.0,-263094064.55701753,19507.0,169086676.0,320062991.3056661,-9.552288889028191e-05,1.1868485882129998,351855151.1052631
10707,9834,8917,8716,11190,12292,10442,1,5.405865229354902e+20,-4.7060041407867494,1.0,-100071399.82401656,19624.0,171042784.0,334959984.3602758,-9.81974985683463e-05,1.190672285002873,166502242.56521738
10672,9875,8937,8642,10373,11174,10620,1,4.61546909933085e+20,4.802675585284281,1.0,199026670.39464885,19609.0,169460978.0,306793004.4625235,-9.462301525388526e-05,1.1911487758945387,-276841377.7993311
10633,9837,8978,8813,10903,11646,10591,1,5.0556210768384354e+20,-7.12962962962963,1.0,-225075915.94814816,19611.0,172831743.0,321885053.365499,-9.479422447130503e-05,1.1718440185062788,280996397.8666667
10573,9810,9059,9033,11696,12566,10940,1,5.938539296321295e+20,-2.348174532502226,1.0,-82557021.06233303,19632.0,177335856.0,336950167.70310783,-8.834125978668388e-05,1.1407678244972577,59449377.7177204
10591,9816,9036,8953,11532,12422,11007,1,5.798549339687754e+20,-2.6524973432518597,1.0,-103321414.53028692,19627.0,175720531.0,331320184.14717907,-8.741763141426189e-05,1.1488143908421913,73540587.68544102
10691,9825,8884,8696,10751,11986,10649,1,5.043787242340749e+20,-31.116666666666667,1.0,-1083890062.7333333,19575.0,170224200.0,316872704.46783733,-9.427589749982222e-05,1.1873415344163771,1368943164.0
10594,9861,9092,9004,11531,12561,11246,1,5.941305656102483e+20,-2.6029882604055494,1.0,-122167797.15474918,19686.0,177252744.0,328035936.6340032,-8.376523481111843e-05,1.1413836030588653,73600198.4941302
10671,9826,8933,8773,11402,12534,10623,1,5.6528851822335446e+20,-3.377564979480164,1.0,-86983721.3365253,19604.0,171985892.0,336527321.9847501,-9.45607170991505e-05,1.1786689259154663,107246751.60465117
10612,9826,9023,8884,11301,12019,10898,1,5.504661131920577e+20,-3.3062409288824384,1.0,-126651160.40493469,19635.0,174437340.0,327348598.6753533,-8.935186755117805e-05,1.1585612038906221,103348280.63134979
10533,9744,8935,8758,11097,11779,10483,1,5.0913165617389024e+20,-3.8333333333333335,1.0,-104586064.75709221,19468.0,170500744.0,325154216.40389204,-9.584752715498615e-05,1.1693217590384433,124901082.82978724
10571,9796,8981,8798,11051,11913,10779,1,5.2198933319793174e+20,-4.3125,1.0,-165161841.79791668,19552.0,172018496.0,320320576.70247704,-9.098276455965643e-05,1.1644865015307542,149397878.95833334
10668,9803,8894,8751,11794,12421,10301,1,5.80900002361403e+20,-2.575488454706927,1.0,-34966072.78685613,19562.0,171187062.0,354187140.20153385,-0.00010053660896905829,1.186098437044947,70403940.9946714
10656,9868,9053,8946,11534,12691,11336,1,6.031542076588294e+20,-2.8257403189066057,1.0,-137009902.12984055,19709.0,176316714.0,328050109.3973183,-8.29229105784353e-05,1.150846859562456,82943782.34396356
10672,9890,9073,8969,11545,12479,11054,1,5.935155860034309e+20,-2.8316151202749142,1.0,-109738978.33333334,19745.0,177092905.0,334570448.7135878,-8.73387347371413e-05,1.1540618780531935,83994930.34249714
10679,9931,9228,9224,12132,12982,11094,1,6.637395849882083e+20,-1.998623537508603,1.0,-68139629.40536821,19907.0,183622168.0,353299704.3342347,-8.676693638625748e-05,1.1311519740400215,44358606.62835513
10682,9798,8891,8734,11604,12230,10319,1,5.6238180348851906e+20,-2.9425162689804774,1.0,-44649974.382863335,19573.0,170950582.0,348449999.36272895,-0.00010031764970729474,1.188777982362632,85715450.7418655
10636,9772,8863,8690,11287,12088,10309,1,5.308087782708443e+20,-3.7235023041474653,1.0,-64777812.56682028,19499.0,169446310.0,337053517.33514404,-0.00010007952822382247,1.1887670967116113,120952268.67741935
10639,9787,8843,8633,10753,11911,10500,1,4.938816049860081e+20,-16.75438596491228,1.0,-489065189.78070176,19482.0,168188106.0,317381523.3057143,-9.649886621825836e-05,1.1910476190476191,716683895.8245615
10652,9800,8870,8640,10467,11786,10572,1,4.7486719622656184e+20,8.632432432432433,1.0,328336019.2972973,19522.0,168670080.0,308392139.72077185,-9.530525526153664e-05,1.1903140370790768,-436960681.3513513
10656,9847,8939,8734,10785,12062,10717,1,5.1104361710374794e+20,-14.310077519379846,1.0,-538879392.6046512,19595.0,171142730.0,316378752.9047308,-9.277858621778135e-05,1.1793412335541662,619586835.3333334
10669,9839,8912,8714,10755,11878,10681,1,5.0315742987507296e+20,-21.430232558139537,1.0,-777594272.6744186,19581.0,170628834.0,316185529.07405674,-9.35190065616551e-05,1.1830352963205693,945183294.4418604
10647,9811,8915,8756,12180,12416,10187,1,6.070504331069484e+20,-2.1298108284409656,1.0,-19474333.48597521,19562.0,171284872.0,368062348.0887406,-0.00010259699523657413,1.18562874251497,51139859.88127854
10696,9836,8897,8738,10936,12222,10531,1,5.2163160630177615e+20,-8.495833333333334,1.0,-229204918.89583334,19593.0,171203634.0,325045360.211186,-9.644554437106078e-05,1.1859272623682462,342405097.95
10636,9778,8846,8617,11981,12523,10166,1,5.8971091670132385e+20,-2.3308550185873607,1.0,-22554717.225278813,19482.0,167876394.0,360880118.2018493,-0.0001029148671901193,1.1986031870942357,59955015.982156135
10625,9760,8839,8611,11444,12597,10569,1,5.600148432358238e+20,-3.1807081807081805,1.0,-77154570.13064714,19464.0,167604504.0,335567228.6876715,-9.511765679321274e-05,1.1905572901882866,97031318.70695971
10640,9778,8812,8583,10493,11864,10512,1,4.7413497156690674e+20,11.435374149659864,1.0,387747803.56462586,19452.0,166956516.0,309085609.11719936,-9.628772452245384e-05,1.1956811263318112,-566200246.5714285
10711,9841,8909,8689,10565,11835,10524,1,4.872013211439451e+20,11.342465753424657,1.0,371320131.10273975,19620.0,170478180.0,314775374.84891677,-9.670932242494903e-05,1.1921322690992018,-559650243.8904109
10673,9825,8883,8718,10763,12120,10502,1,5.041041476487674e+20,-20.88888888888889,1.0,-593541786.7,19556.0,170489208.0,319506275.54656255,-9.677038781933276e-05,1.1861550180917921,913502013.0
10662,9813,8894,8749,10984,12110,10614,1,5.213590616006095e+20,-6.490683229813665,1.0,-196755933.10559008,19556.0,171095444.0,323518333.7071792,-9.464125957690646e-05,1.1802336536649707,249110009.54037267
10624,9769,8849,8733,11278,12429,10449,1,5.411542353958274e+20,-3.714067278287462,1.0,-81398537.90214068,19473.0,170057709.0,333307920.2434683,-9.730577224664286e-05,1.1809742559096563,121624444.48318043
10721,9824,8854,8676,11250,12315,10381,1,5.4259173364587974e+20,-4.52930056710775,1.0,-82523443.66162571,19575.0,169832700.0,337620875.999422,-9.948484186114671e-05,1.1969945091994991,159512525.10775048
10630,9751,8783,8512,11317,11733,10050,1,5.1424373620520465e+20,-3.6885007278020376,1.0,-33554945.18195051,19413.0,165243456.0,342153921.4567164,-0.00010524491968161755,1.2107462686567165,120691686.75691412
10613,9749,8826,8635,11670,12479,10320,1,5.6571169055863105e+20,-2.6906338694418164,1.0,-42062136.49385052,19439.0,167855765.0,346778386.67151165,-9.965033652066399e-05,1.1916666666666667,75155031.10406813
10618,9741,8788,8575,10745,11851,10417,1,4.854212166062493e+20,-15.409448818897637,1.0,-411057693.77165353,19406.0,166406450.0,317026111.9189786,-9.784922555298486e-05,1.1961217241048288,642384862.2598425
10671,9814,8851,8599,10328,11467,10300,1,4.533429412323136e+20,4.3061224489795915,1.0,111020135.50728862,19522.0,167869678.0,309925747.4679612,-0.00010058440946577404,1.2011650485436893,-243858176.34693876
10619,9781,8868,8707,11005,12374,10492,1,5.2197670742938655e+20,-5.536269430051814,1.0,-144835698.1968912,19487.0,169673309.0,324578565.61141825,-9.6464397693281e-05,1.1822340831109417,205178519.47668394
10573,9718,8775,8632,11161,12346,10319,1,5.202923905295237e+20,-4.057823129251701,1.0,-78683925.77040817,19348.0,167011936.0,329486127.4770811,-9.929400022131787e-05,1.1880996220564009,136778270.80612245
10717,9837,8902,8773,11558,12299,10317,1,5.651220712021643e+20,-3.1581450653983354,1.0,-45210138.81212842,19619.0,172117487.0,348849670.5259281,-0.00010068536983322023,1.1884268682756616,97375446.12247325
10674,9786,8853,8637,10503,11836,10481,1,4.7631582042956176e+20,9.649122807017545,1.0,318563475.84210527,19527.0,168654699.0,311479316.9201412,-9.716766276941015e-05,1.1943516839996184,-472676579.21052635
