X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10
70,59,58,69,70,50,1,292598024016.94006,-663.2647937192116,8950.0,130.14492753623188,-774.7676246622451,1.3805594687059772,70.0,139.0,0.0105246548904835,-674.1754702194357
70,59,59,67,69,51,1,270747344104.5912,-525.683766899449,8893.0,133.28358208955223,-618.7968631419178,1.373117598323505,69.0,136.0,0.009713595985219531,-535.4541532910428
70,59,60,71,70,43,1,280110536475.96765,-809.5339863455308,9088.0,130.2394366197183,-929.4246836953928,1.6046558410876104,70.0,141.0,0.011609932528870995,-820.8999527320855
70,59,61,63,74,46,1,209807747813.42813,-268.75530234439753,9690.0,140.1904761904762,-320.72666128598394,1.4231104343116399,74.0,137.0,0.006517339805899974,-281.6328427500918
70,59,62,63,74,46,1,211363292989.6165,-268.7556752492328,9764.0,141.20634920634922,-320.72666128598394,1.4231104343116399,74.0,137.0,0.0063537417096804615,-281.63669597326094
70,59,62,63,74,47,1,217416766382.43613,-268.7555926305308,9764.0,141.1904761904762,-322.15550174872226,1.392831488900754,74.0,137.0,0.006296319031796161,-281.62053367712286
70,59,62,63,75,46,1,212927164209.71936,-268.0857482894891,9896.0,141.22222222222223,-320.72666128598394,1.4045587965510915,75.0,138.0,0.006104189389601783,-281.6379953710004
70,59,62,68,78,58,1,377268055590.44855,-587.2013000336464,10287.0,135.26470588235293,-707.0433698903289,1.071140307609524,78.0,146.0,0.00615056457699918,-603.8126397905694
70,59,63,67,78,59,1,371422840490.0607,-519.0707439605746,10366.0,137.3582089552239,-630.6865671641793,1.053156576442028,78.0,145.0,0.005696729079740173,-535.4358195476842
70,60,58,86,77,50,1,597418935348.8171,-2096.0730198537094,9830.0,115.96511627906978,-2346.813953488372,1.25453034081463,77.0,163.0,0.015300686922086302,-2115.1546910919537
70,60,60,82,78,49,1,516951089523.51953,-1692.9688450968918,10118.0,120.84146341463415,-1906.1089430894312,1.2650016217969509,78.0,160.0,0.012231631344941674,-1711.993617930264
70,60,60,82,80,50,1,538114905576.89825,-1691.3911768115943,10378.0,120.85365853658536,-1907.7642276422766,1.2095032397408207,80.0,162.0,0.01124019141878117,-1711.9859323671499
70,60,61,67,73,48,1,250143118597.0643,-470.1437908070402,9556.0,135.4179104477612,-543.7641791044776,1.3810384235235975,73.0,140.0,0.008011624537694445,-482.1635361994861
70,60,62,68,76,57,1,333801930488.57715,-535.9225668865358,10024.0,135.25,-633.4823529411764,1.1179557380789413,76.0,144.0,0.006701034563669899,-550.2862544521529
70,60,64,73,84,55,1,444341814584.8659,-899.7859342008342,11243.0,132.39726027397262,-1044.6175799086761,1.0497455973679848,84.0,157.0,0.005953351199098386,-920.7051395159356
70,61,61,86,79,51,1,593656564416.6365,-2037.6990141277295,10324.0,119.01162790697674,-2258.763438810522,1.1996516640479489,79.0,165.0,0.01300194152387632,-2057.386236690117
71,57,59,52,60,50,1,130637702523.54509,160.4597362008106,7805.0,157.26923076923077,194.64372469635637,1.656407447973713,60.0,112.0,0.007068992717702667,157.81737816852464
71,57,60,51,61,50,1,125656129782.95157,198.44748577686318,7997.0,160.23529411764707,242.2569659442725,1.6304400848356309,61.0,112.0,0.00618729694835776,195.06088344988333
71,58,58,49,58,49,1,94244338334.59319,308.54246214614864,7491.0,162.24489795918367,385.6206896551722,1.748285367472509,58.0,107.0,0.006781516437880324,308.4999999999999
71,58,59,51,57,46,1,98692296280.70898,239.5995558685309,7417.0,159.2156862745098,302.5158891142662,1.8928656126482213,57.0,108.0,0.008062406741222756,240.4333696310138
71,58,61,63,74,48,1,256297396384.12863,-315.48148968952165,9763.0,142.3968253968254,-391.8013136288999,1.4030586146717217,74.0,137.0,0.006491752176446429,-329.1821095772216
71,58,63,57,67,51,1,188061476258.818,-1.9167441690734108,8979.0,152.82456140350877,-14.183303085299357,1.45677303037361,67.0,124.0,0.005996847114120003,-9.622858309990534
71,58,63,64,75,49,1,284116401919.43616,-374.64706831112187,10044.0,143.15625,-464.00484913793065,1.3562693490122362,75.0,139.0,0.006163021241423662,-389.22863531026763
71,59,57,71,68,41,1,274589908626.74063,-802.4054223788194,8692.0,129.1830985915493,-927.6075435664835,1.7807631367048495,68.0,139.0,0.014191070946485364,-812.1144051724963
71,59,58,69,68,43,1,262856164707.4101,-657.6294814878186,8762.0,132.26086956521738,-765.51215917465,1.6986605483674349,68.0,137.0,0.012431112624976728,-666.9345540408091
71,59,59,67,69,52,1,295741231949.6437,-519.8557548051062,8962.0,135.37313432835822,-621.9405514798888,1.3854638009049773,69.0,136.0,0.009765038205630527,-529.6219322928564
71,59,62,62,75,48,1,228707993811.4043,-207.59656836743315,9972.0,144.74193548387098,-257.49371241115364,1.385011869175312,75.0,137.0,0.00579617993336922,-220.90577262044667
71,59,62,63,74,47,1,232689750739.2976,-265.89518552307845,9838.0,143.42857142857144,-323.6981436642451,1.4329109256221837,74.0,137.0,0.0063862664465357535,-278.75999313658195
71,59,63,56,68,53,1,175345524115.1414,92.77696890618012,9115.0,154.41071428571428,99.55811138014502,1.3819867763263989,68.0,124.0,0.005348244312265578,85.32211790036419
71,59,64,73,88,56,1,549381904916.46893,-940.6397416921319,11866.0,134.36986301369865,-1124.88344555375,1.0133774374531699,88.0,161.0,0.005212219068256117,-964.7574784080304
71,60,63,57,70,54,1,180644141404.0308,97.4938406924769,9383.0,152.82456140350877,103.37894736842122,1.3182629876194532,70.0,127.0,0.005127457576437186,89.3081624862671
71,60,63,63,70,46,1,204475755470.70056,-217.89228696462575,9377.0,144.3968253968254,-255.76507936507943,1.5456552400809467,70.0,133.0,0.0074177737649942345,-227.00685468076784
71,60,63,64,72,47,1,225343722965.83838,-275.7728947108873,9644.0,143.140625,-325.8281249999994,1.4714906590555268,72.0,136.0,0.007084686974921094,-286.53979061127956
71,60,63,66,81,59,1,367069424172.5488,-394.29878165955665,10848.0,140.66666666666669,-486.5500000000003,1.0443179289654803,81.0,147.0,0.004934376360693875,-411.45520581113817
71,60,64,73,86,55,1,486000649508.9014,-888.6366061151376,11597.0,134.35616438356163,-1046.2876712328762,1.0553341691111138,86.0,159.0,0.0056285555167957645,-910.7696910305139
71,60,65,74,90,56,1,545519152682.0157,-965.2419533897473,12226.0,134.45945945945945,-1136.6576576576572,0.9911435212695305,90.0,164.0,0.004956965860210067,-989.9719622374887
71,61,59,87,79,49,1,627454819373.9735,-2121.95869720531,10244.0,117.9655172413793,-2370.550216694931,1.2843436363167264,79.0,166.0,0.014628176344625644,-2141.892174750965
71,61,62,85,79,49,1,595072505756.2782,-1914.8756032154088,10483.0,122.38823529411765,-2145.076181292189,1.284749688683567,79.0,164.0,0.012640024224581986,-1934.355255217537
72,56,58,50,57,48,1,120270935546.68307,184.16036624392382,7416.0,163.01999999999998,235.06857142857172,1.8660200060624432,57.0,107.0,0.0077683886615494595,183.23860370950894
72,57,59,52,61,51,1,145163069955.3805,158.21233922018075,7996.0,160.01923076923077,191.34109311740897,1.6433794296939555,61.0,113.0,0.006762544800332978,154.7625536728525
72,59,60,70,70,42,1,298134194318.8592,-719.3819093578613,9229.0,135.31428571428572,-846.8847457627116,1.738430583501006,70.0,140.0,0.011555922410234442,-730.6753681392233
72,59,61,59,65,43,1,163599677609.71408,-53.541862003548985,8645.0,150.27118644067798,-60.94915254237293,1.8291967949970689,65.0,124.0,0.008341992817402482,-59.16245181513956
72,59,62,58,68,55,1,217385599555.45923,-1.9299534889747747,9113.0,152.67241379310343,-18.51402688486243,1.3689254786221892,68.0,126.0,0.006069766854403317,-9.646004633506195
72,59,62,60,69,51,1,223217342948.13193,-101.60619108779646,9245.0,149.73333333333335,-134.15169491525464,1.454811669534024,69.0,129.0,0.00665565176841067,-110.35598405292328
72,59,63,57,69,52,1,195827963150.7587,46.1018177922479,9317.0,155.35087719298247,43.44543562295546,1.4277229619695375,69.0,126.0,0.005521645311838711,37.79326115061397
72,60,62,56,62,42,1,121011943926.55495,134.2874565148637,8312.0,156.03571428571428,172.3999999999995,1.9621978021978022,62.0,118.0,0.008082634431200159,132.13725490196052
72,60,62,57,65,42,1,131871660670.58334,91.65660066123854,8713.0,154.43859649122805,117.85789473684198,1.8736238072996598,65.0,122.0,0.007401839033278581,86.9051668002405
72,60,63,57,66,53,1,178924634791.6725,92.4544240453287,8913.0,155.28070175438597,102.89210526315802,1.4628477611174533,66.0,123.0,0.006250862922557212,87.22957276976973
72,60,63,67,78,52,1,336605187133.9293,-456.28184169323396,10523.0,141.7014925373134,-552.7800995024877,1.2641846854170053,78.0,145.0,0.00621053416142424,-471.8078342192267
72,60,63,68,76,50,1,329695945418.93976,-524.068585431834,10252.0,140.54411764705884,-626.4901960784318,1.3483367556468173,76.0,144.0,0.007137962778496912,-538.46076425632
72,60,63,69,76,50,1,345755103068.8632,-592.4578293352428,10251.0,139.42028985507247,-705.195652173913,1.3481060735671515,76.0,145.0,0.0074566711181526775,-607.0616578483243
72,60,64,58,68,53,1,195470110080.53262,46.94980209356651,9250.0,154.74137931034483,46.20114942528747,1.4205830438532154,68.0,126.0,0.005879358365910442,40.08106469002703
72,61,63,87,81,56,1,796364092818.2367,-2099.5981160878837,10909.0,123.59770114942529,-2384.0476728848694,1.1279009798865394,81.0,168.0,0.011720066577423058,-2121.1474373840447
72,62,62,58,65,42,1,121328360597.95021,146.57024399277714,8714.0,152.8448275862069,183.69410456062243,1.8731863513558586,65.0,123.0,0.007794883632147575,143.15846661245115
72,62,62,62,64,50,1,183525189931.49023,-60.05064814814815,8576.0,146.83870967741936,-65.1290322580644,1.5958441558441558,64.0,126.0,0.009266362109156602,-62.04923076923077
72,62,62,87,81,54,1,714635296440.9484,-2042.3438630656551,10829.0,122.60919540229885,-2289.6907675194657,1.1696750902527075,81.0,168.0,0.012211038325038365,-2062.8285863686488
73,59,60,69,75,49,1,375631818540.13544,-637.8775327920791,9965.0,138.47826086956522,-777.8742323753377,1.432496075353218,75.0,144.0,0.008557783933519574,-652.6773222628123
73,59,61,58,67,45,1,177305147092.86267,-3.3403049439178147,8979.0,154.31034482758622,-5.777323202805434,1.7449502724629182,67.0,125.0,0.007205271642436671,-10.372155434122554
73,59,62,57,70,56,1,231793250774.92273,45.49178954180512,9452.0,156.82456140350877,35.85578352661349,1.3438067379463385,70.0,127.0,0.005312794148992968,36.49667583400209
73,59,63,56,68,54,1,205068817497.29443,88.8239314620108,9251.0,159.53571428571428,94.4322033898307,1.4338873061095283,68.0,124.0,0.005452569613460903,81.37201646090567
73,59,63,57,67,53,1,208695189720.7814,43.339136442611604,9114.0,157.8421052631579,40.20279512340174,1.481887456524085,67.0,124.0,0.006060247629365919,36.49021444663232
73,60,58,54,48,32,1,72789802509.24934,199.64333836933247,6294.0,158.05555555555554,287.5629629629631,3.3899491094147582,48.0,102.0,0.01939983260221042,213.19780798203345
73,60,62,61,65,51,1,221861815077.80847,-107.57918243270933,8774.0,150.60655737704917,-134.76885245901641,1.5846623297008957,65.0,126.0,0.00847239073798976,-112.32423388682182
73,61,63,58,66,54,1,191888971569.72324,93.57708901181145,8979.0,156.17241379310343,104.8603730921426,1.4755827417812013,66.0,124.0,0.006619222295946944,89.14181750672991
73,61,63,85,82,51,1,732946758565.7535,-1874.8399131805568,11128.0,126.8,-2151.298360655738,1.258363354153528,82.0,167.0,0.01114710663453132,-1896.7036698472891
73,61,65,63,74,48,1,240297143010.53665,-159.75955113269757,10210.0,151.03174603174602,-195.15925058547987,1.4832174881145814,74.0,137.0,0.006043168238613067,-170.92301282051278
73,61,65,64,77,50,1,274258957037.28113,-215.3717246122298,10623.0,149.703125,-265.6700819672132,1.3693742699816454,77.0,141.0,0.005529573541607055,-228.7473900134953
73,62,65,58,80,62,1,263727849482.8578,154.07964228999487,11044.0,158.31034482758622,156.2413793103444,1.0647459015574583,80.0,138.0,0.0033305840317276307,140.99497809660133
73,63,66,89,79,54,1,772193095547.0903,-2177.218156570139,10955.0,126.89887640449439,-2429.92455858748,1.231616055233749,79.0,168.0,0.012971144218342277,-2195.322407577458
73,65,62,59,66,46,1,125637318489.50537,259.63603352511024,8916.0,153.71186440677968,307.34732724902244,1.7318134817076174,66.0,125.0,0.00765493555868238,258.6072198614223
74,60,61,59,66,41,1,164833063654.37692,-4.939636847627021,8911.0,155.27118644067798,1.3878531073447533,1.9966080159102837,66.0,125.0,0.008348646664956725,-11.09355709770896
74,61,62,68,81,56,1,420936873583.23596,-457.79718808670447,11009.0,143.80882352941177,-567.0665380906464,1.1948473159062993,81.0,149.0,0.005904830435926336,-474.64019172782616
74,61,64,58,85,62,1,325614205220.93384,103.53410538184866,11733.0,159.91379310344826,91.93951384963265,1.0308141363227667,85.0,143.0,0.002883430721237816,87.12047720950235
74,61,65,57,81,62,1,293974301139.68744,146.74649236546009,11263.0,162.5438596491228,147.71210813920078,1.081010733191004,81.0,138.0,0.0030883805436643106,132.63804856433904
74,62,58,53,46,32,1,61893809164.37368,326.5118887896795,6081.0,162.67924528301887,446.20632988435784,3.629207007837713,46.0,99.0,0.02109677675327797,344.99319393788676
74,62,60,59,61,41,1,136659633902.80931,90.12813102475934,8177.0,154.16949152542372,125.70940404592648,2.155349077300297,61.0,120.0,0.010836247161275547,89.62149891217214
74,62,62,87,81,55,1,828721965979.2203,-2002.934475599229,10991.0,125.95402298850576,-2294.408787541713,1.2130948473908763,81.0,168.0,0.012444627253911815,-2023.4140404835134
74,63,60,58,62,43,1,127772015351.2638,189.8432717538825,8313.0,155.77586206896552,240.74958949096845,2.023482292920744,62.0,120.0,0.009620558046794389,190.53581620042667
74,63,61,57,57,39,1,104038829294.8574,229.6859546151373,7701.0,158.4561403508772,299.3784461152883,2.420866489832007,57.0,114.0,0.01188102078754273,235.8715705702206
74,64,66,87,82,55,1,755318772778.7397,-1885.5946987523605,11457.0,130.01149425287355,-2112.68121408046,1.1986812776124183,82.0,169.0,0.010900815856484728,-1904.7674913277913
75,61,64,58,86,61,1,342096514994.55743,102.04351208979752,11957.0,162.51724137931035,91.27586206896586,1.063902316722895,86.0,144.0,0.002844322120543249,85.14463797814236
75,62,62,58,65,43,1,151872764190.15164,138.20876274298573,8909.0,160.4310344827586,178.1201334816461,1.9852689649180917,65.0,123.0,0.00804367641426196,135.23830605538706
75,63,61,57,64,42,1,127529667701.34303,232.42283389211008,8710.0,161.140350877193,294.1578947368424,2.063912490110419,64.0,121.0,0.008282169218379695,230.8097953365239
75,65,63,58,69,45,1,134825390190.9317,298.66705032381606,9529.0,161.48275862068965,359.16445623342156,1.7897904129487447,69.0,127.0,0.006440563641083712,295.09245475968163
75,65,66,90,86,58,1,921242587764.303,-2118.002411034843,12101.0,129.54444444444445,-2369.6752136752143,1.114148709775489,86.0,176.0,0.010352871721996702,-2140.047021943574
76,63,59,57,57,37,1,110408706389.51547,221.4956364112295,7701.0,161.71929824561403,299.45029239766075,2.6915191053122087,57.0,114.0,0.013130137484515999,227.62101599728723
76,65,67,88,86,57,1,906328580920.6736,-1888.6033108750055,12275.0,133.72727272727275,-2139.9403846153846,1.1644396935685017,86.0,174.0,0.009662356872975628,-1910.161923177634
76,66,68,89,87,58,1,910723274523.2576,-1930.7303172067898,12505.0,133.98876404494382,-2162.516853932584,1.131365891877775,87.0,176.0,0.009363723664175594,-1952.2814041146764
79,68,59,54,52,37,1,75712804889.76549,571.4540452771503,7190.0,175.94444444444446,728.0953159041394,3.1802520431962056,52.0,106.0,0.01524715966481857,588.1419324148139
65,59,57,84,70,41,2,323813836258.1794,-2055.778495331512,8515.0,108.32142857142857,-2189.4709443099273,1.4473143326938886,70.0,154.0,0.01969682166291515,-2069.359435173299
66,55,51,76,56,29,2,210578403455.71725,-1489.829199265913,6531.0,109.34210526315789,-1666.0700956937796,2.6188001889466226,56.0,132.0,0.03928650184846338,-1491.055442866802
66,55,51,78,58,33,2,256358342735.1155,-1669.2141797170948,6763.0,107.82051282051282,-1874.053846153846,2.2242882045322485,58.0,136.0,0.03647518460406561,-1672.8856547726343
66,56,51,76,58,33,2,218276474876.2941,-1436.6149771252274,6766.0,109.31578947368422,-1594.0206766917292,2.2255813953488373,58.0,134.0,0.03374747219072761,-1438.9284223908023
66,56,51,79,57,32,2,241593055330.56155,-1713.4359859186138,6646.0,107.10126582278481,-1893.9077757685354,2.3314678485576925,57.0,136.0,0.040358332810620484,-1714.5918610677165
66,56,51,83,58,32,2,290037775792.3756,-2107.148010490714,6759.0,104.40963855421687,-2323.9982788296043,2.2904699738903394,58.0,141.0,0.04441030148656617,-2109.7640985279745
66,56,52,85,58,33,2,322877828285.9896,-2316.573350311501,6815.0,104.15294117647059,-2552.8644957983192,2.2197738474920268,58.0,143.0,0.045692799943047,-2319.2070979702553
66,57,53,81,70,40,2,337977223012.6384,-1839.533474465091,8306.0,107.80246913580247,-2034.6023391812864,1.5304155792009637,70.0,151.0,0.020315898377626155,-1854.8674528301885
66,57,53,81,71,39,2,334484776847.72705,-1838.6041837280625,8425.0,107.82716049382717,-2032.9122807017543,1.5482533865977834,71.0,152.0,0.01968251500606473,-1854.9974704540743
66,57,53,81,72,41,2,351948183249.145,-1837.7006013889472,8544.0,107.81481481481481,-2036.292397660819,1.452908067542214,72.0,153.0,0.01848551505665978,-1854.8064497858334
66,57,53,81,73,39,2,340714445573.21246,-1836.8219144145842,8663.0,107.85185185185185,-2032.9122807017543,1.5071235603583109,73.0,154.0,0.01811896150241868,-1855.0086668048934
66,58,55,87,66,38,2,375412946850.1942,-2415.969051231182,7957.0,106.02298850574712,-2616.7356321839084,1.7028323678879849,66.0,153.0,0.028872478931086177,-2429.284210526316
66,59,54,87,65,38,2,343682994430.93585,-2361.542750869814,7772.0,105.0,-2526.5998441457236,1.7279806659505907,65.0,152.0,0.031095978533635316,-2372.3515926340674
66,59,56,84,72,43,2,367022777261.0256,-2032.2722445164304,8759.0,108.86904761904762,-2193.905367231638,1.3845420352810298,72.0,156.0,0.018532526475056973,-2047.6409404548936
67,55,49,83,57,30,2,312699665147.692,-2138.506160095617,6584.0,104.0,-2407.155531215772,2.559753901560624,57.0,140.0,0.05185035331030038,-2141.2122218812337
67,55,50,87,59,31,2,387438572663.34033,-2559.6224359315806,6871.0,102.49425287356323,-2875.0758620689658,2.3945013018949806,59.0,146.0,0.05151161520639068,-2565.2694868035196
67,55,51,78,53,29,2,238472967006.1477,-1658.7235725963023,6231.0,109.51282051282051,-1867.9160839160834,2.8417161353510987,53.0,131.0,0.05075247408583754,-1655.652887797587
67,55,51,89,60,32,2,435179052460.1928,-2782.033792533665,7046.0,102.32584269662922,-3122.078243105209,2.2816142586066683,60.0,149.0,0.050206855814451286,-2789.148041642399
67,55,52,83,61,33,2,356569555796.61664,-2133.2554749430783,7231.0,107.04819277108433,-2412.7710843373493,2.181348182136826,61.0,144.0,0.03719543139074861,-2141.073296988099
67,56,51,83,58,32,2,311694382889.8467,-2085.871237087136,6817.0,106.01204819277109,-2324.9552495697076,2.3604039744705543,58.0,141.0,0.045083184842407226,-2088.4871596123944
67,56,52,74,54,30,2,192755978921.57193,-1254.3461032130622,6408.0,113.6891891891892,-1398.9951737451738,2.7024080267558523,54.0,128.0,0.039283011830061915,-1251.4812217194572
67,56,52,79,58,33,2,270274619929.24393,-1694.177855782323,6879.0,109.79746835443038,-1896.6306509945753,2.29153574666209,58.0,137.0,0.03728355331110149,-1696.6255374255377
67,56,54,82,59,31,2,304368172747.34875,-1983.6378220093088,7113.0,109.7439024390244,-2212.640679442509,2.397861533865083,59.0,141.0,0.0381380456530109,-1987.6579520697167
67,58,55,87,63,37,2,382777342663.17145,-2395.5427804882033,7657.0,107.52873563218391,-2616.068965517242,1.8844754517831441,63.0,150.0,0.03401960132185893,-2401.122066953317
67,59,54,86,68,39,2,374474876213.5544,-2225.9778648960796,8201.0,107.16279069767441,-2413.7635001970834,1.6617779955359573,68.0,154.0,0.026382832490466804,-2238.077185750945
67,59,54,87,65,37,2,363396830903.30164,-2337.810276708262,7837.0,106.54022988505747,-2525.9785700370157,1.8288685252970966,65.0,152.0,0.031905665185010985,-2344.447992729572
67,59,56,80,65,41,2,298983624494.24414,-1620.8689185969056,7974.0,113.1125,-1765.2525423728814,1.6531259737684485,65.0,145.0,0.022499584166963703,-1628.5558283180237
68,55,52,85,62,35,2,435556589119.1469,-2317.114754848838,7410.0,107.32941176470588,-2646.7165775401068,2.0847762062320476,62.0,147.0,0.03775198679379057,-2325.2868916797493
68,56,50,86,61,33,2,396092079728.25305,-2373.0081821424496,7168.0,104.67441860465117,-2671.3546511627915,2.2451783397409875,61.0,147.0,0.04466361366184653,-2379.6274335188627
68,56,51,71,48,29,2,159977656403.03378,-1008.8414279158553,5697.0,117.11267605633803,-1126.8835513078475,3.222533575317604,48.0,119.0,0.05221185311167771,-996.9088834037979
68,56,51,71,49,28,2,159008212574.1974,-1007.1503802324146,5816.0,117.14084507042253,-1125.2323943661972,3.2734627831715213,49.0,120.0,0.04971401430221361,-996.9181714068551
68,56,51,77,55,32,2,248507077335.48767,-1498.3583060492192,6524.0,112.01298701298701,-1692.8441558441555,2.5620567375886525,55.0,132.0,0.04283241095479964,-1496.7416212271423
68,56,51,77,59,32,2,261164883027.15335,-1493.0416538453371,7000.0,112.06493506493507,-1692.8441558441555,2.396149522203485,59.0,136.0,0.034764733441634034,-1496.7244643643974
68,56,52,72,48,29,2,169303300198.73657,-1087.4127660686518,5744.0,117.20833333333333,-1215.3333333333337,3.221177290142807,48.0,120.0,0.05275053631572124,-1075.3194391815082
68,56,54,82,61,34,2,354322758040.0645,-1961.0878363580914,7416.0,111.3780487804878,-2219.0470383275256,2.181435708651065,61.0,143.0,0.03388916223996212,-1967.4892371251099
68,56,54,86,59,33,2,399113033108.87494,-2375.687659722951,7168.0,108.69767441860465,-2671.3546511627915,2.31767634290763,59.0,145.0,0.04361983509152798,-2379.822781515423
68,57,51,71,49,29,2,151500890417.27637,-957.2342619156492,5817.0,117.12676056338029,-1053.212255992093,3.1605847561656066,49.0,120.0,0.0490999578014625,-945.5465239642257
68,57,52,83,59,33,2,324719886342.7176,-2011.6333870465437,7054.0,108.65060240963855,-2241.794546607483,2.3196272489201784,59.0,142.0,0.0416684315401707,-2014.1827121460099
68,57,52,83,61,32,2,326436381732.8609,-2009.003413834772,7294.0,108.6867469879518,-2240.0128936799833,2.317166140904311,61.0,144.0,0.03817370346571509,-2014.2340337010576
68,57,53,76,56,32,2,228112918961.19925,-1357.7643767317218,6757.0,114.85526315789474,-1515.4736842105262,2.5193026151930265,56.0,132.0,0.036704773646069465,-1356.2460420733028
68,57,53,78,55,31,2,241668203517.16663,-1537.3685375658235,6634.0,113.26923076923077,-1710.7753036437248,2.643851423700269,55.0,133.0,0.042329286774841664,-1534.3969690155393
68,57,53,80,56,32,2,272422943507.3339,-1721.9919853459965,6753.0,111.7625,-1917.4877192982456,2.5161691542288556,56.0,136.0,0.042775672499839566,-1720.3937383371342
68,57,53,82,60,32,2,311872389339.8093,-1910.4060116240548,7235.0,110.3780487804878,-2130.503209242619,2.3546985334057577,60.0,142.0,0.03750798218320942,-1914.319671477843
