X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7,Hyperfeature_8,Hyperfeature_9,Hyperfeature_10,Hyperfeature_11,Hyperfeature_12
69,56,57,50,56,46,1,8.862742522213436e-08,5.3055886417958355e-05,2852.0,0.9704968944099379,100.0,46.620000000000005,3170.0,0.9704968944099379,2555.9667458770314,85.5,-613216744.0,1.7591934467548835
69,56,59,51,60,47,1,8.082115049573317e-08,4.322813533813018e-05,2867.0,0.9882218844984803,102.0,52.70588235294118,3145.0,0.922340425531915,2652.9868668801587,86.61702127659575,-684726964.0,1.7480727721245761
69,60,61,82,81,51,1,8.175047783976786e-08,3.175127484192778e-05,4590.0,2.1973856209150324,164.0,104.3170731707317,2417.0,1.627693052529654,6763.876072905981,82.52941176470588,-1612750602.0,1.0404424760360136
69,60,62,82,80,50,1,8.611636210880067e-08,2.8307412995070348e-05,4450.0,2.2413333333333334,164.0,103.20731707317073,2468.0,1.681,6764.908229631081,85.56,-1561607940.0,1.0780841286673737
70,56,58,51,57,47,1,8.26615461890839e-08,5.048131458886235e-05,2961.0,0.9882218844984803,102.0,48.431372549019606,3286.0,0.9708846584546473,2655.986866697048,86.38297872340425,-669482044.0,1.7418141724775016
70,57,56,72,76,46,1,9.13707438999876e-08,5.993824120607234e-05,3956.0,1.977116704805492,144.0,92.08333333333333,2228.0,1.4828375286041189,5222.773465811176,85.21739130434783,-1233388743.0,1.223477398205659
70,57,57,71,78,49,1,7.737051825824361e-08,5.2306763643629285e-05,4116.0,1.8048693161475118,142.0,93.46478873239437,2330.0,1.3189429618001045,5077.646074464834,81.42857142857143,-1329673743.0,1.1857183919845604
70,57,59,51,59,47,1,7.985945987758954e-08,,2914.0,0.9708846584546473,102.0,50.196078431372555,3239.0,0.9379733141002525,2655.967257252811,87.87234042553192,-692972643.0,1.7722748673937658
70,57,60,52,62,50,1,6.84660961158657e-08,3.9541955116991336e-05,3100.0,0.9487719298245614,104.0,55.0,3348.0,0.8722580645161291,2755.9436535379687,84.0,-789879943.0,1.662346153846154
70,58,59,66,68,50,1,7.923169267707081e-08,4.345479003519625e-05,3850.0,1.5020689655172417,132.0,75.63636363636364,2984.0,1.2811764705882354,4404.44110477824,82.6,-1099559942.0,1.290034632034632
70,58,59,67,68,49,1,8.374861814780057e-08,4.431255429010839e-05,3822.0,1.5795214637579171,134.0,76.64179104477613,2922.0,1.3472388955582233,4537.501571972949,84.28571428571429,-1093895542.0,1.2967190287628911
70,58,63,66,80,60,1,4.6768707482993204e-08,2.3068280029393466e-05,4380.0,1.2517241379310347,132.0,89.81818181818181,3114.0,0.9075,4392.221104230052,73.5,-1552319942.0,1.1497402597402597
70,58,63,67,80,59,1,4.910036407553541e-08,2.344689578271358e-05,4366.0,1.3118059614260666,134.0,90.7910447761194,3060.0,0.9510593220338984,4525.269817672906,74.7457627118644,-1549575942.0,1.1517798417115392
70,59,58,68,70,50,1,7.93002915451895e-08,4.740909566765036e-05,4000.0,1.5674576271186442,136.0,79.0,2832.0,1.321142857142857,4672.492252723435,81.2,-1166199941.0,1.2318025210084034
70,59,58,69,70,50,1,8.0466472303207e-08,4.740909564284331e-05,4050.0,1.6138983050847457,138.0,80.0,2831.0,1.3602857142857143,4809.524830973814,81.2,-1183349941.0,1.2139503105590064
70,59,59,67,69,51,1,7.618847482158536e-08,4.261978364586217e-05,3978.0,1.491857760053174,134.0,76.83582089552239,2993.0,1.27564649048025,4538.43302429355,80.98039215686275,-1155287641.0,1.2461557757431332
70,59,60,71,70,43,1,1.1195082993407515e-07,4.5642299356699986e-05,3483.0,1.986992510839574,142.0,82.0,2509.0,1.6747508305647838,5089.820086974763,97.67441860465117,-1047178941.0,1.41835197229891
70,59,61,63,74,46,1,8.211019553174564e-08,3.843195927850567e-05,3312.0,1.4624170965364776,126.0,78.6984126984127,2559.0,1.165981198589894,4013.432935618676,92.82608695652173,-1050814741.0,1.5200778862269546
70,59,62,63,74,46,1,8.211019553174564e-08,3.414080551682025e-05,3266.0,1.4624170965364776,126.0,78.6984126984127,2605.0,1.165981198589894,4013.4329355720574,94.34782608695652,-1050814741.0,1.544577541161392
70,59,62,63,74,47,1,7.865331541202977e-08,3.344150196310669e-05,3337.0,1.431301839163361,126.0,78.6984126984127,2663.0,1.1411730879815984,4013.4037958593813,92.34042553191489,-1073658541.0,1.5117093645969026
70,59,62,63,75,46,1,8.101539292465569e-08,3.4131726423639797e-05,3266.0,1.4624170965364776,126.0,79.87301587301587,2559.0,1.1504347826086956,4012.4329355720574,94.34782608695652,-1065014941.0,1.5449226067238488
70,59,62,68,78,58,1,5.2888620919876235e-08,2.726905941644069e-05,4408.0,1.3512565751022794,136.0,88.29411764705883,3064.0,1.02210433244916,4664.3046659722095,74.82758620689656,-1507396741.0,1.1359062590553461
70,59,63,67,78,59,1,5.035934776977991e-08,2.3456831989971733e-05,4366.0,1.2895719620798622,134.0,87.3134328358209,3178.0,0.9754454584963059,4529.254891524749,74.7457627118644,-1510836541.0,1.1512775107513282
70,60,58,86,77,50,1,9.117413199045851e-08,4.733290480809689e-05,4900.0,2.465333333333333,172.0,103.81395348837209,2464.0,1.9210389610389609,7440.022270417659,81.2,-1622389940.0,0.9756146179401993
70,60,60,82,78,49,1,8.935749996022502e-08,4.016432283391364e-05,4508.0,2.2870748299319725,164.0,100.97560975609757,2466.0,1.759288330716902,6766.941699330011,85.71428571428571,-1535679540.0,1.0796807224632015
70,60,60,82,80,50,1,8.36734693877551e-08,3.937047148353676e-05,4600.0,2.2413333333333334,164.0,103.21951219512195,2418.0,1.681,6764.9082299314505,84.0,-1607199940.0,1.0585714285714285
70,60,61,67,73,48,1,8.129678812164136e-08,3.6897539667400173e-05,3648.0,1.5586805555555554,134.0,80.44776119402985,2717.0,1.2811073059360731,4536.500205826646,88.95833333333333,-1150363140.0,1.3694562899786782
70,60,62,68,76,57,1,5.620170992049441e-08,2.7744228016504164e-05,4332.0,1.3520467836257308,136.0,84.88235294117646,3124.0,1.0674053554939982,4668.310528004357,76.14035087719299,-1443422340.0,1.155325814536341
70,60,64,73,84,55,1,5.863029981768386e-08,2.1478178370845922e-05,4345.0,1.6148484848484848,146.0,98.91780821917808,2677.0,1.1534632034632035,5365.5052698422005,81.45454545454545,-1652573940.0,1.1526952499555239
70,61,61,86,79,51,1,8.541515389973314e-08,3.475090115302185e-05,4845.0,2.3773706203792995,172.0,104.94186046511628,2566.0,1.835691238520725,7439.976916152149,83.72549019607843,-1697820539.0,1.0055045273923524
71,57,59,52,60,50,1,6.876942405607354e-08,4.6201406428000304e-05,3200.0,0.9487719298245614,104.0,52.03846153846154,3448.0,0.9013333333333334,2757.943653367783,83.78,-786395943.0,1.6569609967497292
71,57,60,51,61,50,1,6.634124767073929e-08,4.2320297234664854e-05,3100.0,0.9126315789473685,102.0,52.254901960784316,3449.0,0.8527868852459016,2653.9021509442346,85.2,-784127493.0,1.7180778790389395
71,58,58,49,58,49,1,6.980061176048171e-08,,3038.0,0.8448275862068965,98.0,45.55102040816326,3430.0,0.8448275862068965,2458.8161011548564,84.04081632653062,-701999520.0,1.7634846982771262
71,58,59,51,57,46,1,8.38808764450282e-08,5.0112381010535985e-05,2898.0,0.974887556221889,102.0,46.43137254901961,3307.0,0.9919908466819223,2659.9712369125828,91.06521739130434,-674092544.0,1.835110406685638
71,58,61,63,74,48,1,7.330095916189945e-08,3.987094215469517e-05,3504.0,1.425646551724138,126.0,79.61904761904762,2721.0,1.1173986486486485,4011.3917443202704,90.22916666666667,-1128054758.0,1.476898427602653
71,58,63,57,67,51,1,6.488480493453997e-08,3.0100951624348403e-05,3315.0,1.0983772819472617,114.0,65.08771929824562,3360.0,0.9508340649692713,3298.0999483659716,87.70588235294117,-981830471.0,1.5834532478669747
71,58,63,64,75,49,1,7.050336621902263e-08,3.122526680611088e-05,3528.0,1.4412385643912737,128.0,81.8125,2827.0,1.1145578231292517,4137.399756178984,91.28571428571429,-1185643142.0,1.4703848088531186
71,59,57,71,68,41,1,1.232154096148434e-07,6.523772791112782e-05,3485.0,2.083918974782968,142.0,79.49295774647887,2389.0,1.8081061692969873,5091.900631938343,98.70731707317073,-997855809.0,1.4332715634238269
71,59,58,69,68,43,1,1.0886457198650258e-07,5.7823974499983704e-05,3526.0,1.8766259361450532,138.0,77.47826086956522,2554.0,1.628248974008208,4811.749482280924,95.76744186046511,-1017051937.0,1.430477031382769
71,59,59,67,69,52,1,7.123645960766854e-08,4.438080375264074e-05,4108.0,1.4631681877444591,134.0,76.64179104477613,3105.0,1.2511148272017836,4538.40776032344,80.5576923076923,-1211836177.0,1.2391212949337818
71,59,62,62,75,48,1,7.117561918196713e-08,3.585427501889795e-05,3408.0,1.3573446327683616,124.0,78.77419354838709,2722.0,1.0677777777777777,3887.339927054186,91.70833333333333,-1125151141.0,1.5252536725730728
71,59,62,63,74,47,1,7.64533317831672e-08,3.659834406061705e-05,3384.0,1.431301839163361,126.0,78.57142857142857,2710.0,1.1411730879815984,4013.4037958593813,93.65957446808511,-1104553615.0,1.532647421170046
71,59,63,56,68,53,1,5.815816264373016e-08,2.8993944060937286e-05,3392.0,1.0028781579788935,112.0,64.35714285714286,3442.0,0.8701442841287458,3186.002869267644,84.39622641509433,-1017394725.0,1.5512414107285222
71,59,64,73,88,56,1,5.247439456567464e-08,2.3934093434795425e-05,4480.0,1.6128934624697338,146.0,104.79452054794521,2559.0,1.0813717532467533,5359.49526775973,81.14285714285714,-1813469445.0,1.1487383203329566
71,60,63,57,70,54,1,5.53952591687609e-08,2.8460685221166292e-05,3510.0,1.0027777777777778,114.0,66.80701754385966,3399.0,0.8595238095238095,3299.002766542927,82.83333333333333,-1086133800.0,1.4964537059916354
71,60,63,63,70,46,1,8.437429336529307e-08,3.3227904934963985e-05,3266.0,1.4380434782608698,126.0,72.82539682539682,2881.0,1.232608695652174,4019.4170615698786,97.23913043478261,-1022617200.0,1.589440021773151
71,60,63,64,72,47,1,7.982428997466487e-08,3.252956001843465e-05,3384.0,1.452482269503546,128.0,76.171875,2850.0,1.210401891252955,4144.424084122373,95.17021276595744,-1091759556.0,1.5319757641594247
71,60,63,66,81,59,1,4.643422441095427e-08,2.60593032839715e-05,4366.0,1.2305084745762713,132.0,88.66666666666666,3061.0,0.9114877589453859,4395.209443648209,75.8135593220339,-1590001914.0,1.1856738789180898
71,60,64,73,86,55,1,5.5665015258505096e-08,2.4364726327245902e-05,4400.0,1.6148484848484848,146.0,101.26027397260273,2622.0,1.1266384778012684,5363.5052698422005,82.61818181818182,-1740606830.0,1.1691333555504884
71,60,65,74,90,56,1,5.201115029097005e-08,2.049468447174605e-05,4480.0,1.6297619047619047,148.0,106.82432432432432,2502.0,1.0865079365079364,5506.5105354221105,82.41071428571429,-1880091300.0,1.1510753711457937
71,61,59,87,79,49,1,9.09878292284657e-08,4.690129013137278e-05,4851.0,2.532285045165607,174.0,105.91954022988506,2412.0,1.9553087057607854,7613.0743067237845,85.48979591836735,-1697692796.0,1.015052548459889
71,61,62,85,79,49,1,8.889615499332855e-08,3.5114289695795255e-05,4606.0,2.4171963867514217,170.0,103.94117647058825,2561.0,1.8664427796435028,7269.016988940623,89.83673469387755,-1658665374.0,1.0907968821331349
72,56,58,50,57,48,1,7.344253874569826e-08,5.461103720008068e-05,3072.0,0.9300595238095238,100.0,46.199999999999996,3454.0,0.9137426900584794,2554.92145615627,87.0,-709171144.0,1.787962962962963
72,57,59,52,61,51,1,6.322199026560318e-08,4.775759567893372e-05,3315.0,0.9301685586515308,104.0,52.82692307692307,3518.0,0.8691738990678237,2756.923261171501,83.29411764705883,-838625991.0,1.647090246354952
72,59,60,70,70,42,1,1.0935444136502338e-07,5.304028073084013e-05,3444.0,1.9774011299435028,140.0,80.62857142857143,2534.0,1.6666666666666667,4948.823716356108,102.85714285714286,-1066867141.0,1.5136857520786091
72,59,61,59,65,43,1,9.469711560932041e-08,4.756619810556531e-05,3010.0,1.372093023255814,118.0,63.45762711864407,2865.0,1.245438282647585,3534.3719498775295,102.13953488372093,-854867461.0,1.7809311084833357
72,59,62,58,68,55,1,5.439120858015689e-08,3.4037725219352005e-05,3740.0,1.0366718027734978,116.0,66.10344827586206,3572.0,0.8994652406417112,3414.0371543891456,81.16363636363636,-1124513221.0,1.4401428073841867
72,59,62,60,69,51,1,6.449065896658517e-08,3.6614096934105225e-05,3570.0,1.1964107676969091,120.0,69.35000000000001,3255.0,1.023017902813299,3649.192999714449,87.52941176470588,-1094549701.0,1.501670297748729
72,59,63,57,69,52,1,5.893239414699839e-08,3.232264913618002e-05,3432.0,1.0589960886571055,114.0,66.3157894736842,3375.0,0.9055183946488294,3298.060910017512,87.23076923076923,-1060210885.0,1.5749315864447444
72,60,62,56,62,42,1,9.877175349098886e-08,,2772.0,1.2444444444444445,112.0,55.857142857142854,2968.0,1.2043010752688172,3194.261740659703,106.28571428571429,-755951556.0,1.9507865646258504
72,60,62,57,65,42,1,9.58954331970205e-08,4.420769276460125e-05,2814.0,1.2892857142857141,114.0,60.52631578947369,2841.0,1.19010989010989,3304.3043541873726,106.28571428571429,-806682180.0,1.9178153717627402
72,60,63,57,66,53,1,5.930812415919809e-08,3.175401159657948e-05,3498.0,1.021698113207547,114.0,61.73684210526316,3600.0,0.9288164665523156,3303.0226827136166,85.58490566037736,-1033616964.0,1.5442228474750819
72,60,63,67,78,52,1,6.127855558739845e-08,3.225638217027798e-05,3952.0,1.4387820512820513,134.0,86.07462686567165,2897.0,1.1067554240631163,4531.39283379687,87.23076923076923,-1408762308.0,1.3424543946932006
72,60,63,68,76,50,1,6.903833658219623e-08,3.351705409250735e-05,3850.0,1.5413333333333332,136.0,84.70588235294117,2882.0,1.216842105263158,4668.477545579846,90.72,-1339545540.0,1.3750408496732027
72,60,63,69,76,50,1,7.005360623781676e-08,3.351705407460146e-05,3900.0,1.587,138.0,85.69565217391305,2881.0,1.2528947368421053,4805.510336952399,90.72,-1359244740.0,1.3551127214170693
72,60,64,58,68,53,1,5.857365822533805e-08,2.8198914657807996e-05,3498.0,1.0578616352201258,116.0,65.17241379310344,3546.0,0.9334073251942286,3416.059706120498,86.94339622641509,-1083621828.0,1.5419964938914192
72,61,63,87,81,56,1,6.606830832470162e-08,3.000599314306053e-05,5376.0,2.215749414519906,174.0,108.13793103448276,2937.0,1.668650793650794,7610.852367288908,81.0,-2045772227.0,0.9606053867907316
72,62,62,58,65,42,1,9.757780921802085e-08,4.4207806586272964e-05,2856.0,1.2918586789554531,116.0,59.793103448275865,2840.0,1.2322344322344323,3423.311833883775,106.28571428571429,-820834498.0,1.884760992519613
72,62,62,62,64,50,1,7.474922839506173e-08,3.7368418402970336e-05,3600.0,1.24,124.0,62.70967741935484,3438.0,1.20125,3904.239870178427,89.28,-1028505538.0,1.480698924731183
72,62,62,87,81,54,1,7.105288577032383e-08,3.4551954125860786e-05,5238.0,2.2607526881720434,174.0,107.03448275862068,2775.0,1.7304526748971196,7612.898412512344,82.66666666666667,-1972708930.0,0.9806537060687763
73,59,60,69,75,49,1,7.190348613892269e-08,4.814853797715547e-05,4018.0,1.646835005188516,138.0,85.40579710144927,2773.0,1.2955102040816326,4804.552994027156,89.38775510204081,-1351301116.0,1.3354442432124725
73,59,61,58,67,45,1,8.021996036511562e-08,4.832145582571686e-05,3150.0,1.2670433145009417,116.0,64.55172413793103,2957.0,1.1157545605306798,3415.271498087702,98.95555555555555,-931882171.0,1.7552458930352175
73,59,62,57,70,56,1,4.872535830405937e-08,3.579752228999202e-05,3808.0,0.9833535108958837,114.0,67.26315789473684,3583.0,0.8288265306122449,3296.982613144456,80.82142857142857,-1190711701.0,1.459286057609778
73,59,63,56,68,54,1,5.2996339603390834e-08,3.3711012000966725e-05,3564.0,0.9843063402385437,112.0,63.74999999999999,3616.0,0.8540305010893247,3185.983302501951,85.16666666666667,-1095812869.0,1.5641760890048562
73,59,63,57,67,53,1,5.683326331093081e-08,3.433541663494395e-05,3551.0,1.0390150303805563,114.0,63.526315789473685,3600.0,0.9149535342157138,3300.040227840737,86.77358490566037,-1078626844.0,1.565402910222053
73,60,58,54,48,32,1,2.0616115828485645e-07,8.448289734198449e-05,2208.0,1.51875,108.0,35.98148148148148,2602.0,1.8984375,2988.576209394151,132.3125,-442008516.0,2.51179604261796
73,60,62,61,65,51,1,6.770650652368562e-08,3.9241111852181975e-05,3672.0,1.2160130718954247,122.0,64.29508196721312,3509.0,1.122473604826546,3776.2123388061023,88.74509803921569,-1077603675.0,1.4957001889010715
73,61,63,58,66,54,1,5.6552371048640005e-08,3.372616388531557e-05,3672.0,1.021250758955677,116.0,61.55172413793104,3722.0,0.9438832772166106,3420.02219788441,85.16666666666667,-1101568187.0,1.5096091604121837
73,61,63,85,82,51,1,7.478577539851321e-08,3.551877145078127e-05,4845.0,2.3224043715846996,170.0,107.27058823529411,2669.0,1.7276422764227641,7265.948961567399,90.17647058823529,-1894299569.0,1.0943799276358408
73,61,65,63,74,48,1,6.933948867238414e-08,3.01498776597748e-05,3408.0,1.355532786885246,126.0,76.19047619047619,3009.0,1.1173986486486485,4017.344122296154,98.85416666666667,-1192502243.0,1.6151382546930493
73,61,65,64,77,50,1,6.238835287437277e-08,2.8964986687568786e-05,3600.0,1.3429508196721311,128.0,80.75,2986.0,1.063896103896104,4141.326755951683,94.9,-1313065539.0,1.5272345890410959
73,62,65,58,80,62,1,3.539230984175683e-08,2.350594874919641e-05,4092.0,0.8751300728407908,116.0,77.32758620689654,3538.0,0.6782258064516129,3407.8663650615194,76.53225806451613,-1533046658.0,1.3598442714126808
73,63,66,89,79,54,1,7.249860924044334e-08,2.3506207301262505e-05,5184.0,2.3283362727807173,178.0,105.67415730337078,3151.0,1.8567744960150023,7968.9402303177185,89.22222222222223,-2023282683.0,1.0326931518250588
73,65,62,59,66,46,1,7.927690604175267e-08,4.335174529821775e-05,3220.0,1.1642140468227424,118.0,59.05084745762712,3115.0,1.146574440052701,3545.180763283558,98.3913043478261,-954551731.0,1.7149079859884313
74,60,61,59,66,41,1,9.711289998120553e-08,5.578292583610181e-05,2952.0,1.415040650406504,118.0,63.10169491525423,2770.0,1.28640059127864,3535.4219309952396,110.09756097560975,-874265244.0,1.918667530697295
74,61,62,68,81,56,1,4.8885988396927906e-08,3.794306221004204e-05,4480.0,1.3536299765807962,136.0,89.33823529411765,3012.0,1.0194003527336861,4665.317124620932,81.92857142857143,-1689061187.0,1.2424021973654327
74,61,64,58,85,62,1,3.241621091337122e-08,2.859712270480772e-05,4216.0,0.8894764674775251,116.0,84.46551724137932,3228.0,0.6383301707779886,3400.8836075725417,76.38709677419355,-1673794099.0,1.3584500796680998
74,61,65,57,81,62,1,3.343051125484964e-08,2.574490692399941e-05,4092.0,0.8590692755156003,114.0,78.59649122807018,3539.0,0.6469534050179212,3289.849020682051,77.58064516129032,-1567526843.0,1.4023730861591643
74,62,58,53,46,32,1,2.0547294319878046e-07,8.781750498262916e-05,2208.0,1.4158266129032258,106.0,30.660377358490564,2699.0,1.908288043478261,2887.48624716233,134.125,-427215554.0,2.592220168281489
74,62,60,59,61,41,1,1.0507297375015681e-07,6.019790009428706e-05,2993.0,1.3693941778127459,118.0,55.355932203389834,2934.0,1.391843262694922,3544.3880301939375,108.29268292682927,-808033022.0,1.8856071863512958
74,62,62,87,81,55,1,6.484035968065452e-08,3.8611615555184075e-05,5445.0,2.2196480938416423,174.0,106.96551724137932,2938.0,1.6989898989898993,7612.869119575364,83.41818181818182,-2122415398.0,0.9887345025276061
74,63,60,58,62,43,1,9.239233721658539e-08,5.7470621463626685e-05,3096.0,1.2417866371354742,116.0,54.724137931034484,3038.0,1.2618154538634658,3428.262475749245,103.25581395348837,-846742865.0,1.8292984243264916
74,63,61,57,57,39,1,1.2006249012486018e-07,5.867276859179993e-05,2730.0,1.3223443223443223,114.0,47.719298245614034,2985.0,1.4615384615384615,3318.356114233406,115.74358974358974,-693869373.0,2.0838166101323994
74,64,66,87,82,55,1,6.4049623586988e-08,2.5684451923722867e-05,5225.0,2.150284090909091,174.0,105.91954022988506,3103.0,1.6782705099778272,7615.846129813774,88.8,-2148618056.0,1.0516450619898896
75,61,64,58,86,61,1,3.222161806688347e-08,3.1123853542565884e-05,4209.0,0.9040580489115828,116.0,85.65517241379311,3175.0,0.6412504765535647,3399.898943394296,78.68852459016394,-1711507439.0,1.399095534200113
75,62,62,58,65,43,1,8.579366069901494e-08,5.1888315414951754e-05,3053.0,1.2618154538634658,116.0,58.758620689655174,3038.0,1.2035778175313059,3423.27971866852,108.13953488372093,-911868688.0,1.9154985298048648
75,63,61,57,64,42,1,8.975812547241118e-08,5.721008688104457e-05,2982.0,1.227891156462585,114.0,55.684210526315795,2967.0,1.2087053571428572,3311.251718474484,108.92857142857143,-861839937.0,1.9633583959899747
75,65,63,58,69,45,1,7.379574958748336e-08,4.5768686510348826e-05,3150.0,1.1500854700854701,116.0,60.96551724137931,3047.0,1.08341384863124,3425.168042385265,105.0,-1013006185.0,1.861021711366539
75,65,66,90,86,58,1,5.5305146143848685e-08,2.6716285293367445e-05,5742.0,2.1485411140583555,180.0,112.22222222222221,3100.0,1.6238973536487573,8144.829450062231,85.34482758620689,-2525174935.0,0.9774125159642402
76,63,59,57,57,37,1,1.2646471432126894e-07,7.672060297435081e-05,2738.0,1.3938223938223937,114.0,46.666666666666664,2829.0,1.5405405405405406,3318.4351161010695,121.1891891891892,-694350225.0,2.18129070899154
76,65,67,88,86,57,1,5.452646275316166e-08,2.6464125831757905e-05,5529.0,2.090148448043185,176.0,110.25,3161.0,1.5797633618931048,7788.805168239612,89.33333333333333,-2491627711.0,1.045674892974062
76,66,68,89,87,58,1,5.2648691546796125e-08,2.3115445756853668e-05,5626.0,2.0692267502612327,178.0,111.23595505617978,3217.0,1.5697582243361077,7966.792855791104,89.10344827586206,-2593966878.0,1.031209853382002
79,68,59,54,52,37,1,1.2154379307945308e-07,8.380360791855767e-05,2738.0,1.1589825119236885,108.0,32.5,3128.0,1.5155925155925156,3000.2000067562058,125.97297297297297,-648414868.0,2.3885847873189645
65,59,57,84,70,41,2,1.6896113541883e-07,4.421939887413738e-05,3772.0,2.916907813145928,168.0,95.35714285714286,2048.0,2.4585365853658536,7105.3463415813585,90.36585365853658,-1018562941.0,1.1127401054230321
66,55,51,76,56,29,2,3.704603207359666e-07,0.00011317542954204518,2639.0,3.6213166144200626,152.0,75.55263157894736,1693.0,3.556650246305419,5831.896934098991,116.06896551724138,-537634889.0,1.5759500632458892
66,55,51,78,58,33,2,2.8349856065599995e-07,9.995601413906835e-05,3069.0,3.3520661157024794,156.0,79.87179487179488,1869.0,3.1786833855799372,6137.658441388723,102.0,-650315897.0,1.3501683501683504
66,56,51,76,58,33,2,2.762293667930256e-07,9.995608918070663e-05,3003.0,3.125541125541126,152.0,76.94736842105263,1871.0,3.017763845350052,5831.566116145809,102.0,-633641128.0,1.3857051374993958
66,56,51,79,57,32,2,3.1071656557601533e-07,0.00010298104196769971,3008.0,3.4827008928571432,158.0,78.86075949367088,1841.0,3.421600877192983,6297.759824175427,105.1875,-627682120.0,1.3743527042577677
66,56,51,83,58,32,2,3.208206180139958e-07,0.00010294427725710242,3136.0,3.844308035714286,166.0,84.03614457831326,1805.0,3.7117456896551726,6944.918994079329,105.1875,-671033032.0,1.3084953450164294
66,56,52,85,58,33,2,3.0894073917641017e-07,9.321604130001869e-05,3267.0,3.9096320346320343,170.0,86.05882352941177,1895.0,3.774817136886102,7280.916880165073,104.0,-708677584.0,1.2628693350618485
66,57,53,81,70,40,2,1.660271546635183e-07,7.164691942706268e-05,3760.0,2.8776315789473683,162.0,94.44444444444444,1879.0,2.343214285714286,6606.321234312511,87.45,-987940743.0,1.1176720912832023
66,57,53,81,71,39,2,1.7219065776142503e-07,7.338724814209054e-05,3666.0,2.951417004048583,162.0,95.55555555555556,1791.0,2.3694474539544963,6605.373157405588,89.6923076923077,-977002827.0,1.146651702207258
66,57,53,81,72,41,2,1.536373960796653e-07,6.992720181444811e-05,3854.0,2.8074454428754816,162.0,96.66666666666667,1846.0,2.222560975609756,6604.2718440532335,85.3170731707317,-1041571815.0,1.091009462283175
66,57,53,81,73,39,2,1.674731054939887e-07,7.334325654360543e-05,3666.0,2.951417004048583,162.0,97.77777777777779,1713.0,2.304531085353003,6603.373157405588,89.6923076923077,-1004524035.0,1.1472848139514806
66,58,55,87,66,38,2,2.0956572432042316e-07,6.366342581070687e-05,3724.0,3.4342105263157894,174.0,95.0,2003.0,3.017942583732057,7620.622754908409,95.52631578947368,-950461718.0,1.1346954114649215
66,59,54,87,65,38,2,2.1278981238689121e-07,6.95258524595927e-05,3762.0,3.376003568242641,174.0,92.91954022988506,2003.0,3.0643724696356274,7623.611260468022,93.78947368421052,-936060781.0,1.1141313314634549
66,59,56,84,72,43,2,1.448511699753157e-07,5.1273396821365327e-05,4042.0,2.7812376823019314,168.0,97.5,2066.0,2.2790697674418605,7103.251049616555,85.95348837209302,-1132838725.0,1.0587603610859424
