X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4
71,59,64,73,88,56,1,312024.828648283,0.8312577833125778,-71.80340375586854,-247399.47648603487
71,60,63,57,70,54,1,191697.5647255775,0.5807017543859648,-56.12877263581488,-241536.43767605632
71,60,63,63,70,46,1,201994.99327526154,0.755328798185941,-62.140845070422536,-206342.43767605632
71,60,63,64,72,47,1,213089.1046673694,0.7625868055555556,-63.08607198748044,-210839.19565727699
71,60,63,66,81,59,1,284695.63748822676,0.7280209502431725,-64.91079812206573,-264204.10657276993
71,60,64,73,86,55,1,311314.49225506396,0.8505893596686842,-71.83546734955186,-246908.71279342723
71,60,65,74,90,56,1,316262.42620164284,0.8351351351351352,-72.77408450704225,-251615.55269953053
71,61,59,87,79,49,1,429401.6545014527,1.284882875018187,-85.94859154929577,-223303.91837912722
71,61,62,85,79,49,1,383571.3472755623,1.2333581533879374,-83.95774647887323,-223491.25640729623
72,56,58,50,57,48,1,143857.92224291473,0.4456140350877193,-48.513888888888886,-203060.7648809524
72,57,59,52,61,51,1,163937.64452416985,0.4832912988650694,-51.513888888888886,-219537.81944444444
72,59,60,70,70,42,1,245638.9933198548,0.9444897959183673,-69.125,-188042.12994350286
72,59,61,59,65,43,1,175581.1359933693,0.6730117340286832,-58.30208333333334,-192261.9084274953
72,59,62,58,68,55,1,209447.36940557946,0.6130831643002028,-57.189814814814824,-245097.36911487763
72,59,62,60,69,51,1,208743.39412457537,0.6632850241545893,-59.16071428571428,-227603.22175141246
72,59,63,57,69,52,1,184044.06463774556,0.5743707093821511,-56.17361111111111,-232049.18008474578
72,60,62,56,62,42,1,,0.6065668202764977,,-190892.27222222224
72,60,62,57,65,42,1,156383.35808006715,0.6099865047233468,-56.361111111111114,-191021.83055555559
72,60,63,57,66,53,1,190535.84982131032,0.6004784688995216,-56.347222222222214,-240153.6
72,60,63,67,78,52,1,261579.9689059798,0.7690394182931496,-65.9787037037037,-236341.0
72,60,63,68,76,50,1,258543.71934211138,0.815982972136223,-67.01709401709402,-227302.26666666666
72,60,63,69,76,50,1,265687.9574360329,0.8426773455377574,-68.0181623931624,-227303.26666666666
72,60,64,58,68,53,1,191369.86799736874,0.6125760649087221,-57.25694444444444,-240324.27777777775
72,61,63,87,81,56,1,449818.49455637106,1.240102171136654,-85.94212962962963,-258501.62090163934
72,62,62,58,65,42,1,167706.74505114745,0.6413793103448276,-57.36574074074075,-197192.86738351255
72,62,62,62,64,50,1,229396.99219386943,0.7787298387096774,-61.541666666666664,-233946.01433691758
72,62,62,87,81,54,1,451743.8603802823,1.2402440754931177,-85.93859649122807,-253299.51612903227
73,59,60,69,75,49,1,283441.694000385,0.8409661835748792,-68.03561643835616,-221952.8895983283
73,59,61,58,67,45,1,179740.77704316538,0.6073082861554298,-57.21461187214612,-203820.2998606919
73,59,62,57,70,56,1,208176.2111062918,0.5518796992481203,-56.138698630136986,-252956.74019038773
73,59,63,56,68,54,1,186019.39306561943,0.5378151260504201,-55.221917808219175,-244008.99001625262
73,59,63,57,67,53,1,190024.24290591865,0.5763288819062582,-56.277397260273965,-239509.13547713024
73,60,58,54,48,32,1,123580.1675986147,0.6786265432098766,-53.268493150684925,-147605.62865296804
73,60,62,61,65,51,1,222298.22906113486,0.7197982345523328,-60.38812785388128,-234240.55547945204
73,61,63,58,66,54,1,207835.56404830786,0.6159874608150471,-57.36073059360731,-251909.31955984727
73,61,63,85,82,51,1,400079.6788686749,1.1634146341463416,-83.93799567411679,-238992.99663148436
73,61,65,63,74,48,1,206679.61770461156,0.6866151866151866,-62.08219178082191,-224885.18549292613
73,61,65,64,77,50,1,222550.88516629487,0.6862824675324676,-63.018264840182646,-234236.8321356389
73,62,65,58,80,62,1,226812.32265097683,0.5077586206896552,-56.95707762557078,-294233.4990057446
73,63,66,89,79,54,1,436726.46277377935,1.3093443322429243,-88.01159114857745,-260856.71830832792
73,65,62,59,66,46,1,202258.13752804042,0.6471494607087828,-58.297945205479444,-228795.48556375128
74,60,61,59,66,41,1,174806.6779047285,0.6319979455572676,-58.267567567567575,-191549.23873873873
74,61,62,68,81,56,1,311584.6346515039,0.7407407407407407,-66.95376955903272,-265362.59437306155
74,61,64,58,85,62,1,234522.32237028275,0.46612576064908723,-56.88867438867439,-293738.210234825
74,61,65,57,81,62,1,217353.25517965067,0.463721030972493,-55.9535472972973,-293548.87815684534
74,62,58,53,46,32,1,124064.51038259866,0.6415094339622642,-52.318693693693696,-154341.08631211857
74,62,60,59,61,41,1,186462.72494587334,0.684078910808558,-58.972972972972975,-197464.37074978204
74,62,62,87,81,55,1,472429.3442577033,1.2152689087554989,-85.96728307254622,-264844.61486486485
74,63,60,58,62,43,1,191818.59175355022,0.6401557285873193,-57.55405405405405,-210192.19090519092
74,63,61,57,57,39,1,161783.17509303323,0.6602031394275162,-56.03716216216216,-190868.9468039468
74,64,66,87,82,55,1,441348.86952168006,1.199887860947575,-85.96537162162163,-273426.91638513515
75,61,64,58,86,61,1,233810.52348974068,0.4488773055332799,-56.88848484848485,-292909.5669945355
75,62,62,58,65,43,1,178664.87409347188,0.5944297082228117,-57.391111111111115,-209919.10430107528
75,63,61,57,64,42,1,176749.93748860975,0.5720942982456141,-56.4,-208232.45015873015
75,65,63,58,69,45,1,189282.92143064726,0.559720139930035,-57.208888888888886,-230055.35230769232
75,65,66,90,86,58,1,505915.05850429495,1.2027131782945737,-88.91333333333333,-296522.94153846154
76,63,59,57,57,37,1,169036.94829468537,0.6251154201292706,-55.87499999999999,-185891.19444444447
76,65,67,88,86,57,1,474125.55810778576,1.1438953488372092,-86.92936288088643,-295314.5696356275
76,66,68,89,87,58,1,487029.18067825626,1.1538163502518404,-87.91689750692521,-305017.6072567783
79,68,59,54,52,37,1,168275.858253325,0.5085470085470085,-53.24412296564195,-207708.37220774384
65,59,57,84,70,41,2,318395.7665514941,1.4506802721088436,-83.02248520710059,-166266.740547588
66,55,51,76,56,29,2,215959.61444741508,1.5082236842105263,-75.38181818181818,-111731.16363636365
66,55,51,78,58,33,2,255770.1762591601,1.5258620689655173,-77.29004329004329,-126804.69090909092
66,56,51,76,58,33,2,250208.47030550076,1.4562159709618876,-75.28571428571429,-129030.71103896105
66,56,51,79,57,32,2,257172.4518619389,1.5880524095047746,-78.33585858585859,-125181.94724025972
66,56,51,83,58,32,2,276765.58793441654,1.6998338180307437,-82.30086580086581,-125218.71103896102
66,56,52,85,58,33,2,287378.36308883573,1.7691683569979715,-84.33585858585859,-129097.58982683985
66,57,53,81,70,40,2,321806.4983931331,1.3504409171075837,-80.01158645276293,-159066.01913875598
66,57,53,81,71,39,2,313839.3887165561,1.3314206225004346,-79.99242424242425,-155208.81339712918
66,57,53,81,72,41,2,330022.95892138215,1.3129286694101507,-79.97368421052632,-163046.6076555024
66,57,53,81,73,39,2,314000.09852425434,1.2949433451716557,-79.95530303030303,-155288.4019138756
66,58,55,87,66,38,2,327210.5745222776,1.6152908394287704,-86.1198347107438,-153802.8620689655
66,59,54,87,65,38,2,341563.3056020558,1.6403183023872678,-86.13498622589532,-156265.07164869033
66,59,56,84,72,43,2,348205.49356070976,1.396494708994709,-82.98863636363636,-176810.92141756552
67,55,49,83,57,30,2,273893.7641041206,1.7123229761149863,-82.30410447761194,-117086.05929443691
67,55,50,87,59,31,2,294422.71602651145,1.7907656341320866,-86.2636815920398,-121018.38439620081
67,55,51,78,53,29,2,227722.13720931308,1.6507014997581035,-77.7910447761194,-113267.75237449119
67,55,51,89,60,32,2,305410.5015930956,1.8279026217228465,-88.25207296849088,-124920.01709633651
67,55,52,83,61,33,2,276912.6373035981,1.5994469682006716,-82.22719734660033,-128815.67964721845
67,56,51,83,58,32,2,280805.37225289014,1.6823847112588286,-82.31130063965885,-127042.53318230277
67,56,52,74,54,30,2,214781.29804114965,1.4702202202202201,-73.74626865671642,-119216.33009061833
67,56,52,79,58,33,2,261511.3631066972,1.5429943256219991,-78.33084577114428,-130972.39885394457
67,56,54,82,59,31,2,245731.93225890843,1.6190574617610585,-81.36417910447761,-123370.92723880596
67,58,55,87,63,37,2,322997.26263358863,1.6761539864988142,-86.22201492537313,-151913.09572825526
67,59,54,86,68,39,2,349909.80249583966,1.5234268125854993,-85.07675906183368,-162747.16190235264
67,59,54,87,65,37,2,337422.30560431286,1.6247568523430593,-86.14789687924016,-154460.7694156337
67,59,56,80,65,41,2,311939.19884244475,1.4071153846153848,-79.16252072968491,-170911.70971414118
68,55,52,85,62,35,2,308614.29220231815,1.6223908918406074,-84.21323529411765,-138437.22994652408
68,56,50,86,61,33,2,318354.0464765659,1.68242470453679,-85.21791443850267,-132845.7011554622
68,56,51,71,48,29,2,203136.98855773508,1.5067488262910798,-69.94607843137256,-116757.96428571428
68,56,51,71,49,28,2,196188.44967303536,1.4759988502443229,-69.75735294117646,-112863.70535714286
68,56,51,77,55,32,2,254530.39747196247,1.5355371900826447,-76.47426470588235,-128762.15178571429
68,56,51,77,59,32,2,254795.2832024842,1.431432973805855,-76.27389705882354,-128893.11607142858
68,56,52,72,48,29,2,201465.60393943576,1.548611111111111,-71.02941176470588,-116816.67016806723
68,56,54,82,61,34,2,273541.6109888278,1.5493802479008396,-81.27521008403362,-137009.2893907563
68,56,54,86,59,33,2,284946.4137416188,1.7386677177769019,-85.38529411764706,-133009.71901260506
68,57,51,71,49,29,2,206716.90056962083,1.4759988502443229,-69.75735294117646,-118809.72368421052
68,57,52,83,59,33,2,290585.40903502493,1.6365121502960995,-82.30672268907563,-135186.0036119711
68,57,52,83,61,32,2,281918.67562466307,1.5828560142208177,-82.23856209150327,-131249.51547987617
68,57,53,76,56,32,2,239467.8524154614,1.4715695488721805,-75.54901960784314,-131137.5593395253
68,57,53,78,55,31,2,241407.83014790312,1.5717948717948718,-77.76470588235294,-127108.78869969041
68,57,53,80,56,32,2,259081.6637272048,1.6158482142857142,-79.56862745098039,-131141.5593395253
68,57,53,82,60,32,2,269181.2315552085,1.5754065040650407,-81.28991596638656,-131274.64189886482
68,57,53,85,60,32,2,283945.929662351,1.6762745098039216,-84.29621848739495,-131277.64189886482
68,57,54,78,63,38,2,288236.325602922,1.371998371998372,-77.20098039215686,-155463.8802889577
68,57,54,84,59,33,2,279884.52478378237,1.6702986279257466,-83.37941176470588,-135304.73890608875
68,57,54,87,60,33,2,294912.99165530346,1.7432950191570882,-86.33088235294117,-135341.524251806
68,57,55,81,60,33,2,257788.3916673902,1.541358024691358,-80.35588235294118,-135394.40660474717
68,57,58,84,78,47,2,359841.059938065,1.2628205128205128,-82.91470588235295,-192477.24871001032
68,57,58,86,79,47,2,373205.02572589996,1.2979099205181044,-84.8984593837535,-192527.09287925696
68,58,54,79,63,35,2,275331.6588606897,1.4040586698814546,-78.20261437908496,-145879.9001014199
68,58,54,79,64,35,2,275399.66645004,1.3821202531645569,-78.175,-145915.68559837728
68,58,55,80,63,37,2,288593.9353781671,1.4359126984126984,-79.22058823529412,-154088.8265720081
68,58,56,78,67,38,2,277374.7591247535,1.2897053195560657,-77.11898395721926,-158376.01267748477
68,58,59,84,79,48,2,364103.45125818433,1.2466847498493068,-82.9,-199928.27687626774
68,59,54,78,63,36,2,282310.9921318042,1.371998371998372,-77.20098039215686,-152453.9192422732
68,59,54,88,65,37,2,348061.23153255973,1.64020979020979,-87.16176470588235,-156681.49052841478
68,59,55,79,65,36,2,280096.4561256089,1.3606621226874391,-78.16029411764706,-152589.44641076773
68,59,55,87,68,37,2,333487.05311060324,1.5380324543610548,-86.09841628959276,-156854.84745762715
68,59,58,78,71,45,2,316288.0146622305,1.2166847237269773,-77.04411764705883,-190342.38085742772
68,60,54,89,62,34,2,330227.6492581818,1.75208408843784,-88.25183823529412,-146511.15196078434
69,55,50,84,56,32,2,297064.85758928064,1.7425595238095237,-83.3913043478261,-128310.94334650857
69,55,51,78,58,31,2,250790.99979670526,1.4734748010610081,-77.32091097308489,-124506.21501976285
69,56,50,79,57,32,2,276380.8482342426,1.5349766822118587,-78.33747412008282,-130595.67934782607
69,56,52,91,62,32,2,321250.7921177347,1.8011343495214462,-90.23333333333333,-130887.05499482402
69,57,52,91,61,33,2,336903.71407725784,1.830661142136552,-90.26247987117553,-137175.33066361555
69,57,53,80,53,30,2,,1.6882075471698113,,-124791.13996948894
69,57,53,86,60,32,2,292966.7221175301,1.6930232558139535,-85.30848861283644,-133134.45537757437
69,57,53,91,62,34,2,338026.87674877193,1.8009571074087203,-90.24798711755234,-141330.97406559877
69,57,54,74,63,36,2,254961.32561004144,1.2275847275847276,-73.2061191626409,-149535.64645308923
69,57,54,80,54,29,2,,1.656712962962963,,-120825.6819221968
69,57,55,79,63,36,2,274631.2081764474,1.3877838055053244,-78.23007246376811,-149599.5594965675
69,57,55,79,64,37,2,282332.6267935328,1.3660996835443038,-78.19967793880838,-153701.34782608695
69,57,55,79,65,40,2,305307.85626649385,1.3450827653359299,-78.17246376811595,-165937.1361556064
69,57,57,74,71,43,2,279861.0449447473,1.0886943281309478,-73.04761904761905,-178510.9241037376
69,58,53,84,61,33,2,296839.2158556258,1.5991412958626074,-83.26811594202898,-139556.2343828086
69,58,53,90,61,33,2,328292.8007497595,1.7974499089253189,-89.27898550724638,-139562.2343828086
69,58,54,81,63,35,2,290121.9921942527,1.4520870076425632,-80.21739130434783,-147946.6664167916
69,58,54,82,63,35,2,295566.73293315055,1.4841269841269842,-81.21900161030595,-147947.6664167916
69,58,54,86,61,34,2,308150.6108450442,1.6650781547845979,-85.29399585921325,-143749.1184407796
69,58,54,88,58,32,2,299772.52818854357,1.820728840125392,-87.47826086956522,-135390.79647676164
69,58,55,82,62,34,2,279264.1530402603,1.50786782061369,-81.2712215320911,-143839.79097951023
69,58,55,83,62,34,2,284457.7348565551,1.5404197434900895,-82.27329192546584,-143840.79097951023
69,58,58,77,67,41,2,281261.6863882855,1.2440395425470052,-76.15297906602254,-173147.6464267866
69,58,58,78,74,46,2,322773.4378687159,1.1536729036729036,-76.9981884057971,-194161.47013993002
69,58,60,78,71,45,2,298777.53895838856,1.2020585048754062,-77.0737812911726,-190000.03223388304
69,59,54,87,60,33,2,309213.9915196106,1.7264367816091954,-86.34057971014492,-141915.36330140015
69,59,54,89,59,32,2,309908.56167012063,1.8240335174252522,-88.40289855072464,-137685.58916728076
69,59,55,86,63,37,2,332049.4807594705,1.6120339608711702,-85.2427536231884,-158884.59874723657
69,59,56,77,66,38,2,280138.3926702359,1.2632821723730814,-76.15507246376812,-163254.92114959468
69,59,57,76,72,46,2,323366.86025454226,1.129751461988304,-75.02995169082125,-197235.78334561535
69,59,58,80,71,44,2,326600.9801782629,1.2593309859154929,-79.06020066889631,-188833.99471874235
69,59,60,79,73,47,2,324092.0116669131,1.1968094329807526,-78.03010033444816,-201680.77487103906
70,57,51,91,61,33,2,350986.30362408585,1.8142676995136011,-90.25857142857143,-139030.29373433584
70,57,52,84,55,28,2,257789.3494861747,1.7554112554112555,-83.61428571428571,-118309.76065162907
70,57,53,76,61,34,2,262007.80085259487,1.3177308024158758,-75.26428571428572,-143253.0365914787
70,57,53,78,55,31,2,248273.79242100578,1.534965034965035,-77.77142857142857,-130704.54636591478
70,57,53,90,62,34,2,337346.8767548402,1.7521505376344086,-89.25714285714285,-143301.78496240603
70,57,54,77,60,34,2,259749.13983420853,1.3731601731601732,-76.32619047619048,-143278.14536340852
70,58,53,93,60,35,2,369916.00506361766,1.911290322580645,-92.33265306122448,-149856.3078817734
70,58,54,88,57,32,2,303887.91685212153,1.8349282296650717,-87.6047619047619,-137245.8766009852
70,58,54,88,59,34,2,323049.1173076063,1.7727272727272727,-87.40857142857143,-145687.40221674877
70,58,54,89,56,31,2,299205.6943856957,1.9036918138041732,-88.83571428571429,-133029.11379310346
70,58,58,76,70,43,2,293021.84968732693,1.1473684210526316,-75.0904761904762,-184088.79310344826
70,59,54,87,58,33,2,313388.49108868843,1.7685295283392786,-86.48214285714286,-143827.65811138015
70,59,55,87,60,35,2,323776.5369830587,1.7093869731800766,-86.39142857142858,-152474.0411622276
70,59,55,88,60,33,2,310472.79152184207,1.7429924242424242,-87.39428571428572,-143957.0411622276
70,59,57,88,67,40,2,357730.3805424839,1.560549525101764,-87.16857142857143,-174177.396125908
70,59,58,89,73,41,2,363976.1270317315,1.4597506541480683,-88.04190476190476,-178756.27384987895
70,59,61,77,73,46,2,300068.221864926,1.1273794698452233,-76.04880952380952,-200287.40242130752
70,60,55,86,69,39,2,361206.70086940564,1.457195820694304,-85.10204081632654,-172651.05595238096
70,60,55,89,64,36,2,350350.95385498233,1.6655547752808988,-88.22698412698412,-159456.16904761904
70,61,60,80,71,41,2,302007.20544664713,1.244718309859155,-79.08961038961039,-184643.7014051522
70,62,59,90,73,45,2,415471.2538286643,1.487214611872146,-89.04897959183674,-205530.3753456221
71,57,54,75,59,36,2,267484.19148872443,1.310734463276836,-74.38028169014085,-153565.2328885594
71,59,56,85,71,43,2,380241.9386766377,1.3733222866611432,-84.07981220657277,-189666.29661016952
71,59,57,89,73,42,2,387821.4312032063,1.446052024011082,-88.05017605633803,-185486.88529481977
71,60,55,88,65,36,2,349405.09242195054,1.5933566433566433,-87.20845070422536,-161687.71877934271
71,60,55,90,62,35,2,350845.68017502077,1.7354838709677418,-89.30784708249496,-157187.41983568075
71,60,56,90,69,38,2,371721.9710948269,1.5592592592592593,-89.12567713976165,-170696.75586854463
71,60,57,91,66,39,2,377661.3961026471,1.6605061605061606,-90.21283255086072,-175039.3442488263
71,60,57,92,66,37,2,364104.3785534509,1.6910408432147561,-91.21439749608764,-166248.3442488263
71,60,58,88,73,44,2,395652.851123019,1.4182752179327522,-87.05446009389671,-197391.9338028169
71,62,58,89,72,45,2,424728.885032228,1.4659800249687889,-88.07545271629779,-208254.163675602
71,62,61,89,72,42,2,367479.75942301954,1.4655118601747814,-88.09987195902688,-194814.20592912313
71,63,62,82,67,41,2,311658.9474378566,1.363851474335639,-81.28732394366197,-193089.9118041583
71,63,62,82,70,43,2,327083.69468474656,1.3054006968641114,-81.15845070422536,-202441.50771294435
72,60,58,87,71,42,2,376048.53184136,1.4155739031892505,-86.1068376068376,-191061.0027777778
72,61,58,88,71,42,2,388771.6352316052,1.4439820742637643,-87.10790598290598,-194143.0223132969
72,61,60,80,72,42,2,317983.9934729881,1.1993055555555554,-79.0925925925926,-194303.81967213115
72,61,62,82,68,41,2,306261.8853533191,1.328909612625538,-81.24537037037037,-189729.40801457196
72,62,58,89,70,43,2,411183.7459942207,1.4934189406099518,-88.13078703703704,-201787.24372759857
72,62,62,82,66,41,2,310979.3312038711,1.369179600886918,-81.36805555555556,-192658.72043010755
72,63,62,83,68,41,2,322242.3045907405,1.3586109142452163,-82.24768518518519,-195756.44444444447
72,64,64,83,72,45,2,341497.39956058224,1.2827978580990629,-82.14409722222223,-218072.87499999997
73,60,57,92,67,37,2,374078.0822347765,1.635626216742375,-91.20821917808219,-170799.64840182647
73,62,63,80,69,41,2,295017.1437770607,1.236231884057971,-79.23744292237443,-195428.90278391514
73,63,65,81,71,42,2,297676.22142911894,1.229525299947835,-80.21232876712328,-203440.57632093935
73,64,63,81,67,41,2,310439.9568353643,1.3032983231988207,-80.35958904109589,-201456.2281678082
73,64,65,84,73,46,2,351895.82229724946,1.2788649706457926,-83.14383561643835,-225927.35937500003
64,54,47,82,48,24,3,214105.41419682058,2.0551321138211383,-82.53125,-88287.21296296296
65,56,51,87,59,31,3,282956.7929686086,1.824858757062147,-86.2596153846154,-119668.68516483516
66,53,49,80,47,25,3,205224.85578104117,1.9694148936170213,-78.68181818181819,-92989.8279016581
66,53,49,80,48,25,3,205305.98878173294,1.9283854166666667,-78.06060606060606,-93015.56089193825
66,55,49,91,58,31,3,317868.40404965053,1.978211443728685,-90.27441077441077,-119197.93333333333
66,55,50,84,56,31,3,275709.8575717745,1.7967687074829932,-83.36363636363636,-119184.31515151515
66,56,49,91,58,30,3,312986.4039714898,1.978211443728685,-90.27441077441077,-117472.95346320346
66,56,50,96,61,32,3,350050.08644514583,2.0457650273224046,-95.20798898071625,-125272.07819264068
66,56,50,96,62,33,3,361086.7054302063,2.012768817204301,-95.18181818181819,-129127.82683982686
66,56,50,97,61,32,3,355073.08644318406,2.078756126415413,-96.20936639118459,-125273.07819264068
66,56,51,93,59,31,3,315652.9694314229,2.012575177692728,-92.28219696969698,-121441.47483766233
67,55,48,89,56,30,3,311080.490895883,1.9590690208667738,-88.33022388059702,-117004.5012211669
67,55,49,80,47,26,3,224451.5086620241,1.9478723404255318,-78.70149253731343,-101583.836770692
67,55,49,83,55,31,3,282876.84440878703,1.7745892661555314,-82.38557213930348,-120830.61478968793
67,55,49,92,57,31,3,327344.7640869216,2.030511060259344,-91.32089552238806,-120903.05929443691
67,55,49,93,60,32,3,343274.04743975925,1.9625448028673835,-92.23066485753053,-124810.2260515604
67,55,49,93,61,32,3,343363.88824068307,1.9303719372466066,-92.20522388059702,-124842.94830393489
67,55,50,72,46,26,3,185819.1279102655,1.638586956521739,-71.04477611940298,-101605.80108548168
67,55,50,90,58,30,3,298865.7413556671,1.9258620689655173,-89.30223880597015,-117180.64721845319
67,55,50,91,61,32,3,324042.20653154014,1.8641686182669788,-90.21302578018995,-124897.85875169607
67,55,50,92,59,31,3,318585.3160159965,1.9614959469417834,-91.27197346600332,-121023.38439620081
67,55,50,92,60,32,3,328952.11178309616,1.928804347826087,-91.24179104477612,-124866.12157394845
67,55,50,94,57,30,3,317507.64826334274,2.100970511384845,-93.3496801705757,-117153.91004070557
67,55,50,95,61,33,3,354796.8465259963,1.9962036238136325,-94.21845318860244,-128713.85875169607
67,55,50,97,61,32,3,354057.3265197262,2.062193679229339,-96.2211668928087,-124903.85875169607
67,55,51,72,46,26,3,180233.12908667314,1.6382850241545894,-71.09850746268657,-101662.48765264587
67,55,51,92,59,33,3,330011.2636354532,1.9613117170228445,-91.2910447761194,-128700.26499321575
67,55,51,93,59,32,3,324905.0871602097,1.9954437761982868,-92.2929104477612,-124891.26499321575
67,55,51,93,60,32,3,324990.5015849216,1.9621863799283155,-92.25870646766171,-124924.01709633651
67,56,49,92,58,30,3,322403.79172945383,1.9955022488755623,-91.28689883913765,-119183.80183901917
67,56,50,95,59,32,3,349866.03593814076,2.063871543264942,-94.27694859038142,-127029.40485074627
67,56,51,87,58,31,3,291252.7643984373,1.8214427269124058,-86.31982942430704,-123170.53318230277
67,56,51,89,58,30,3,291170.9408620604,1.8909337466098413,-88.32409381663113,-119296.53318230277
