X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4
68,57,53,78,55,31,2,53,68,-5.007115749525616,739.982373492834
68,57,53,80,56,32,2,53,68,-4.975643382352941,737.3517822178712
68,57,53,82,60,32,2,53,68,-5.100643382352941,801.9552713217719
68,57,53,85,60,32,2,53,68,-5.288143382352941,812.3255861262269
68,57,54,78,63,38,2,54,68,-4.084365325077399,709.3176939058171
68,57,54,84,59,33,2,54,68,-5.066844919786096,773.0367436996225
68,57,54,87,60,33,2,54,68,-5.2486631016042775,797.5447002492457
68,57,55,81,60,33,2,55,68,-4.884581105169341,779.9384100747736
68,57,58,84,78,47,2,58,68,-3.5563204005006255,778.6206293678063
68,57,58,86,79,47,2,58,68,-3.6414267834793486,798.5422619675613
68,58,54,79,63,35,2,54,68,-4.491596638655461,768.0035700362016
68,58,54,79,64,35,2,54,68,-4.491596638655461,781.5891522064028
68,58,55,80,63,37,2,55,68,-4.302464228934817,734.6176418050723
68,58,56,78,67,38,2,56,68,-4.08359133126935,761.3455078014586
68,58,59,84,79,48,2,59,68,-3.481924019607843,776.0730086249855
68,59,54,78,63,36,2,54,68,-4.311274509803921,744.441091954023
68,59,54,88,65,37,2,54,68,-4.735294117647058,788.4547297979697
68,59,55,79,65,36,2,55,68,-4.366421568627451,776.0934490762729
68,59,55,87,68,37,2,55,68,-4.6808426073131955,826.2401139759371
68,59,58,78,71,45,2,58,68,-3.4477124183006533,702.6959765154195
68,60,54,89,62,34,2,54,68,-5.211937716262975,810.7345967423317
69,55,50,84,56,32,2,50,69,-5.227355072463768,747.9399861111111
69,55,51,78,58,31,2,51,69,-5.008415147265077,782.0095042467236
69,56,50,79,57,32,2,50,69,-4.914855072463768,744.9161464772728
69,56,52,91,62,32,2,52,69,-5.663949275362318,866.6355222902098
69,57,52,91,61,33,2,52,69,-5.492314448836187,826.7777099005791
69,57,53,80,53,30,2,53,69,-5.3077294685990335,745.6326984126983
69,57,53,86,60,32,2,53,69,-5.350996376811594,819.887826477712
69,57,53,91,62,34,2,53,69,-5.330349531116794,820.4826770969732
69,57,54,74,63,36,2,54,69,-4.0893719806763285,733.8958333333333
69,57,54,80,54,29,2,54,69,-5.4902548725637175,792.3351452352641
69,57,55,79,63,36,2,55,69,-4.366747181964573,753.5276584022038
69,57,55,79,64,37,2,55,69,-4.248726987857422,747.4211681326177
69,57,55,79,65,40,2,55,69,-3.9300724637681155,709.7462736127509
69,57,57,74,71,43,2,57,69,-3.4226491405460058,717.1118114377344
69,58,53,84,61,33,2,53,69,-5.067632850241545,803.5410880872546
69,58,53,90,61,33,2,53,69,-5.4312692138779095,824.6553636301524
69,58,54,81,63,35,2,54,69,-4.606211180124223,778.9249624060151
69,58,54,82,63,35,2,54,69,-4.66335403726708,782.4970871623502
69,58,54,86,61,34,2,54,69,-5.035805626598465,789.9517423739574
69,58,54,88,58,32,2,54,69,-5.475543478260869,798.9190853586083
69,58,55,82,62,34,2,55,69,-4.8000852514919,792.5144691764585
69,58,55,83,62,34,2,55,69,-4.858908780903666,795.9545561708039
69,58,58,77,67,41,2,58,69,-3.735595616825733,713.4558216758743
69,58,58,78,74,46,2,58,69,-3.3730308758664145,725.5158004521767
69,58,60,78,71,45,2,60,69,-3.447342995169082,706.5756530214425
69,59,54,87,60,33,2,54,69,-5.24901185770751,801.3942454851546
69,59,54,89,59,32,2,54,69,-5.538043478260869,817.2436202166407
69,59,55,86,63,37,2,55,69,-4.627105366235801,759.0885684708069
69,59,56,77,66,38,2,56,69,-4.031273836765827,748.6542364020304
69,59,57,76,72,46,2,57,69,-3.286389413988658,696.4797738430557
69,59,58,80,71,44,2,58,69,-3.6172595520421607,726.3567661413542
69,59,60,79,73,47,2,60,69,-3.343200740055504,706.2893011717131
70,57,51,91,61,33,2,51,70,-5.493073593073593,829.5305842317481
70,57,52,84,55,28,2,52,70,-5.973469387755102,848.0775532846275
70,57,53,76,61,34,2,53,70,-4.448319327731092,756.8758105654676
70,57,53,78,55,31,2,53,70,-5.007834101382488,748.0489707873189
70,57,53,90,62,34,2,53,70,-5.271848739495798,820.7416415564194
70,57,54,77,60,34,2,54,70,-4.50672268907563,749.2024541842882
70,58,53,93,60,35,2,53,70,-5.292653061224489,781.8788235910429
70,58,54,88,57,32,2,54,70,-5.475892857142857,788.0322064686213
70,58,54,88,59,34,2,54,70,-5.153781512605042,772.2598497837048
70,58,54,89,56,31,2,54,70,-5.71705069124424,800.7964047920645
70,58,58,76,70,43,2,58,70,-3.5156146179401997,717.3864219864108
70,59,54,87,58,33,2,54,70,-5.249350649350649,776.2844947794442
70,59,55,87,60,35,2,55,70,-4.948979591836735,764.0718502276943
70,59,55,88,60,33,2,55,70,-5.30952380952381,811.1274817136887
70,59,57,88,67,40,2,57,70,-4.379642857142857,770.9059197458635
70,59,58,89,73,41,2,58,70,-4.321254355400697,834.5462597891272
70,59,61,77,73,46,2,61,70,-3.3288819875776396,714.8477648130704
70,60,55,86,69,39,2,55,70,-4.3901098901098905,805.1823502482268
70,60,55,89,64,36,2,55,70,-4.9226190476190474,805.8225321179609
70,61,60,80,71,41,2,60,70,-3.8815331010452963,777.4567257144115
70,62,59,90,73,45,2,59,70,-3.981269841269841,776.368133265262
71,57,54,75,59,36,2,54,71,-4.145539906103286,694.1217482363315
71,59,56,85,71,43,2,56,71,-3.9351457582705534,765.9658528564188
71,59,57,89,73,42,2,57,71,-4.218980549966465,821.115525829525
71,60,55,88,65,36,2,55,71,-4.86737089201878,819.9093286918145
71,60,55,90,62,35,2,55,71,-5.120724346076459,805.7080503471875
71,60,56,90,69,38,2,56,71,-4.716085989621942,843.3501394383754
71,60,57,91,66,39,2,57,71,-4.646081617912604,789.0798281776154
71,60,57,92,66,37,2,57,71,-4.951275218880853,830.2435206596701
71,60,58,88,73,44,2,58,71,-3.981434058898848,786.3273611031766
71,62,58,89,72,45,2,58,71,-3.937402190923318,764.5911170889024
71,62,61,89,72,42,2,61,71,-4.217639168343394,809.8372530326866
71,63,62,82,67,41,2,62,71,-3.978701477155617,743.3641917983406
71,63,62,82,70,43,2,62,71,-3.793645594497216,746.2436022879349
72,60,58,87,71,42,2,58,72,-4.123677248677249,791.7142452928961
72,61,58,88,71,42,2,58,72,-4.171296296296297,795.4153618006853
72,61,60,80,72,42,2,60,72,-3.78968253968254,779.3730612244899
72,61,62,82,68,41,2,62,72,-3.9789972899728996,758.8416391148505
72,62,58,89,70,43,2,58,72,-4.120801033591731,771.7381871987268
72,62,62,82,66,41,2,62,72,-3.9789972899728996,735.095192450164
72,63,62,83,68,41,2,62,72,-4.027777777777778,762.0770345922319
72,64,64,83,72,45,2,64,72,-3.669135802469136,748.2514285714285
73,60,57,92,67,37,2,57,73,-4.951869677897075,851.7878720607614
73,62,63,80,69,41,2,63,73,-3.8813899097895086,769.7987447352789
73,63,65,81,71,42,2,65,73,-3.8359425962165687,783.8414623448157
73,64,63,81,67,41,2,63,73,-3.9301703975943867,749.1173611508568
73,64,65,84,73,46,2,65,73,-3.6328171530673017,752.8630124942674
64,54,47,82,48,24,3,47,64,-6.802734375,804.1316256253007
65,56,51,87,59,31,3,51,65,-5.587593052109181,812.2868995795661
66,53,49,80,47,25,3,49,66,-6.37030303030303,764.6108624995995
66,53,49,80,48,25,3,49,66,-6.37030303030303,782.1235325793739
66,55,49,91,58,31,3,49,66,-5.847018572825024,812.2782985185881
66,55,50,84,56,31,3,50,66,-5.394916911045944,758.6061704243265
66,56,49,91,58,30,3,49,66,-6.041919191919192,837.0538693052979
66,56,50,96,61,32,3,50,66,-5.976325757575758,855.0052734659091
66,56,50,96,62,33,3,50,66,-5.795224977043159,847.8687570982554
66,56,50,97,61,32,3,50,66,-6.038825757575758,858.7629171022727
66,56,51,93,59,31,3,51,66,-5.975073313782992,837.6613809384928
67,55,48,89,56,30,3,48,67,-5.909452736318408,800.4983744855967
67,55,49,80,47,26,3,49,67,-6.125717566016074,737.4971242532355
67,55,49,83,55,31,3,49,67,-5.331246990852191,742.5292178508823
67,55,49,92,57,31,3,49,67,-5.911892152142514,804.1879205050465
67,55,49,93,60,32,3,49,67,-5.78964552238806,831.6394574092392
67,55,49,93,61,32,3,49,67,-5.78964552238806,847.342247443195
67,55,50,72,46,26,3,50,67,-5.509758897818599,703.0034556213018
67,55,50,90,58,30,3,50,67,-5.975124378109452,839.4577777777778
67,55,50,91,61,32,3,50,67,-5.664179104477611,840.2785555555556
67,55,50,92,59,31,3,50,67,-5.911410688493018,836.8280067830576
67,55,50,92,60,32,3,50,67,-5.726679104477611,828.4480902777777
67,55,50,94,57,30,3,50,67,-6.241791044776119,837.2357777777777
67,55,50,95,61,33,3,50,67,-5.734961555857078,832.5568089990818
67,55,50,97,61,32,3,50,67,-6.039179104477611,862.829888888889
67,55,51,72,46,26,3,51,67,-5.50918484500574,707.9597010556553
67,55,51,92,59,33,3,51,67,-5.552691090004523,791.9576942164059
67,55,51,93,59,32,3,51,67,-5.788712686567164,817.5983822161081
67,55,51,93,60,32,3,51,67,-5.788712686567164,833.0530490075932
67,56,49,92,58,30,3,49,67,-6.1089552238805975,844.8433990046234
67,56,50,95,59,32,3,50,67,-5.914179104477611,823.8095176136364
67,56,51,87,58,31,3,51,67,-5.5883485796822345,805.0627504662548
67,56,51,89,58,30,3,51,67,-5.907960199004975,838.0902135542274
67,56,51,92,60,32,3,51,67,-5.726212686567164,829.36576090162
67,56,51,94,61,32,3,51,67,-5.851212686567164,852.272350669323
67,56,52,90,60,32,3,52,67,-5.600746268656716,823.6884665814954
67,56,52,91,58,31,3,52,67,-5.845931632161772,820.9150724405667
68,54,50,93,58,30,3,50,68,-6.175490196078431,854.4174188679245
68,55,49,91,59,32,3,49,68,-5.664981617647059,812.5284341973396
68,55,49,92,57,31,3,49,68,-5.912239089184061,808.094268059677
68,55,50,90,59,32,3,50,68,-5.602022058823529,809.6724739583333
68,55,50,91,60,31,3,50,68,-5.847248576850094,853.2726557983581
68,55,50,92,59,31,3,50,68,-5.911764705882352,840.8977258257216
68,55,50,93,58,30,3,50,68,-6.175490196078431,854.336
68,55,51,87,58,31,3,51,68,-5.588709677419355,809.211993670533
68,55,51,89,58,32,3,51,68,-5.5390625,792.3023727408084
68,55,51,92,59,31,3,51,68,-5.911290322580645,842.460338672508
68,55,51,92,60,30,3,51,68,-6.108333333333333,886.1333589645008
68,55,51,94,62,34,3,51,68,-5.507352941176471,826.4735215800191
68,56,49,72,45,26,3,49,68,-5.510746606334842,686.7407368926207
68,56,50,76,47,27,3,50,68,-5.60239651416122,705.8267895348547
68,56,50,90,59,31,3,50,68,-5.782732447817836,833.5797002364961
68,56,51,75,48,28,3,51,68,-5.330357142857143,695.7196525669091
68,56,51,92,58,31,3,51,68,-5.911290322580645,826.5147762056109
68,57,49,90,58,31,3,49,68,-5.783206831119545,816.4064939804143
68,57,50,92,59,32,3,50,68,-5.727022058823529,816.7560263392858
68,57,51,82,53,29,3,51,68,-5.629310344827586,766.7739971696869
68,57,51,93,60,31,3,51,68,-5.975806451612903,861.9592781349547
68,58,52,85,56,30,3,52,68,-5.641176470588236,799.6626416138968
69,55,50,90,59,30,3,50,69,-5.975845410628019,864.3588888888889
69,56,50,95,61,32,3,50,69,-5.914855072463768,863.1831767045455
69,57,51,82,53,29,3,51,69,-5.629685157421289,770.9880280852636
69,57,52,83,53,29,3,52,69,-5.698150924537731,777.669736702661
69,57,52,86,54,29,3,52,69,-5.905047476261869,802.9837148068706
69,57,52,86,55,30,3,52,69,-5.708212560386473,791.5576391823988
70,57,52,85,54,30,3,52,70,-5.641904761904763,777.0265289518175
70,58,51,84,52,29,3,51,70,-5.7679802955665025,765.7215304381502
70,59,52,84,53,28,3,52,70,-5.973469387755102,814.24051370191
