X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
71,60,63,57,70,54,1,0.0065185987721199,0.014583333333333334,3833.0520313613683,-766.5870748299319,-773.1017140485369
71,60,63,63,70,46,1,0.009348061613830139,0.014583333333333334,3264.951913174364,-787.4489543965735,-793.9046274172607
71,60,63,64,72,47,1,0.009298862160714124,0.014583333333333334,3335.934878417111,-803.0511421852692,-809.5896671286388
71,60,63,66,81,59,1,0.007374938415200906,0.014583333333333334,4187.9010006321405,-865.263928781389,-872.2233973428056
71,60,64,73,86,55,1,0.009346991037131882,0.014814814814814815,3903.7841776544064,-910.667989095052,-920.1280681921462
71,60,65,74,90,56,1,0.009181757209926223,0.015046296296296295,3974.767433596873,-926.6413570019724,-938.6468541986558
71,61,59,87,79,49,1,0.015540179854638032,0.01343351548269581,3477.5747089392903,-996.0162333228154,-990.5824430040436
71,61,62,85,79,49,1,0.014833901367388002,0.014116575591985429,3477.607635927084,-943.194461029324,-945.2829182437495
72,56,58,50,57,48,1,0.006401589642740085,0.014187866927592954,3455.0932642487046,-710.6223033803294,-714.9493431377176
72,57,59,52,61,51,1,0.0062405376463202985,0.014179283826003364,3671.0948236371964,-734.6946279804655,-739.0681393708802
72,59,60,70,70,42,1,0.012561010623026128,0.013930810308799628,3022.814989096752,-852.9719209039549,-855.0470772105389
72,59,61,59,65,43,1,0.009067371009419022,0.014162990480612956,3095.0030786854727,-769.7108714169236,-773.9648560045958
72,59,62,58,68,55,1,0.006688936610196453,0.014395170652426282,3959.019531063464,-772.9337907194131,-779.5387676377409
72,59,62,60,69,51,1,0.007659313725490197,0.014395170652426282,3670.9851748709966,-785.968293091589,-792.5739994961677
72,59,63,57,69,52,1,0.006779597355769231,0.01462735082423961,3743.036297640653,-764.3496419283344,-773.0971206899203
72,60,62,56,62,42,1,0.008500303582270795,0.014155251141552512,,-735.0078563995837,-739.117238502265
72,60,62,57,65,42,1,0.008595238095238095,0.014155251141552512,3023.0536801328167,-756.136342351717,-760.3165086317963
72,60,63,57,66,53,1,0.006757262653489068,0.014383561643835616,3815.0546392702477,-751.2550012597632,-757.6631637664622
72,60,63,67,78,52,1,0.0086882974111235,0.014383561643835616,3742.8844076074893,-859.1577223481985,-866.0046614698268
72,60,63,68,76,50,1,0.009444444444444443,0.014383561643835616,3598.8678762006402,-850.5086083816242,-857.2671756453739
72,60,63,69,76,50,1,0.009724264705882352,0.014383561643835616,3598.851227321238,-854.207021080037,-860.9654997474681
72,60,64,58,68,53,1,0.0068871200209643605,0.014611872146118721,3815.036878156784,-755.7198079427084,-764.2872910292463
72,61,63,87,81,56,1,0.013219944668008047,0.014147765551313722,4030.5749619596027,-959.67889669529,-964.2347986434963
72,62,62,58,65,42,1,0.008759321751447736,0.0136986301369863,3023.0679108346294,-768.3952116410995,-768.1556343764012
72,62,62,62,64,50,1,0.008474426807760142,0.0136986301369863,3599.0064616179893,-775.9069517639555,-775.7343936576015
72,62,62,87,81,54,1,0.013613701113701112,0.0136986301369863,3886.5978109180464,-979.0298496190126,-978.7098466756167
73,59,60,69,75,49,1,0.00993286294276451,0.013742556115437472,3575.831604928823,-890.4991902071563,-892.6671172876975
73,59,61,58,67,45,1,0.00812737068444831,0.013971598717361429,3284.01906263437,-786.5614674385872,-790.9091933463768
73,59,62,57,70,56,1,0.006160970281709371,0.014200641319285386,4087.0358371559632,-789.4324326707703,-796.170351583142
73,59,63,56,68,54,1,0.006264057175501464,0.014429683921209345,3941.053783149092,-763.1103424420616,-771.887729440053
73,59,63,57,67,53,1,0.006664697411660451,0.014429683921209345,3868.037561708521,-760.7460915314024,-769.4616384753708
73,60,58,54,48,32,1,0.011558219178082193,0.013063063063063063,2335.0991992882564,-694.9290923503767,-690.5900574259533
73,60,62,61,65,51,1,0.00799570239054526,0.013963963963963964,3721.9881116947745,-778.098517169615,-782.3770391207171
73,61,63,58,66,54,1,0.0067194796997407285,0.013956579530350023,3941.0537576892216,-767.1436006096428,-771.4037460879367
73,61,63,85,82,51,1,0.013570903981862887,0.013956579530350023,3721.6075618374557,-967.9832224328713,-972.5657240562759
73,61,65,63,74,48,1,0.00839041095890411,0.014399645547186531,3502.96869129618,-809.9264681346395,-818.7017419647989
73,61,65,64,77,50,1,0.008131824498709549,0.014399645547186531,3648.9519931994096,-831.355514598894,-840.2997419140968
73,62,65,58,80,62,1,0.005234233505318255,0.014167393199651265,4525.06552094522,-831.7176331360947,-838.5499958670423
73,63,66,89,79,54,1,0.014150606326952071,0.014157014157014158,3940.5887785328455,-931.2125147579693,-937.8424688836856
73,65,62,59,66,46,1,0.007913198059550168,0.01288981288981289,3357.0947716275227,-799.6356999919954,-792.6863471807764
74,60,61,59,66,41,1,0.009105795691161545,0.013555555555555555,3033.0189013912754,-797.0398638358864,-799.0807628171788
74,61,62,68,81,56,1,0.007857958562183916,0.013551912568306011,4142.88612818882,-916.962982548916,-919.1622672495363
74,61,64,58,85,62,1,0.005022034849697245,0.013989071038251366,4587.049934145749,-876.0855452740778,-883.251493773511
74,61,65,57,81,62,1,0.0049869838034308734,0.014207650273224045,4587.066545857244,-837.1934814239984,-846.493180957462
74,62,58,53,46,32,1,0.010983639889889889,0.012473118279569893,2367.1445678583823,-695.9471059798243,-687.5219332857017
74,62,60,59,61,41,1,0.009327888268994753,0.012903225806451613,3033.05842985843,-786.9752016129032,-782.2589396949813
74,62,62,87,81,55,1,0.013004931186749369,0.013333333333333334,4068.5978301022014,-997.9642299687825,-997.6549131164779
74,63,60,58,62,43,1,0.008457573852922689,0.012698412698412698,3181.084325272522,-794.2408818342151,-787.2283675356433
74,63,61,57,57,39,1,0.009381496881496882,0.01291005291005291,2885.0930100397804,-748.3060749158573,-743.8210346624649
74,64,66,87,82,55,1,0.012737706573323012,0.01375,4068.6417648762786,-957.6964962121212,-962.1245392024955
75,61,64,58,86,61,1,0.0050020445336604585,0.013805004314063849,4574.049888309754,-890.351318359375,-897.5945152538592
75,62,62,58,65,43,1,0.00821339193065983,0.013157894736842105,3224.067991360691,-793.2650632741434,-793.0348400318095
75,63,61,57,64,42,1,0.008121484814398202,0.012740183792815371,3149.09841827768,-799.7619815461794,-794.973224112622
75,65,63,58,69,45,1,0.007438363736871199,0.012753036437246963,3374.1092734790313,-819.6891679748821,-814.8680646429027
75,65,66,90,86,58,1,0.012331582553094312,0.013360323886639677,4348.616334350387,-1010.1336865155047,-1012.2559867219986
76,63,59,57,57,37,1,0.009628378378378377,0.012162440733869306,2811.0910011390965,-788.316543777331,-779.0924473232534
76,65,67,88,86,57,1,0.011838589153259587,0.013386613386613387,4330.647114474929,-997.6101444556778,-1002.1301100038527
76,66,68,89,87,58,1,0.011744837075786153,0.01338055883510429,4406.65245949144,-999.2337278494285,-1003.7132933851692
79,68,59,54,52,37,1,0.008313376667807047,0.010845588235294117,2922.2049735547926,-794.1490148199468,-774.0035151656076
65,59,57,84,70,41,2,0.02052445569178411,0.014637904468412942,2663.5775599417143,-882.2869148786326,-877.2215479311634
66,55,51,76,56,29,2,0.027187061669820288,0.01383989145183175,1912.6208261845056,-830.6027192338611,-820.7487488357195
66,55,51,78,58,33,2,0.024720251590726248,0.01383989145183175,2176.5840248962654,-853.1870818915801,-843.1732218269372
66,56,51,76,58,33,2,0.023262932353841446,0.013592750533049041,2176.644894246077,-850.3248475860931,-837.8796142337783
66,56,51,79,57,32,2,0.026150610083132207,0.013592750533049041,2110.5916808149404,-854.3259186027351,-841.982869496747
66,56,51,83,58,32,2,0.028612606326422114,0.013592750533049041,2110.5200145560407,-877.3649145932882,-864.914542471008
66,56,52,85,58,33,2,0.029098803022247998,0.013859275053304905,2176.4848002546555,-868.8191303888419,-858.9971457024171
66,57,53,81,70,40,2,0.019568718682891912,0.013877978528410578,2638.579975756699,-932.5509296559304,-921.9303319912392
66,57,53,81,71,39,2,0.01991368006993007,0.013877978528410578,2572.579894396883,-940.0043656667478,-929.2953896162792
66,57,53,81,72,41,2,0.018795441654205124,0.013877978528410578,2704.5798905653046,-947.4552284948754,-936.6688028698911
66,57,53,81,73,39,2,0.01960731576116192,0.013877978528410578,2572.579799750842,-954.9095388881601,-944.0317121634173
66,58,55,87,66,38,2,0.02433824664300046,0.014153371075656201,2506.5015387938015,-899.3714106583072,-891.8558337753273
66,59,54,87,65,38,2,0.02433824664300046,0.01366051100430053,2506.526885647943,-912.4525470228546,-900.0097912916729
66,59,56,84,72,43,2,0.018979068153575522,0.014166455856311662,2836.577369525826,-921.3964999135248,-913.6613677845345
67,55,49,83,57,30,2,0.030601457000710732,0.013101604278074866,2008.4927775484937,-908.9718299193519,-893.4845137539655
67,55,50,87,59,31,2,0.03196665230722449,0.013368983957219251,2075.419980921632,-923.4915927272727,-910.5807814105611
67,55,51,78,53,29,2,0.02899296620346543,0.013636363636363636,1941.5885836486264,-825.5050854566426,-815.8328963710418
67,55,51,89,60,32,2,0.032126054510058406,0.013636363636363636,2142.3837179440143,-921.9911991891231,-911.721008384677
67,55,52,83,61,33,2,0.02686021304137619,0.013903743315508022,2209.492736077482,-889.2792899408284,-881.5878703120065
67,56,51,83,58,32,2,0.02818555250065462,0.013392857142857142,2142.5200145560407,-887.5607733289395,-875.0139694840882
67,56,52,74,54,30,2,0.024767073722297604,0.01365546218487395,2008.6848619485877,-807.8798737320373,-798.3134320952179
67,56,52,79,58,33,2,0.02476056718004872,0.01365546218487395,2209.5917555307974,-856.0689124577345,-846.1724758520483
67,56,54,82,59,31,2,0.028150970253919744,0.014180672268907563,2075.5386035261918,-844.3094135802471,-839.3583569438863
67,58,55,87,63,37,2,0.025233448571304745,0.013945233265720081,2477.5020594456196,-886.790766600171,-879.4084836019208
67,59,54,86,68,39,2,0.02228711078164598,0.013459621136590228,2611.5435384331495,-941.4693973634653,-928.6353940582865
67,59,54,87,65,37,2,0.024622961912321568,0.013459621136590228,2477.5268472135253,-922.5271674687872,-909.9895602003521
67,59,56,80,65,41,2,0.01878882534612539,0.013958125623130608,2745.645839974498,-865.1850354548599,-857.8303961732711
68,55,52,85,62,35,2,0.025946275946275948,0.01370223978919631,2378.4563315172527,-914.9694055944055,-907.1627028482493
68,56,50,86,61,33,2,0.0281700869936164,0.012939958592132506,2242.4657534246576,-951.129592857143,-935.3298730177552
68,56,51,71,48,29,2,0.024579692619753474,0.013198757763975156,1970.7282226250134,-777.3690613500302,-765.779929152834
68,56,51,71,49,28,2,0.025215086034413768,0.013198757763975156,1902.726457399103,-784.6833910034602,-772.9827068158102
68,56,51,77,55,32,2,0.02454706544780074,0.013198757763975156,2174.6284987277354,-851.5023891909705,-839.1800354691561
68,56,51,77,59,32,2,0.023693254475703324,0.013198757763975156,2174.626751592357,-881.6975888394574,-868.9488347465438
68,56,52,72,48,29,2,0.025276954283039475,0.013457556935817806,1970.7113064322812,-766.7470150042267,-757.6119866548014
68,56,54,82,61,34,2,0.024857303404016207,0.013975155279503106,2310.5379787137267,-868.7509185773074,-863.683835595034
68,56,54,86,59,33,2,0.028660001550027122,0.013975155279503106,2242.467510978171,-868.8261868018811,-863.8453547500893
68,57,51,71,49,29,2,0.024115924834475107,0.012967200610221205,1970.7488019786674,-789.2712317124992,-775.2809515555887
68,57,52,83,59,33,2,0.02646520990841478,0.013221459445715738,2242.545969441517,-893.8958852382436,-881.3953678736734
68,57,52,83,61,32,2,0.026829667248255234,0.013221459445715738,2174.5454514398934,-909.2809093740268,-896.5682897175301
68,57,53,76,56,32,2,0.023490369599167102,0.013475718281210271,2174.6710297576437,-829.4091797667897,-819.7897987303944
68,57,53,78,55,31,2,0.025769178639197615,0.013475718281210271,2106.6380762750805,-829.3912799085646,-819.8512478207092
68,57,53,80,56,32,2,0.026028110359187923,0.013475718281210271,2174.6010839554147,-844.1261608988651,-834.5062233491344
68,57,53,82,60,32,2,0.02641088486676722,0.013475718281210271,2174.5634248079036,-881.5970595766739,-871.6424921986479
68,57,53,85,60,32,2,0.028378739316239316,0.013475718281210271,2174.5108671789244,-893.0876256144098,-883.132589094075
68,57,54,78,63,38,2,0.01962074303405573,0.013729977116704805,2582.633354964309,-872.9330132601738,-865.3658822902511
68,57,54,84,59,33,2,0.027106767471879036,0.013729977116704805,2242.5293033542202,-866.1229333622119,-858.7902402648515
68,57,54,87,60,33,2,0.028829014123131772,0.013729977116704805,2242.476263634967,-884.8264385242942,-877.4296616228346
68,57,55,81,60,33,2,0.024989716166186754,0.01398423595219934,2242.5818282344267,-847.5573205741626,-842.6237650075691
68,57,58,84,78,47,2,0.0163537755527743,0.01474701245868294,3194.5273809340733,-942.9986962054363,-945.1538367806045
68,57,58,86,79,47,2,0.017015754987852464,0.01474701245868294,3194.4922666822895,-958.1708648851618,-960.3335087255814
68,58,54,79,63,35,2,0.021671643864157236,0.013493253373313344,2378.639503810498,-881.6395570219007,-871.633407298485
68,58,54,79,64,35,2,0.021494007439041195,0.013493253373313344,2378.6393466963623,-888.9726834113809,-878.8841972125634
68,58,55,80,63,37,2,0.021022480915529045,0.013743128435782109,2514.6225833982708,-870.3178284411513,-862.8836596062898
68,58,56,78,67,38,2,0.0188359133126935,0.013993003498250875,2582.6565520220292,-876.6146529732582,-871.4804087586924
68,58,59,84,79,48,2,0.01577930442249893,0.01474262868565717,3262.552756653992,-939.9820008122913,-942.113023513037
68,59,54,78,63,36,2,0.02037126325940212,0.013264554163596167,2446.679483500717,-882.6392550742834,-870.2107936603028
68,59,54,88,65,37,2,0.02482178573260167,0.013264554163596167,2514.509914422876,-936.5639894445608,-923.9355546664382
68,59,55,79,65,36,2,0.020559904069154547,0.013510194055514615,2446.662400275498,-885.8277181678105,-875.8453377620197
68,59,55,87,68,37,2,0.023687768361228295,0.013510194055514615,2514.526628394789,-939.1536237568287,-928.9302777970938
68,59,58,78,71,45,2,0.015294117647058824,0.014247113731269958,3058.679279438386,-880.5891745097643,-877.8875922281885
68,60,54,89,62,34,2,0.028082279199047024,0.013043478260869565,2310.5184157591734,-922.085848193873,-907.3417093050077
69,55,50,84,56,32,2,0.028789659224441835,0.012987012987012988,2206.4754152458477,-908.470909090909,-895.6931209648264
69,55,51,78,58,31,2,0.025170971465451972,0.013246753246753246,2137.5838913515045,-883.1881653909336,-872.9362102676355
69,56,50,79,57,32,2,0.025013627036039505,0.012755102040816327,2206.5913391557497,-901.2512,-885.8450926802644
69,56,52,91,62,32,2,0.03178349914026038,0.013265306122448979,2206.3766564729867,-954.4530853761623,-944.0601805601627
69,57,52,91,61,33,2,0.030820362802676735,0.013032581453634085,2275.4053084648494,-951.4721659919028,-938.6667982334734
69,57,53,80,53,30,2,0.028107158541941152,0.013283208020050126,,-831.5243109553878,-822.0727858194529
69,57,53,86,60,32,2,0.028629381890251455,0.013283208020050126,2206.4933479692645,-907.0308219819754,-897.0017287866411
69,57,53,91,62,34,2,0.029662504387944436,0.013283208020050126,2344.40536293766,-942.1419934671139,-931.9514795023491
69,57,54,74,63,36,2,0.01837090713902308,0.013533834586466165,2482.703350753151,-867.082521117609,-859.4531709452225
69,57,54,80,54,29,2,0.028814421618019823,0.013533834586466165,,-824.2563172334127,-817.1729553585411
69,57,55,79,63,36,2,0.020937332259796028,0.013784461152882205,2482.6159520516367,-871.3724401913876,-866.2816712129841
69,57,55,79,64,37,2,0.020203099254482652,0.013784461152882205,2551.615786597445,-878.5714600550964,-873.4398389698215
69,57,55,79,65,40,2,0.018534687574245663,0.013784461152882205,2758.615739317553,-885.7689140205887,-880.6059626219966
69,57,57,74,71,43,2,0.014419025952140212,0.014285714285714285,2965.702980517912,-878.9499495121306,-878.6316418771886
69,58,53,84,61,33,2,0.02604045570797489,0.013054187192118226,2275.5534978660235,-911.8227249849621,-899.260452658085
69,58,53,90,61,33,2,0.029893380277011994,0.013054187192118226,2275.450176285025,-935.2566872491132,-922.6934911850319
69,58,54,81,63,35,2,0.02245264616806119,0.013300492610837438,2413.6050608689916,-899.1949056336031,-889.11611132519
69,58,54,82,63,35,2,0.023010454631007992,0.013300492610837438,2413.5878393982384,-903.083794522492,-893.0048544070487
69,58,54,86,61,34,2,0.0264924384075881,0.013300492610837438,2344.519379187516,-903.418310392129,-893.4998264227667
69,58,54,88,58,32,2,0.030234882558720637,0.013300492610837438,2206.4863582443654,-887.994489380824,-878.3149687005815
69,58,55,82,62,34,2,0.023884626314293833,0.013546798029556651,2344.5882452718174,-880.2291593046451,-872.7933090128222
69,58,55,83,62,34,2,0.024470730321113954,0.013546798029556651,2344.5710287507422,-883.9927956682815,-876.556803638327
69,58,58,77,67,41,2,0.01676634853305055,0.014285714285714285,2827.6742091895635,-853.8679732666366,-853.5812582996288
69,58,58,78,74,46,2,0.014521395428767828,0.014285714285714285,3172.6563207722293,-905.7076653409325,-905.3816066033125
69,58,60,78,71,45,2,0.015189304572519942,0.014778325123152709,3103.65680585171,-857.6364942528736,-862.0110792667895
69,59,54,87,60,33,2,0.027933703125518985,0.013075060532687652,2275.5277498924424,-904.364145218665,-892.1349780975713
69,59,54,89,59,32,2,0.03040177474821911,0.013075060532687652,2206.4942937431897,-904.1613773220804,-892.0290866627228
69,59,55,86,63,37,2,0.02374577000378854,0.013317191283292978,2551.5443069750763,-907.5726348228043,-897.6845711507783
69,59,56,77,66,38,2,0.018090007627765064,0.013559322033898305,2620.6963383838383,-880.0258452957454,-872.491099620009
69,59,57,76,72,46,2,0.013891494345757755,0.013801452784503633,3172.71299822047,-903.5451116640845,-898.285222526972
69,59,58,80,71,44,2,0.016215668389581436,0.014043583535108959,3034.6453849040777,-897.5551703984361,-894.8327675128086
69,59,60,79,73,47,2,0.014579186873358936,0.014527845036319613,3241.6624061810153,-879.4685781544257,-881.5352252550126
70,57,51,91,61,33,2,0.030380071905495635,0.012601927353595256,2308.4051286781664,-980.0884882332707,-964.3662227704901
70,57,52,84,55,28,2,0.03214285714285715,0.012849023968371634,1958.530537084399,-887.1311377556317,-874.8409135656194
70,57,53,76,61,34,2,0.02056687081612306,0.01309612058314801,2378.6684085145625,-885.4627481840951,-875.2843519553121
70,57,53,78,55,31,2,0.0250329163923634,0.01309612058314801,2168.6380762750805,-848.8625907952509,-839.1741123416451
70,57,53,90,62,34,2,0.028599675164183325,0.01309612058314801,2378.4228864218617,-948.5380075321802,-938.273821764416
70,57,54,77,60,34,2,0.021292106586224237,0.013343217197924388,2378.651474805408,-866.6771111592425,-859.1772922053626
70,58,53,93,60,35,2,0.029916983742649603,0.012870325400679943,2448.39893143366,-949.424902714182,-936.8790257204823
70,58,54,88,57,32,2,0.030062111801242235,0.013113161728994658,2238.4875543263533,-890.3463412326759,-880.6761178617544
70,58,54,88,59,34,2,0.02781009839833369,0.013113161728994658,2378.485819390056,-905.751844756634,-895.925185366201
70,58,54,89,56,31,2,0.03201956504163635,0.013113161728994658,2168.472555111703,-886.3102383993189,-876.7181059069621
70,58,58,76,70,43,2,0.014991694352159468,0.014084507042253521,3008.6910494667295,-879.8312148919595,-879.5293328438393
70,59,54,87,58,33,2,0.028005328005328005,0.01289090475053712,2308.52891022426,-899.0495222152473,-886.9305541399083
70,59,55,87,60,35,2,0.02596124163951295,0.013129625208880401,2448.528383027523,-898.6108698697298,-888.8865331398588
70,59,55,88,60,33,2,0.028171268507402963,0.013129625208880401,2308.5112971671065,-902.3395993836673,-892.6074736431631
70,59,57,88,67,40,2,0.021950113378684806,0.01360706612556696,2798.51018651363,-923.8486053075,-918.7449857154379
70,59,58,89,73,41,2,0.02090856298173371,0.013845786583910242,2868.4927089712187,-956.3497702492998,-953.5464191042681
70,59,61,77,73,46,2,0.013949275362318842,0.01456194795894008,3218.696350853699,-867.7077421323773,-872.0982568848322
70,60,55,86,69,39,2,0.021001221001221003,0.012910798122065728,2728.5677749360616,-967.8428595041323,-954.8762584469134
70,60,55,89,64,36,2,0.025348822324628775,0.012910798122065728,2518.518312985572,-941.5552396694216,-929.0738497068622
70,61,60,80,71,41,2,0.016893675430260796,0.013853613484183791,2868.6898369618275,-888.173674863388,-885.5148450876927
70,62,59,90,73,45,2,0.01904761904761905,0.01340299863698319,3148.5495998960287,-959.4447600337317,-951.8576588211047
71,57,54,75,59,36,2,0.018971588149587177,0.013157894736842105,2554.687119955777,-861.453324669699,-853.972644786472
71,59,56,85,71,43,2,0.01820403638287687,0.013182674199623353,3051.560507482108,-967.2884274472501,-959.3591143698895
71,59,57,89,73,42,2,0.020123264841574704,0.013418079096045197,2980.492662097671,-982.1263439598101,-976.7351643705413
71,60,55,88,65,36,2,0.02423787167449139,0.01273148148148148,2554.5347985347985,-955.4639338842976,-942.7943712474557
71,60,55,90,62,35,2,0.02671768314806874,0.01273148148148148,2483.502080443828,-940.1198071625345,-927.7434354734052
71,60,56,90,69,38,2,0.023273053252193702,0.012962962962962963,2696.5012169605875,-977.4717261904761,-967.1459357471449
71,60,57,91,66,39,2,0.02373500260824205,0.013194444444444444,2767.485156755757,-942.4813634964605,-934.9795739460351
71,60,57,92,66,37,2,0.025570842472250922,0.013194444444444444,2625.4684156981225,-946.2897866010053,-938.7801361819904
71,60,58,88,73,44,2,0.01863814465741819,0.013425925925925926,3122.5345274221004,-967.1410225921522,-961.8515331772517
71,62,58,89,72,45,2,0.01850138976479107,0.012992831541218637,3193.5657154527394,-973.60707778758,-963.4346893405518
