X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5
70,59,62,63,75,46,1,-5248.932203389831,-16.455416359616798,-0.2608695652173913,137.0,-3040.9734811182348
70,59,62,68,78,58,1,-5458.847457627118,-10.63705435417884,-0.1724137931034483,140.0,-3573.8110352370777
70,59,63,67,78,59,1,-5458.864406779661,-11.643205975294453,-0.1864406779661017,141.0,-3755.5258651581903
70,60,58,86,77,50,1,-5388.566666666667,14.23333333333334,0.18,135.0,-2225.883747785968
70,60,60,82,78,49,1,-5458.633333333333,7.380952380952387,0.08163265306122448,138.0,-2377.196877569196
70,60,60,82,80,50,1,-5598.633333333333,4.43333333333334,0.04,140.0,-2428.372012919002
70,60,61,67,73,48,1,-5108.883333333333,-7.0486111111111045,-0.125,134.0,-2930.3050035694637
70,60,62,68,76,57,1,-5318.866666666667,-8.391812865497071,-0.14035087719298245,138.0,-3509.006734210143
70,60,64,73,84,55,1,-5878.783333333334,-12.51515151515151,-0.2,148.0,-3245.66973144164
70,61,61,86,79,51,1,-5528.5901639344265,11.182899389263907,0.13725490196078433,140.0,-2397.183440957599
71,57,59,52,60,50,1,-4259.087719298245,-9.59122807017544,-0.16,119.0,-3899.429941945537
71,57,60,51,61,50,1,-4330.105263157895,-12.43122807017544,-0.2,121.0,-4047.069852997686
71,58,58,49,58,49,1,-4117.1551724137935,-11.2670654468684,-0.1836734693877551,116.0,-3987.2006649214463
71,58,59,51,57,46,1,-4046.1206896551726,-7.371439280359818,-0.13043478260869565,116.0,-3648.5767203586506
71,58,61,63,74,48,1,-5252.913793103448,-14.460129310344835,-0.22916666666666666,135.0,-3172.1281465650295
71,58,63,57,67,51,1,-4756.017241379311,-12.217376605814739,-0.19607843137254902,130.0,-3873.3057789276513
71,58,63,64,75,49,1,-5323.896551724138,-14.165024630541879,-0.22448979591836735,138.0,-3296.8381337942014
71,59,57,71,68,41,1,-4826.796610169492,7.279040926002474,0.07317073170731707,125.0,-2208.0452017393063
71,59,58,69,68,43,1,-4826.830508474576,3.638155301537242,0.023255813953488372,126.0,-2437.7023740378163
71,59,59,67,69,52,1,-4897.864406779661,-1.0876792698826654,-0.038461538461538464,128.0,-3122.7438141186926
71,59,62,62,75,48,1,-5323.949152542373,-17.449152542372875,-0.2708333333333333,137.0,-3279.045180164291
71,59,62,63,74,47,1,-5252.932203389831,-14.799134511359545,-0.23404255319148937,136.0,-3155.2178102569
71,59,63,56,68,53,1,-4827.050847457627,-14.46338343460185,-0.22641509433962265,131.0,-4103.039800417409
71,59,64,73,88,56,1,-6246.762711864407,-17.492130750605334,-0.26785714285714285,152.0,-3356.241827586321
71,60,63,57,70,54,1,-4969.05,-15.536728395061733,-0.24074074074074073,133.0,-4106.476534534082
71,60,63,63,70,46,1,-4968.95,-8.977898550724632,-0.15217391304347827,133.0,-3136.2254764256036
71,60,63,64,72,47,1,-5110.933333333333,-10.297517730496448,-0.1702127659574468,135.0,-3155.0909460496596
71,60,63,66,81,59,1,-5749.9,-16.626836158192088,-0.2542372881355932,144.0,-3868.6885887698313
71,60,64,73,86,55,1,-6104.783333333334,-15.25424242424242,-0.23636363636363636,150.0,-3293.0050129087726
71,60,65,74,90,56,1,-6388.766666666666,-18.785416666666663,-0.2857142857142857,155.0,-3361.705555914228
71,61,59,87,79,49,1,-5607.573770491803,13.278353964536626,0.16326530612244897,138.0,-2222.7789713106813
71,61,62,85,79,49,1,-5607.606557377049,10.380394780863156,0.12244897959183673,141.0,-2402.5164072294356
72,56,58,50,57,48,1,-4103.107142857143,-8.571428571428573,-0.14583333333333334,115.0,-3880.0991645175477
72,57,59,52,61,51,1,-4391.087719298245,-10.922600619195045,-0.17647058823529413,120.0,-4036.7282301762957
72,59,60,70,70,42,1,-5038.813559322034,2.092009685230031,0.0,130.0,-2462.417579959741
72,59,61,59,65,43,1,-4679.0,-8.003153330705564,-0.13953488372093023,126.0,-3071.12645975516
72,59,62,58,68,55,1,-4895.016949152542,-11.493374422187985,-0.18181818181818182,130.0,-4102.64653319081
72,59,62,60,69,51,1,-4966.983050847458,-10.98305084745763,-0.17647058823529413,131.0,-3664.401983248081
72,59,63,57,69,52,1,-4967.033898305085,-14.925684485006522,-0.23076923076923078,132.0,-4007.0516312173913
72,60,62,56,62,42,1,-4463.066666666667,-8.228571428571424,-0.14285714285714285,124.0,-3216.2328921574904
72,60,62,57,65,42,1,-4679.05,-11.657142857142853,-0.19047619047619047,127.0,-3157.5974025460664
72,60,63,57,66,53,1,-4751.05,-10.596226415094335,-0.16981132075471697,129.0,-4085.750067814618
72,60,63,67,78,52,1,-5614.883333333333,-13.569230769230765,-0.21153846153846154,141.0,-3389.71351290205
72,60,63,68,76,50,1,-5470.866666666667,-9.791999999999996,-0.16,139.0,-3204.566353171042
72,60,63,69,76,50,1,-5470.85,-8.351999999999997,-0.14,139.0,-3156.1837460317047
72,60,64,58,68,53,1,-4895.033333333334,-11.954716981132071,-0.18867924528301888,132.0,-4078.8653950149264
72,61,63,87,81,56,1,-5830.573770491803,9.231850117096018,0.10714285714285714,144.0,-2783.269040367324
72,62,62,58,65,42,1,-4679.064516129032,-10.009216589861747,-0.16666666666666666,127.0,-3099.091629694054
72,62,62,62,64,50,1,-4607.0,-1.2077419354838674,-0.04,126.0,-3467.5029148573226
72,62,62,87,81,54,1,-5830.596774193548,9.548387096774187,0.1111111111111111,143.0,-2633.0853810912117
73,59,60,69,75,49,1,-5473.830508474576,-7.095468695952961,-0.12244897959183673,135.0,-2979.932690687249
73,59,61,58,67,45,1,-4890.016949152542,-12.592843691148781,-0.2,128.0,-3323.705661478021
73,59,62,57,70,56,1,-5109.033898305085,-15.333535108958841,-0.23214285714285715,132.0,-4314.698552635556
73,59,63,56,68,54,1,-4963.050847457627,-14.549591964846206,-0.2222222222222222,131.0,-4302.313224489847
73,59,63,57,67,53,1,-4890.033898305085,-12.069395586824436,-0.18867924528301888,130.0,-4144.298438147959
73,60,58,54,48,32,1,-3503.1,16.46302083333334,0.1875,106.0,-2393.0913883397493
73,60,62,61,65,51,1,-4743.983333333334,-3.9839869281045726,-0.0784313725490196,127.0,-3652.481584169374
73,61,63,58,66,54,1,-4817.049180327869,-9.197024893746208,-0.14814814814814814,129.0,-4148.171599002391
73,61,63,85,82,51,1,-5984.606557377049,6.0070716811314755,0.058823529411764705,145.0,-2622.986933189824
73,61,65,63,74,48,1,-5400.9672131147545,-14.909153005464475,-0.22916666666666666,139.0,-3482.1220354431866
73,61,65,64,77,50,1,-5619.950819672131,-17.232786885245897,-0.26,142.0,-3573.969390764661
73,62,65,58,80,62,1,-5839.064516129032,-24.51690946930281,-0.3548387096774194,145.0,-4936.582684367167
73,63,66,89,79,54,1,-5765.587301587301,15.084950029394482,0.18518518518518517,145.0,-2783.941251576661
73,65,62,59,66,46,1,-4817.092307692307,-9.326421404682275,-0.15217391304347827,128.0,-3391.3757369386562
74,60,61,59,66,41,1,-4883.016666666666,-10.408130081300811,-0.17073170731707318,127.0,-3003.9806369421717
74,61,62,68,81,56,1,-5992.88524590164,-15.575526932084315,-0.23214285714285715,143.0,-3644.765387824623
74,61,64,58,85,62,1,-6289.049180327869,-30.7778952934955,-0.43548387096774194,149.0,-4927.039909572138
74,61,65,57,81,62,1,-5993.065573770492,-27.19725013220518,-0.3870967741935484,146.0,-5095.7752682822775
74,62,58,53,46,32,1,-3403.1451612903224,18.947580645161295,0.21875,104.0,-2511.9231527633237
74,62,60,59,61,41,1,-4513.048387096775,-1.4555468135326486,-0.04878048780487805,121.0,-2951.0742980672976
74,62,62,87,81,55,1,-5992.596774193548,9.678592375366561,0.10909090909090909,143.0,-2761.4220842760824
74,63,60,58,62,43,1,-4587.079365079365,-4.862310815799183,-0.09302325581395349,122.0,-3155.8873235212122
74,63,61,57,57,39,1,-4217.0952380952385,2.2287342287342344,0.0,118.0,-2952.9206236711557
74,64,66,87,82,55,1,-6066.640625,8.282954545454546,0.09090909090909091,148.0,-2947.16802145351
75,61,64,58,86,61,1,-6449.049180327869,-32.91453910239183,-0.45901639344262296,150.0,-4911.602774782328
75,62,62,58,65,43,1,-4874.064516129032,-10.099399849962488,-0.16279069767441862,127.0,-3310.998486549947
75,63,61,57,64,42,1,-4799.0952380952385,-10.374149659863948,-0.16666666666666666,125.0,-3233.509067833864
75,65,63,58,69,45,1,-5174.107692307693,-16.41025641025641,-0.24444444444444444,132.0,-3525.8548817495407
75,65,66,90,86,58,1,-6448.615384615385,6.664456233421759,0.06896551724137931,152.0,-3046.6282325045136
76,63,59,57,57,37,1,-4331.0952380952385,2.4779064779064837,0.0,116.0,-2773.7282891150858
76,65,67,88,86,57,1,-6534.6461538461535,4.22564102564102,0.03508771929824561,153.0,-3155.0472845704476
76,66,68,89,87,58,1,-6610.651515151515,4.129571577847446,0.034482758620689655,155.0,-3223.5017606617853
79,68,59,54,52,37,1,-4107.205882352941,6.750794912559623,0.05405405405405406,111.0,-3048.2731956312796
65,59,57,84,70,41,2,-4548.576271186441,23.941711451012825,0.34146341463414637,127.0,-1678.9667446772733
66,55,51,76,56,29,2,-3694.6181818181817,48.24827586206897,0.6896551724137931,107.0,-1166.6874342993365
66,55,51,78,58,33,2,-3826.581818181818,42.400000000000006,0.6060606060606061,109.0,-1301.2903969497236
66,56,51,76,58,33,2,-3826.6428571428573,38.35714285714286,0.5454545454545454,109.0,-1338.0986034426762
66,56,51,79,57,32,2,-3760.589285714286,47.80580357142858,0.6875,108.0,-1240.1333282007647
66,56,51,83,58,32,2,-3826.5178571428573,53.99330357142858,0.78125,109.0,-1173.670603777387
66,56,52,85,58,33,2,-3826.4821428571427,56.35714285714286,0.8181818181818182,110.0,-1212.1134407646184
66,57,53,81,70,40,2,-4618.578947368421,20.06052631578948,0.275,123.0,-1599.873351592488
66,57,53,81,71,39,2,-4684.578947368421,18.882591093117416,0.2564102564102564,124.0,-1556.6547581493862
66,57,53,81,72,41,2,-4750.578947368421,16.351732991014128,0.21951219512195122,125.0,-1642.995682876305
66,57,53,81,73,39,2,-4816.578947368421,15.49797570850203,0.20512820512820512,126.0,-1556.5958905111734
66,58,55,87,66,38,2,-4354.5,38.45009074410164,0.5526315789473685,121.0,-1454.8038811626172
66,59,54,87,65,38,2,-4288.525423728814,40.15343443354148,0.5789473684210527,119.0,-1424.6997058198697
66,59,56,84,72,43,2,-4750.576271186441,20.13559322033898,0.27906976744186046,128.0,-1761.6156149815392
67,55,49,83,57,30,2,-3817.490909090909,60.78727272727273,0.8666666666666667,106.0,-363.71992391821203
67,55,50,87,59,31,2,-3951.418181818182,63.14897360703813,0.9032258064516129,109.0,-376.49624060150376
67,55,51,78,53,29,2,-3549.581818181818,60.573040752351105,0.8620689655172413,104.0,-1141.4361099331184
67,55,51,89,60,32,2,-4018.3818181818183,63.269318181818186,0.90625,111.0,-400.54455445544556
67,55,52,83,61,33,2,-4085.490909090909,47.139944903581274,0.6666666666666666,113.0,-1259.7007925637151
67,56,51,83,58,32,2,-3884.5178571428573,54.84877232142857,0.78125,109.0,-1194.4111192829807
67,56,52,74,54,30,2,-3616.6785714285716,47.33869047619047,0.6666666666666666,106.0,-1310.0176196900036
67,56,52,79,58,33,2,-3884.589285714286,45.06547619047619,0.6363636363636364,110.0,-1331.304835970812
67,56,54,82,59,31,2,-3951.535714285714,52.29550691244239,0.7419354838709677,113.0,-1249.432170068421
67,58,55,87,63,37,2,-4219.5,45.551258154706446,0.6486486486486487,118.0,-1436.5180850862648
67,59,54,86,68,39,2,-4554.542372881356,32.87396784006955,0.46153846153846156,122.0,-1508.433660716415
67,59,54,87,65,37,2,-4353.525423728814,41.894182317911145,0.5945945945945946,119.0,-1406.1904516745146
67,59,56,80,65,41,2,-4353.64406779661,26.36792062835884,0.36585365853658536,121.0,-1793.9871936384457
68,55,52,85,62,35,2,-4214.454545454545,47.087792207792205,0.6571428571428571,114.0,-1328.6922177132142
68,56,50,86,61,33,2,-4146.464285714285,54.017316017316006,0.7575757575757576,111.0,-1175.676825834884
68,56,51,71,48,29,2,-3262.7321428571427,56.7783251231527,0.7931034482758621,99.0,-1289.0710459646364
68,56,51,71,49,28,2,-3330.7321428571427,56.37755102040815,0.7857142857142857,100.0,-1240.0070899129873
68,56,51,77,55,32,2,-3738.625,49.33035714285713,0.6875,106.0,-1325.3627562399063
68,56,51,77,59,32,2,-4010.625,40.83035714285713,0.5625,110.0,-1316.4152231790301
68,56,52,72,48,29,2,-3262.714285714286,59.123152709359594,0.8275862068965517,100.0,-1297.0080927802205
68,56,54,82,61,34,2,-4146.535714285715,44.428571428571416,0.6176470588235294,115.0,-1396.4999838851188
68,56,54,86,59,33,2,-4010.464285714286,58.13852813852813,0.8181818181818182,113.0,-1259.4877420152993
68,57,51,71,49,29,2,-3330.754385964912,54.383545069570495,0.7586206896551724,100.0,-1286.8492079627915
68,57,52,83,59,33,2,-4010.5438596491226,51.91281233386498,0.7272727272727273,111.0,-1279.2151107283926
68,57,52,83,61,32,2,-4146.543859649123,49.28508771929826,0.6875,113.0,-1235.0545161351984
68,57,53,76,56,32,2,-3806.6666666666665,45.03508771929826,0.625,109.0,-1395.8588735105714
68,57,53,78,55,31,2,-3738.6315789473683,53.068477645727235,0.7419354838709677,108.0,-1283.473895838652
68,57,53,80,56,32,2,-3806.59649122807,53.53508771929826,0.75,109.0,-477.427135678392
68,57,53,82,60,32,2,-4078.561403508772,49.28508771929826,0.6875,113.0,-1279.8047276268303
68,57,53,85,60,32,2,-4078.5087719298244,55.66008771929826,0.78125,113.0,-1231.5975638506877
68,57,54,78,63,38,2,-4282.631578947368,28.976915974145903,0.39473684210526316,117.0,-1662.1163343154928
68,57,54,84,59,33,2,-4010.5263157894738,53.97341839447104,0.7575757575757576,113.0,-1321.9112719455395
68,57,54,87,60,33,2,-4078.4736842105262,58.094630515683164,0.8181818181818182,114.0,-1279.5840104064505
68,57,55,81,60,33,2,-4078.5789473684213,45.7309941520468,0.6363636363636364,115.0,-1398.1725496521315
68,57,58,84,78,47,2,-5302.526315789473,10.406868234415835,0.1276595744680851,136.0,-2077.4233076517357
68,57,58,86,79,47,2,-5370.491228070176,11.853676745054132,0.14893617021276595,137.0,-2025.1669576220015
68,58,54,79,63,35,2,-4282.637931034483,33.363546798029546,0.45714285714285713,117.0,-1498.659174640519
68,58,54,79,64,35,2,-4350.637931034483,31.420689655172406,0.42857142857142855,118.0,-1498.52853191866
68,58,55,80,63,37,2,-4282.620689655172,33.39794967381174,0.4594594594594595,118.0,-1601.372147691624
68,58,56,78,67,38,2,-4554.6551724137935,21.782214156079846,0.2894736842105263,123.0,-1727.3295230475746
68,58,59,84,79,48,2,-5370.551724137931,8.744252873563214,0.10416666666666667,138.0,-2162.4009567594558
68,59,54,78,63,36,2,-4282.677966101695,30.510357815442564,0.4166666666666667,117.0,-1565.8530218763785
68,59,54,88,65,37,2,-4418.5084745762715,44.38845625286304,0.6216216216216216,119.0,-1410.413205183082
68,59,55,79,65,36,2,-4418.661016949152,28.621468926553675,0.3888888888888889,120.0,-1575.0141506933483
68,59,55,87,68,37,2,-4622.525423728814,37.03710490151168,0.5135135135135135,123.0,-1457.5190607635777
68,59,58,78,71,45,2,-4826.677966101695,12.31939736346516,0.15555555555555556,129.0,-2146.6037114871165
68,60,54,89,62,34,2,-4214.516666666666,56.26666666666668,0.7941176470588235,116.0,-1269.012683968181
69,55,50,84,56,32,2,-3862.4727272727273,63.08011363636363,0.875,106.0,-1179.4903094969234
69,55,51,78,58,31,2,-4000.581818181818,47.30850439882697,0.6451612903225806,109.0,-1276.939111704387
69,56,50,79,57,32,2,-3931.589285714286,50.09430803571429,0.6875,107.0,-1274.11020733159
69,56,52,91,62,32,2,-4276.375,65.18805803571429,0.90625,114.0,-400.03421418637
69,57,52,91,61,33,2,-4207.403508771929,65.25837320574165,0.9090909090909091,113.0,-429.3643926788685
69,57,53,80,53,30,2,-3655.59649122807,64.88421052631581,0.9,106.0,-1239.4398707670218
69,57,53,86,60,32,2,-4138.491228070176,58.67269736842107,0.8125,113.0,-1247.2212876181989
69,57,53,91,62,34,2,-4276.403508771929,61.30959752321983,0.8529411764705882,115.0,-1240.087751802408
69,57,54,74,63,36,2,-4345.701754385965,23.403508771929836,0.3055555555555556,117.0,-1686.6092559568306
69,57,54,80,54,29,2,-3724.59649122807,64.74228675136118,0.896551724137931,108.0,-1218.9133995678167
69,57,55,79,63,36,2,-4345.6140350877195,32.98684210526317,0.4444444444444444,118.0,-1601.9418692171578
69,57,55,79,64,37,2,-4414.6140350877195,30.230440967283087,0.40540540540540543,119.0,-1649.7636602101306
69,57,55,79,65,40,2,-4483.6140350877195,26.238157894736855,0.35,120.0,-1793.6784646221658
69,57,57,74,71,43,2,-4897.701754385965,6.756425948592421,0.06976744186046512,128.0,-2159.11323242372
69,58,53,84,61,33,2,-4207.551724137931,50.578369905956116,0.696969696969697,114.0,-1306.9709862672382
69,58,53,90,61,33,2,-4207.448275862069,63.123824451410655,0.8787878787878788,114.0,-1222.8505402565859
69,58,54,81,63,35,2,-4345.603448275862,37.831034482758625,0.5142857142857142,117.0,-1480.5338563875148
69,58,54,82,63,35,2,-4345.586206896552,39.80246305418719,0.5428571428571428,117.0,-1460.5305729449622
69,58,54,86,61,34,2,-4207.517241379311,53.14959432048682,0.7352941176470589,115.0,-1343.7184070605933
69,58,54,88,58,32,2,-4000.4827586206898,67.25269396551724,0.9375,112.0,-1217.0355822345725
69,58,55,82,62,34,2,-4276.586206896552,43.00253549695741,0.5882352941176471,117.0,-1444.477161488061
69,58,55,83,62,34,2,-4276.568965517241,45.03194726166329,0.6176470588235294,117.0,-1425.2647586215135
69,58,58,77,67,41,2,-4621.672413793103,18.831370899915896,0.24390243902439024,125.0,-2003.0696221235025
69,58,58,78,74,46,2,-5104.6551724137935,7.78448275862069,0.08695652173913043,132.0,-2231.5958126841165
69,58,60,78,71,45,2,-4897.6551724137935,12.557471264367816,0.15555555555555556,131.0,-2260.322610588224
69,59,54,87,60,33,2,-4138.525423728814,58.89984591679506,0.8181818181818182,114.0,-1287.800121192415
69,59,54,89,59,32,2,-4069.491525423729,67.2092161016949,0.9375,113.0,-1198.1776245105975
69,59,55,86,63,37,2,-4345.542372881356,45.07283554741181,0.6216216216216216,118.0,-1500.4084431807942
69,59,56,77,66,38,2,-4552.6949152542375,22.097234611953603,0.2894736842105263,122.0,-1777.772695992382
69,59,57,76,72,46,2,-4966.71186440678,7.7542372881355845,0.08695652173913043,129.0,-2251.51287048828
69,59,58,80,71,44,2,-4897.64406779661,15.947611710323566,0.20454545454545456,129.0,-2070.903068494998
69,59,60,79,73,47,2,-5035.661016949152,10.525423728813552,0.1276595744680851,133.0,-2333.4444371223776
70,57,51,91,61,33,2,-4268.403508771929,66.2413609782031,0.9090909090909091,112.0,-421.3445620789221
70,57,52,84,55,28,2,-3848.5263157894738,75.57017543859651,1.0357142857142858,107.0,-1079.4482983125395
70,57,53,76,61,34,2,-4268.666666666667,33.410732714138305,0.4411764705882353,114.0,-1532.783830904109
70,57,53,78,55,31,2,-3848.6315789473683,54.70854555744201,0.7419354838709677,108.0,-1337.4977955229244
70,57,53,90,62,34,2,-4338.421052631579,60.17543859649124,0.8235294117647058,115.0,-1275.7235971497646
70,57,54,77,60,34,2,-4198.649122807017,37.528379772961834,0.5,114.0,-1542.5904388288657
70,58,53,93,60,35,2,-4198.396551724138,68.41379310344828,0.9428571428571428,113.0,-1252.5215280439504
70,58,54,88,57,32,2,-3988.4827586206898,70.45258620689656,0.96875,111.0,-1237.3147633266644
70,58,54,88,59,34,2,-4128.482758620689,62.190669371196755,0.8529411764705882,113.0,-1315.8932841478584
70,58,54,89,56,31,2,-3918.4655172413795,77.24137931034483,1.064516129032258,110.0,-1179.7202051593088
70,58,58,76,70,43,2,-4898.689655172414,11.732157177225348,0.13953488372093023,128.0,-2168.6478781882224
70,59,54,87,58,33,2,-4058.5254237288136,64.03184386235235,0.8787878787878788,112.0,-1292.0733362738356
70,59,55,87,60,35,2,-4198.525423728814,56.37288135593221,0.7714285714285715,115.0,-1423.9790953073277
70,59,55,88,60,33,2,-4198.5084745762715,61.91063174114022,0.8484848484848485,115.0,-1289.5456462789996
70,59,57,88,67,40,2,-4688.5084745762715,38.82627118644068,0.525,124.0,-1679.6216742983192
70,59,58,89,73,41,2,-5108.4915254237285,29.342703596527492,0.3902439024390244,131.0,-1735.558554100937
70,59,61,77,73,46,2,-5108.6949152542375,7.8924097273397225,0.08695652173913043,134.0,-2421.349292108204
70,60,55,86,69,39,2,-4828.566666666667,32.606837606837615,0.4358974358974359,124.0,-1611.051183411224
70,60,55,89,64,36,2,-4478.516666666666,50.87962962962964,0.6944444444444444,119.0,-1422.034119315549
70,61,60,80,71,41,2,-4968.688524590164,17.3250699720112,0.21951219512195122,131.0,-2019.886590038965
70,62,59,90,73,45,2,-5108.548387096775,28.20071684587813,0.37777777777777777,132.0,-1926.8565850697958
71,57,54,75,59,36,2,-4187.684210526316,34.01218323586746,0.4444444444444444,113.0,-1713.908121373645
71,59,56,85,71,43,2,-5039.559322033899,25.10327158060701,0.32558139534883723,127.0,-1877.4816174843115
71,59,57,89,73,42,2,-5181.4915254237285,29.081920903954796,0.38095238095238093,130.0,-1774.1892432960753
71,60,55,88,65,36,2,-4613.533333333334,47.69490740740741,0.6388888888888888,120.0,-1461.8686973269462
71,60,55,90,62,35,2,-4400.5,59.200476190476195,0.8,117.0,-1386.7366840280565
71,60,56,90,69,38,2,-4897.5,41.447807017543866,0.5526315789473685,125.0,-1541.71024911184
71,60,57,91,66,39,2,-4684.483333333334,47.66709401709402,0.6410256410256411,123.0,-1597.7908396150676
71,60,57,92,66,37,2,-4684.466666666666,52.16261261261262,0.7027027027027027,123.0,-1490.8775023771013
71,60,58,88,73,44,2,-5181.533333333334,26.114015151515158,0.3409090909090909,131.0,-1923.0250706012723
71,62,58,89,72,45,2,-5110.564516129032,28.62903225806451,0.37777777777777777,130.0,-1943.659522070921
71,62,61,89,72,42,2,-5110.564516129032,30.673963133640548,0.40476190476190477,133.0,-1906.1313729562453
71,63,62,82,67,41,2,-4755.6984126984125,27.92721641502129,0.36585365853658536,129.0,-2065.60151795236
71,63,62,82,70,43,2,-4968.6984126984125,21.674787744555186,0.27906976744186046,132.0,-2172.6832883938223
72,60,58,87,71,42,2,-5110.55,29.485714285714288,0.38095238095238093,129.0,-1880.0062454653312
72,61,58,88,71,42,2,-5110.55737704918,31.166276346604214,0.40476190476190477,129.0,-1855.6037273402085
72,61,60,80,72,42,2,-5182.688524590164,15.737704918032787,0.19047619047619047,132.0,-2133.9339509885867
72,61,62,82,68,41,2,-4894.6557377049185,26.658136745301878,0.34146341463414637,130.0,-2097.9872923906055
72,62,58,89,70,43,2,-5038.564516129032,33.75843960990247,0.4418604651162791,128.0,-1878.6865053274935
72,62,62,82,66,41,2,-4750.677419354839,30.1369000786782,0.3902439024390244,128.0,-2097.186138004926
72,63,62,83,68,41,2,-4894.68253968254,28.34843205574912,0.36585365853658536,130.0,-2068.6145390304873
72,64,64,83,72,45,2,-5182.703125,19.4,0.24444444444444444,136.0,-2360.7696778040727
73,60,57,92,67,37,2,-4889.466666666666,51.72477477477478,0.6756756756756757,124.0,-1535.615877949501
73,62,63,80,69,41,2,-5035.709677419355,21.68174665617623,0.2682926829268293,132.0,-2221.8550551067465
73,63,65,81,71,42,2,-5181.714285714285,19.39493575207862,0.23809523809523808,136.0,-2324.018246816675
73,64,63,81,67,41,2,-4889.734375,26.957698170731707,0.34146341463414637,130.0,-2190.566370985787
73,64,65,84,73,46,2,-5327.6875,19.26664402173913,0.2391304347826087,138.0,-2459.980191523364
64,54,47,82,48,24,3,-3070.4814814814813,93.82716049382718,1.4166666666666667,95.0,-754.0663010316132
65,56,51,87,59,31,3,-3833.4464285714284,61.143433179723516,0.9032258064516129,110.0,-1058.816466208275
66,53,49,80,47,25,3,-3100.490566037736,90.40754716981131,1.32,96.0,-885.5441140126864
66,53,49,80,48,25,3,-3166.490566037736,87.76754716981131,1.28,97.0,-885.481717599638
66,55,49,91,58,31,3,-3826.3454545454547,72.81290322580647,1.064516129032258,107.0,-965.6590649669597
