X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
70,58,59,66,68,50,1,3234,0.9705882352941176,-432.0,-43.02385065673407,0.013469387755102041,62.901589089103865,-67.59486270412415
70,58,59,67,68,49,1,3216,0.9852941176470589,-502.0,-46.14708175218317,0.013871635610766046,62.720205908450126,-67.58933655422311
70,58,63,66,80,60,1,3894,0.825,-152.0,-40.02219370516209,0.010030395136778116,75.84134474997695,-79.63142844174118
70,58,63,67,80,59,1,3886,0.8375,-222.0,-43.00743479189789,0.010291858678955454,75.70387464801144,-79.62671386376435
70,59,58,68,70,50,1,3332,0.9714285714285714,-641.0,-51.93717822127533,0.013492063492063493,64.7298664008404,-69.57553956834532
70,59,58,69,70,50,1,3381,0.9857142857142858,-711.0,-55.29345859661786,0.013883299798792756,64.63234617400397,-69.57553956834532
70,59,59,67,69,51,1,3350,0.9710144927536232,-501.0,-47.784365828056664,0.013480885311871227,63.90502636852916,-68.59031842079159
70,59,60,71,70,43,1,2982,1.0142857142857142,-711.0,-60.32048058911043,0.014699792960662527,63.7548535729821,-69.55064737242955
70,59,61,63,74,46,1,2835,0.8513513513513513,-81.0,-34.10310172233994,0.010588235294117647,69.02553493177325,-73.56156106182503
70,59,62,63,74,46,1,2835,0.8513513513513513,-11.0,-33.45488631162855,0.010588235294117647,69.0397567522406,-73.56798186094902
70,59,62,63,74,47,1,2898,0.8513513513513513,-11.0,-33.44798477629271,0.010588235294117647,69.12526398647832,-73.57275901886392
70,59,62,63,75,46,1,2835,0.84,-11.0,-33.454771221072654,0.010344827586206896,70.06191315091127,-74.56545527240588
70,59,62,68,78,58,1,3876,0.8717948717948718,-361.0,-48.45748906756066,0.01103896103896104,73.51135067825147,-77.61605572162074
70,59,63,67,78,59,1,3886,0.8589743589743589,-221.0,-44.56063915600269,0.010754414125200642,73.66948769110792,-77.6258267145834
70,60,58,86,77,50,1,4214,1.1168831168831168,-1900.0,-127.14305586247939,0.018067226890756304,70.11706928308762,-76.54644073786827
70,60,60,82,78,49,1,3936,1.0512820512820513,-1480.0,-105.50674212890029,0.01583011583011583,71.46532268594645,-77.55181490338575
70,60,60,82,80,50,1,4018,1.025,-1480.0,-105.47709667428984,0.015018315018315019,73.61050305978425,-79.55144977839483
70,60,61,67,73,48,1,3149,0.9178082191780822,-360.0,-47.822585476569934,0.012115732368896926,67.77105598385248,-72.56702437288438
70,60,62,68,76,57,1,3808,0.8947368421052632,-360.0,-50.145201297183974,0.011564625850340135,71.41539855751957,-75.61032587597327
70,60,64,73,84,55,1,3942,0.8690476190476191,-570.0,-65.28001004409043,0.010977443609022556,79.02179429568602,-83.58971687207958
70,61,61,86,79,51,1,4300,1.0886075949367089,-1689.0,-125.30522184315383,0.017063492063492062,72.33051628058665,-78.55850268107568
71,57,59,52,60,50,1,2548,0.8666666666666667,554.0,-2.9385799794326957,0.010770505385252692,56.10198909839593,-59.62821419712824
71,57,60,51,61,50,1,2499,0.8360655737704918,696.0,-0.4205513177579263,0.01011704026978774,57.23220890493151,-60.62962801820751
71,58,58,49,58,49,1,2352,0.8448275862068966,697.0,2.5267006496587427,0.010300609627916754,54.28239370551395,-57.61810989629468
71,58,59,51,57,46,1,2295,0.8947368421052632,626.0,-1.4574892895517166,0.011401743796109993,52.87197799853973,-56.608979644872235
71,58,61,63,74,48,1,2961,0.8513513513513513,-84.0,-30.179716011664638,0.01043910521955261,69.19366666777515,-73.57872181002031
71,58,63,57,67,51,1,2850,0.8507462686567164,484.0,-13.66485094275825,0.010426193524785073,62.876688787317775,-66.62421224532046
71,58,63,64,75,49,1,3072,0.8533333333333334,-13.0,-31.7240947196428,0.010481493612839829,70.22339505021674,-74.59273691081354
71,59,57,71,68,41,1,2840,1.0441176470588236,-935.0,-59.896710896168045,0.015384615384615385,61.40215810887387,-67.52407827884122
71,59,58,69,68,43,1,2898,1.0147058823529411,-722.0,-52.13115715577964,0.01450494008829094,61.89484098372981,-67.54242480221677
71,59,59,67,69,52,1,3417,0.9710144927536232,-509.0,-44.75469149343431,0.013291013687760365,63.983063566484624,-68.59596949373352
71,59,62,62,75,48,1,2914,0.8266666666666667,59.0,-28.069576985782064,0.009923175416133162,70.32923615194112,-74.5750119038601
71,59,62,63,74,47,1,2898,0.8513513513513513,-12.0,-30.844513967327025,0.01043910521955261,69.12628796088609,-73.57280020065517
71,59,63,56,68,53,1,2912,0.8235294117647058,556.0,-12.1532792916341,0.009859154929577466,64.11141956158677,-67.62497514992332
71,59,64,73,88,56,1,4015,0.8295454545454546,-580.0,-59.84563318093484,0.00998222343771366,83.16453215429924,-87.59141401042325
71,60,63,57,70,54,1,3021,0.8142857142857143,486.0,-15.506380523125216,0.009672492788053624,66.11539050820824,-69.61776434441201
71,60,63,63,70,46,1,2835,0.9,60.0,-31.510374042817666,0.011523687580025609,64.96585750110091,-69.57746419001926
71,60,63,64,72,47,1,2944,0.8888888888888888,-11.0,-34.362311031380564,0.011267605633802818,66.99529488466084,-71.57701027686299
71,60,63,66,81,59,1,3828,0.8148148148148148,-153.0,-40.15615020926305,0.009683098591549295,76.80568287893061,-80.6111732750082
71,60,64,73,86,55,1,3942,0.8488372093023255,-579.0,-61.78800576791764,0.010385545596813203,81.05948092560303,-85.58484895872286
71,60,65,74,90,56,1,4070,0.8222222222222222,-579.0,-64.27764938728612,0.009832580387988307,85.12952877299124,-89.58558026869186
71,61,59,87,79,49,1,4176,1.1012658227848102,-1927.0,-128.18619380825731,0.017258480460226145,71.97193133733231,-78.53467095707236
71,61,62,85,79,49,1,4080,1.0759493670886076,-1572.0,-113.83469538361335,0.01639976847385684,72.23252615904289,-78.55503694706205
72,56,58,50,57,48,1,2350,0.8771929824561403,632.0,3.4102582910438457,0.010850694444444444,53.099859196010414,-56.629000779695
72,57,59,52,61,51,1,2600,0.8524590163934426,561.0,-1.1076002256132185,0.010317460317460317,57.18299602056298,-60.630454197216864
72,59,60,70,70,42,1,2870,1.0,-661.0,-50.484264353737366,0.013888888888888888,63.74702447700213,-69.54575312164883
72,59,61,59,65,43,1,2478,0.9076923076923077,203.0,-18.36767530475376,0.011541471048513302,59.97356178708033,-64.57116832249037
72,59,62,58,68,55,1,3132,0.8529411764705882,347.0,-15.337863715637369,0.010327635327635327,64.0321474718536,-67.63060302715643
72,59,62,60,69,51,1,3000,0.8695652173913043,203.0,-20.37781780938817,0.010683760683760684,64.61997862923778,-68.60677906073546
72,59,63,57,69,52,1,2907,0.8260869565217391,491.0,-12.478363729372752,0.00977366255144033,64.97980146971352,-68.61698974891706
72,60,62,56,62,42,1,2296,0.9032258064516129,492.0,-11.419482899162418,0.011437908496732025,57.15026695947412,-61.573632181346404
72,60,62,57,65,42,1,2337,0.8769230769230769,420.0,-13.857027432386758,0.010844748858447488,60.111382219021195,-64.56511571360205
72,60,63,57,66,53,1,2964,0.8636363636363636,492.0,-13.371540330378068,0.010555555555555556,61.98203318791171,-65.62485493917313
72,60,63,67,78,52,1,3417,0.8589743589743589,-228.0,-40.39293067268507,0.010455680399500624,73.22409667431685,-77.585366754033
72,60,63,68,76,50,1,3332,0.8947368421052632,-300.0,-43.42042272565689,0.011243386243386243,70.93621296074198,-75.58100002552388
72,60,63,69,76,50,1,3381,0.9078947368421053,-372.0,-46.49090321577835,0.011546184738955823,70.83999236652309,-75.58100002552388
72,60,64,58,68,53,1,3016,0.8529411764705882,492.0,-15.37693183220928,0.010327635327635327,63.94126931761362,-67.62347536747554
72,61,63,87,81,56,1,4785,1.0740740740740742,-1667.0,-115.87253942848537,0.01611111111111111,74.79679593679849,-80.58999678453256
72,62,62,58,65,42,1,2378,0.8923076923076924,350.0,-18.314853557871686,0.011188271604938271,59.99944140908129,-64.55071976811342
72,62,62,62,64,50,1,3038,0.96875,62.0,-29.189686235063228,0.013047138047138047,59.255727925027,-63.5974389034178
72,62,62,87,81,54,1,4611,1.0740740740740742,-1738.0,-120.84315637365876,0.01611111111111111,74.59566362550865,-80.56744651758702
73,59,60,69,75,49,1,3312,0.92,-598.0,-44.302505916434434,0.011669203450025367,69.68742212288748,-74.56761890229211
73,59,61,58,67,45,1,2552,0.8656716417910447,278.0,-13.71027975164661,0.010454217736121124,62.309681818554324,-66.57585462861981
73,59,62,57,70,56,1,3135,0.8142857142857143,424.0,-10.841467419953005,0.009407492985641195,66.21208659310355,-69.6296282646618
73,59,63,56,68,54,1,2968,0.8235294117647058,570.0,-8.119508680799171,0.009589041095890411,64.16953173302834,-67.63012581046846
73,59,63,57,67,53,1,2964,0.8507462686567164,497.0,-10.433421256748275,0.01014054438711973,63.00203332008438,-66.62805508366438
73,60,58,54,48,32,1,1674,1.125,352.0,-6.388787885515612,0.01761252446183953,41.675408698494714,-47.53530830251818
73,60,62,61,65,51,1,3050,0.9384615384615385,133.0,-21.73945735452262,0.012110383164582093,60.44610450612801,-64.61259139209915
73,61,63,58,66,54,1,3074,0.8787878787878788,426.0,-14.615533474823728,0.010736764161421697,61.9511911592623,-65.62398094175568
73,61,63,85,82,51,1,4250,1.0365853658536586,-1545.0,-102.64659532933966,0.014739032425871337,75.52788105173047,-81.56337760388952
73,61,65,63,74,48,1,2961,0.8513513513513513,207.0,-26.53941329166677,0.010153102336825141,69.25026109175803,-73.5814562571605
73,61,65,64,77,50,1,3136,0.8311688311688312,134.0,-29.243926715885912,0.009741248097412482,72.36961934730567,-76.58315786658368
73,62,65,58,80,62,1,3538,0.725,573.0,-14.601070965454142,0.0077894171367177,76.616146491877,-79.62555004576174
73,63,66,89,79,54,1,4717,1.1265822784810127,-1616.0,-121.6189113647462,0.017669247567996822,72.4575671360366,-78.58888433754572
73,65,62,59,66,46,1,2655,0.8939393939393939,284.0,-21.74371059751772,0.011071495590167011,61.279819312787275,-65.54836895388077
74,60,61,59,66,41,1,2360,0.8939393939393939,208.0,-14.990683173527103,0.010921880784894483,60.798629395486415,-65.5509130698641
74,61,62,68,81,56,1,3740,0.8395061728395061,-383.0,-39.93718618118175,0.0097757331799885,76.4455068465486,-80.58447895938478
74,61,64,58,85,62,1,3538,0.6823529411764706,505.0,-12.040113439844973,0.006998069498069498,81.68587471978637,-84.61338136383102
74,61,65,57,81,62,1,3477,0.7037037037037037,653.0,-9.268889460536329,0.007335907335907336,77.7133415140418,-80.62886164708796
74,62,58,53,46,32,1,1643,1.1521739130434783,432.0,-3.6527855472987625,0.018364518364518363,39.756126499182784,-45.527393732561215
74,62,60,59,61,41,1,2360,0.9672131147540983,136.0,-17.454650291760665,0.012655512655512655,55.660992927913405,-60.544217875411825
74,62,62,87,81,55,1,4698,1.0740740740740742,-1788.0,-110.75186213049848,0.015675675675675675,74.68911410915537,-80.57259918551547
74,63,60,58,62,43,1,2436,0.9354838709677419,211.0,-15.840933803235785,0.011875511875511875,57.00140998177743,-61.54532956229295
74,63,61,57,57,39,1,2166,1.0,359.0,-12.805228637764728,0.013513513513513514,51.57972088184384,-56.54502666655252
74,64,66,87,82,55,1,4698,1.0609756097560976,-1490.0,-110.91363063292175,0.015268515268515269,75.78537989355605,-81.57935600152507
75,61,64,58,86,61,1,3480,0.6744186046511628,511.0,-10.0081354424061,0.006783625730994152,82.66293649005931,-85.60604218838083
75,62,62,58,65,43,1,2436,0.8923076923076924,362.0,-11.795695024435496,0.01074074074074074,60.099511996917066,-64.55611199635784
75,63,61,57,64,42,1,2337,0.890625,363.0,-10.691829072405184,0.010704225352112675,59.07838446263502,-63.539980893386314
75,65,63,58,69,45,1,2552,0.8405797101449275,440.0,-14.020232133190035,0.009666666666666667,64.38237175947782,-68.54027913308022
75,65,66,90,86,58,1,5130,1.0465116279069768,-1735.0,-122.21121535778222,0.014634146341463415,79.85922476609952,-85.57668020347622
76,63,59,57,57,37,1,2052,1.0,215.0,-9.57659546259822,0.013157894736842105,51.30990740490945,-56.51958259473561
76,65,67,88,86,57,1,4928,1.0232558139534884,-1531.0,-107.18670477166019,0.013784461152882205,79.96444485177479,-85.57757542372713
76,66,68,89,87,58,1,5073,1.0229885057471264,-1530.0,-112.93319709136271,0.013777089783281734,80.99807799948854,-86.57866605389968
79,68,59,54,52,37,1,1944,1.0384615384615385,463.0,-0.3843800702040312,0.013670886075949367,46.552600518818835,-51.5007524172073
65,59,57,84,70,41,2,3360,1.2,-1696.0,-145.86480613371552,0.023076923076923078,61.943179625384666,-69.51797818377699
66,55,51,76,56,29,2,2128,1.3571428571428572,-1595.0,-98.0971980030137,0.03198653198653199,45.80265017002027,-55.474837242947196
66,55,51,78,58,33,2,2496,1.3448275862068966,-1727.0,-106.9662477119457,0.03110047846889952,48.65419848447998,-57.49178562980057
66,56,51,76,58,33,2,2432,1.3103448275862069,-1594.0,-101.12542796552083,0.02878787878787879,48.936508977202195,-57.48262779359946
66,56,51,79,57,32,2,2449,1.3859649122807018,-1792.0,-115.18712340723339,0.0341991341991342,47.22931927204698,-56.479779833912396
66,56,51,83,58,32,2,2573,1.4310344827586208,-2056.0,-135.22449314860722,0.03810835629017447,47.68134307734081,-57.47654094285533
66,56,52,85,58,33,2,2720,1.4655172413793103,-2122.0,-143.41368763886268,0.041544477028347994,47.69352178513397,-57.49201414231415
66,57,53,81,70,40,2,3159,1.1571428571428573,-1791.0,-124.36703605345984,0.020801232665639446,62.037386459887216,-69.49583403531881
66,57,53,81,71,39,2,3078,1.1408450704225352,-1791.0,-124.41222487448782,0.020119225037257823,62.89613346457678,-70.48714216865619
66,57,53,81,72,41,2,3240,1.125,-1791.0,-124.32165115718388,0.01948051948051948,64.2457712184092,-71.49551885211095
66,57,53,81,73,39,2,3078,1.1095890410958904,-1791.0,-124.4120714123581,0.01888111888111888,64.94810993838311,-72.48137292856805
66,58,55,87,66,38,2,3219,1.3181818181818181,-2054.0,-155.9209334958585,0.029292929292929294,56.89302522654416,-65.50523458704924
66,59,54,87,65,38,2,3219,1.3384615384615384,-2119.0,-163.033093786258,0.0306553911205074,55.840873615563225,-64.49117583793857
66,59,56,84,72,43,2,3528,1.1666666666666667,-1789.0,-141.3696570128198,0.021212121212121213,64.27883108783143,-71.51523953773057
67,55,49,83,57,30,2,2407,1.456140350877193,-2223.0,-129.67070008108465,0.03996148290804044,46.00585920290429,-56.45684666187415
67,55,50,87,59,31,2,2610,1.4745762711864407,-2424.0,-148.02109454729663,0.04188733750601829,47.80687734464048,-58.466973777115285
67,55,51,78,53,29,2,2184,1.471698113207547,-1754.0,-102.05991692345842,0.04157782515991471,42.383877501583406,-52.48405171502843
67,55,51,89,60,32,2,2759,1.4833333333333334,-2491.0,-156.23938537085766,0.04285026480500722,48.87731646205117,-59.47973287777605
67,55,52,83,61,33,2,2656,1.360655737704918,-2022.0,-123.16611234859384,0.03176425564485266,51.06915224482762,-60.49196767180006
67,56,51,83,58,32,2,2573,1.4310344827586208,-2088.0,-129.18281196481615,0.03753957485300769,47.68329255366115,-57.47662418559235
67,56,52,74,54,30,2,2146,1.3703703703703705,-1418.0,-86.22520539869842,0.0324846356453029,44.361166098539904,-53.48709302590508
67,56,52,79,58,33,2,2528,1.3620689655172413,-1753.0,-107.96902504857978,0.0318676885841065,48.53990598862032,-57.49209253692328
67,56,54,82,59,31,2,2460,1.3898305084745763,-1820.0,-118.35087841013672,0.03399668325041459,48.653153736982034,-58.49640906412727
67,58,55,87,63,37,2,3132,1.380952380952381,-2086.0,-149.2264026659809,0.03329506314580941,53.60613813851532,-62.508668907731675
67,59,54,86,68,39,2,3268,1.2647058823529411,-2085.0,-150.36009407732195,0.025671641791044777,59.23766029783545,-67.48774357068672
67,59,54,87,65,37,2,3132,1.3384615384615384,-2152.0,-156.04031061747145,0.03019784796945505,55.635634865513815,-64.48537099274559
67,59,56,80,65,41,2,3200,1.2307692307692308,-1549.0,-115.37012946489305,0.023880597014925373,57.26210482776632,-64.52536953365426
68,55,52,85,62,35,2,2890,1.3709677419354838,-2189.0,-127.04237218785633,0.03205128205128205,52.31515500709749,-61.500359840894305
68,56,50,86,61,33,2,2752,1.4098360655737705,-2392.0,-140.68451183818024,0.035130718954248366,50.59192555212933,-60.463053242073094
68,56,51,71,48,29,2,1988,1.4791666666666667,-1304.0,-71.5006945896529,0.04176470588235294,38.316174562967106,-47.49203526050756
68,56,51,71,49,28,2,1917,1.4489795918367347,-1304.0,-71.51969806416523,0.03867102396514161,39.050631474050896,-48.482041388499496
68,56,51,77,55,32,2,2387,1.4,-1712.0,-95.90276175911619,0.03431372549019608,45.45954039058212,-54.486650309936344
68,56,51,77,59,32,2,2387,1.305084745762712,-1712.0,-95.90249973381505,0.027618364418938307,49.58649301719163,-58.473538929466045
68,56,52,72,48,29,2,2016,1.5,-1304.0,-74.04051518865995,0.04411764705882353,38.17915645451288,-47.501086351279056
68,56,54,82,61,34,2,2706,1.3442622950819672,-1848.0,-112.89112217139538,0.030147058823529412,51.506103857871196,-60.50663622364998
68,56,54,86,59,33,2,2752,1.4576271186440677,-2120.0,-131.8616706075677,0.03952205882352941,48.63879056062885,-58.50700309615186
68,57,51,71,49,29,2,1988,1.4489795918367347,-1303.0,-73.90544876875359,0.03867102396514161,39.351303661618815,-48.479376427147955
68,57,52,83,59,33,2,2656,1.4067796610169492,-2051.0,-125.11826344983994,0.034873949579831934,49.00949073045757,-58.479964616017845
68,57,52,83,61,32,2,2573,1.360655737704918,-2051.0,-125.16224784245036,0.03129713423831071,50.80661376293206,-60.46809625901838
68,57,53,76,56,32,2,2356,1.3571428571428572,-1507.0,-91.38487273924761,0.03104575163398693,46.682383728367725,-55.49283611383709
68,57,53,78,55,31,2,2340,1.4181818181818182,-1643.0,-100.05441161516235,0.035845588235294115,45.09414984076062,-54.49014515006493
68,57,53,80,56,32,2,2480,1.4285714285714286,-1779.0,-109.00631774777091,0.03676470588235294,46.10551678367865,-55.49283611383709
68,57,53,82,60,32,2,2542,1.3666666666666667,-1915.0,-118.34116265317476,0.03173374613003096,49.94411669739473,-59.48070739549839
68,57,53,85,60,32,2,2635,1.4166666666666667,-2119.0,-133.02183174586355,0.03571428571428571,49.51153049751149,-59.48070739549839
68,57,54,78,63,38,2,2886,1.2380952380952381,-1575.0,-98.2212600546383,0.02389705882352941,54.906960255974596,-62.514659320608914
68,57,54,84,59,33,2,2688,1.423728813559322,-1983.0,-125.97719642366235,0.03633217993079585,48.918856835647496,-58.49827444355467
68,57,54,87,60,33,2,2784,1.45,-2187.0,-140.98678831049403,0.03877005347593583,49.529526305966655,-59.49534316491185
68,57,55,81,60,33,2,2592,1.35,-1711.0,-110.03410712523755,0.030542986425339366,50.39212092370737,-59.50412377288971
68,57,58,84,78,47,2,3864,1.0769230769230769,-1711.0,-118.06229660624986,0.01715686274509804,70.99289043463581,-77.55068884034063
68,57,58,86,79,47,2,3956,1.0886075949367089,-1847.0,-127.38341771453624,0.017565359477124183,71.80926361181085,-78.54803504084902
68,58,54,79,63,35,2,2686,1.253968253968254,-1642.0,-105.87058652090714,0.02471839799749687,54.19482103206147,-62.48880279966012
68,58,54,79,64,35,2,2686,1.234375,-1642.0,-105.87051793994718,0.023709483793517408,55.223838850348,-63.48586838739113
68,58,55,80,63,37,2,2880,1.2698412698412698,-1642.0,-108.64951748473909,0.02557544757033248,54.49375623490311,-62.50873405182896
68,58,56,78,67,38,2,2886,1.164179104477612,-1438.0,-98.10939219426118,0.020483193277310924,59.05808868621236,-66.51082487490535
68,58,59,84,79,48,2,3948,1.0632911392405062,-1642.0,-119.83825547877298,0.016693163751987282,72.15343601150893,-78.55228380151253
68,59,54,78,63,36,2,2730,1.2380952380952381,-1573.0,-104.45203519418344,0.02389705882352941,54.531852431781175,-62.485815768755835
68,59,54,88,65,37,2,3168,1.353846153846154,-2253.0,-154.7940476500773,0.03081232492997199,55.51031363667166,-64.48543905793399
68,59,55,79,65,36,2,2765,1.2153846153846153,-1573.0,-107.33680420322547,0.022779700115340255,56.480845438475164,-64.4887318282964
68,59,55,87,68,37,2,3132,1.2794117647058822,-2117.0,-147.02659764157477,0.02611044417767107,58.74478003966638,-67.4855750737274
68,59,58,78,71,45,2,3432,1.0985915492957747,-1301.0,-97.85769647065507,0.017922794117647058,64.22326005231484,-70.54432939226749
68,60,54,89,62,34,2,2937,1.435483870967742,-2320.0,-165.24726516711473,0.037394957983193276,51.58072404270955,-61.46864063924447
69,55,50,84,56,32,2,2604,1.5,-2291.0,-120.95285240417824,0.043478260869565216,45.45069946573753,-55.48294486886283
69,55,51,78,58,31,2,2340,1.3448275862068966,-1808.0,-92.57004784376325,0.029748283752860413,48.14752751407545,-57.480273239656114
69,56,50,79,57,32,2,2449,1.3859649122807018,-1945.0,-101.5953520719044,0.032712215320910974,47.20881065492242,-56.47019217585209
69,56,52,91,62,32,2,2821,1.467741935483871,-2635.0,-155.82763376863545,0.039964866051822576,50.68399003800074,-61.47456820449835
69,57,52,91,61,33,2,2912,1.4918032786885247,-2634.0,-160.50446353852044,0.04254324450677887,49.94700934629449,-60.47381038022213
69,57,53,80,53,30,2,2320,1.509433962264151,-1806.0,-104.05179295516832,0.044593088071348944,42.437263331743324,-52.490708345142345
69,57,53,86,60,32,2,2666,1.4333333333333333,-2220.0,-132.1179543049252,0.03665814151747655,49.369336574844766,-59.480785224887455
69,57,53,91,62,34,2,3003,1.467741935483871,-2565.0,-157.90939576753829,0.039964866051822576,51.28246450668111,-61.48595605099838
69,57,54,74,63,36,2,2590,1.1746031746031746,-1323.0,-77.48004977373864,0.020624303232998884,55.05330534595382,-62.50317609268416
69,57,54,80,54,29,2,2240,1.4814814814814814,-1737.0,-102.40404462873796,0.041407867494824016,43.17618508635841,-53.491221387760966
69,57,55,79,63,36,2,2765,1.253968253968254,-1599.0,-96.31421449976781,0.024360160345359236,54.4260548006571,-62.51168854203618
69,57,55,79,64,37,2,2844,1.234375,-1599.0,-96.28595866203064,0.02336586808636498,55.64934101301393,-63.51424298271853
69,57,55,79,65,40,2,3081,1.2153846153846153,-1599.0,-96.20108337107187,0.02244955953395851,57.2005742468004,-64.5281422116563
69,57,57,74,71,43,2,3108,1.0422535211267605,-1116.0,-73.62749520153248,0.01577152600170503,64.39080356037337,-70.54209247258225
69,58,53,84,61,33,2,2688,1.3770491803278688,-2081.0,-126.07704426877535,0.032036613272311214,50.95778469133592,-60.47436325309895
69,58,53,90,61,33,2,2880,1.4754098360655739,-2495.0,-157.18518172225407,0.04076086956521739,50.11559251173793,-60.47436325309895
69,58,54,81,63,35,2,2754,1.2857142857142858,-1805.0,-109.90360706859863,0.02608695652173913,53.93023846704056,-62.488873346510566
69,58,54,82,63,35,2,2788,1.3015873015873016,-1874.0,-114.51306352631916,0.027009222661396576,53.79712289828031,-62.488873346510566
69,58,54,86,61,34,2,2838,1.4098360655737705,-2150.0,-133.882671605902,0.03462157809983897,50.96204613629264,-60.48923643439236
69,58,54,88,58,32,2,2728,1.5172413793103448,-2288.0,-144.19911014400668,0.045548654244306416,47.04313431874242,-57.4870262612958
69,58,55,82,62,34,2,2706,1.3225806451612903,-1805.0,-112.75423589013982,0.028295376121463076,52.56080284684015,-61.495220212023625
69,58,55,83,62,34,2,2739,1.3387096774193548,-1874.0,-117.38869434276195,0.029338989042064334,52.42464704942758,-61.495220212023625
69,58,58,77,67,41,2,3080,1.1492537313432836,-1253.0,-86.51342650763762,0.019577930333079075,59.70237995286883,-66.542229559582
69,58,58,78,74,46,2,3510,1.054054054054054,-1322.0,-90.42978068666491,0.016149068322981366,67.41018109464046,-73.54878392523308
69,58,60,78,71,45,2,3432,1.0985915492957747,-1184.0,-87.81433590402717,0.017663043478260868,64.26383819918433,-70.56547563521252
69,59,54,87,60,33,2,2784,1.45,-2218.0,-143.12632802553915,0.03820816864295125,49.5314692499055,-59.47786606129399
69,59,54,89,59,32,2,2759,1.5084745762711864,-2356.0,-153.87756605608018,0.04447776111944028,47.93104588217693,-58.47526740304455
69,59,55,86,63,37,2,3096,1.3650793650793651,-2080.0,-135.60153873012007,0.031159420289855074,53.73589749883922,-62.50039738659872
69,59,56,77,66,38,2,2849,1.1666666666666667,-1390.0,-92.08128728201915,0.020289855072463767,58.15631436063492,-65.50539546493776
69,59,57,76,72,46,2,3420,1.0555555555555556,-1252.0,-86.33449722453155,0.01619778346121057,65.55452984633106,-71.5398136722025
69,59,58,80,71,44,2,3440,1.1267605633802817,-1459.0,-101.77881584031077,0.018700327255726974,63.882318177937194,-70.53896250972986
69,59,60,79,73,47,2,3634,1.082191780821918,-1252.0,-94.5636132833047,0.01708847069002812,66.4396311707915,-72.56274369017176
70,57,51,91,61,33,2,2912,1.4918032786885247,-2743.0,-156.3653274672409,0.041935483870967745,49.91906361977129,-60.46399430938533
70,57,52,84,55,28,2,2268,1.5272727272727273,-2183.0,-119.08141082689167,0.046153846153846156,43.18157946167274,-54.463991304666415
70,57,53,76,61,34,2,2508,1.2459016393442623,-1553.0,-82.63333706150317,0.02360248447204969,52.30646682852771,-60.48904251366143
