X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4,Hyperfeature_5,Hyperfeature_6,Hyperfeature_7
70,57,60,52,62,50,1,-9.01511864266853e-08,0.06443859670954705,-11312.26623180253,60.0,253952307020593.2,-58.90384615384616,3281.0
70,58,59,66,68,50,1,7.053942001993315e-07,0.06253018041166722,-6275.686599428155,59.0,460996301563977.6,-67.12121212121212,4546.0
70,58,59,67,68,49,1,9.494920925014298e-07,0.06573542255132417,-6036.698791373206,59.0,455148881350472.6,-68.13432835820896,4614.0
70,58,63,66,80,60,1,-7.30438968897392e-07,0.04116234407956817,-6288.756457282629,63.0,1067773132794111.0,-55.121212121212125,5338.0
70,58,63,67,80,59,1,-5.984821549990874e-07,0.04292742678962117,-6054.963259214016,63.0,1059077134330110.0,-56.13432835820896,5418.0
70,59,58,68,70,50,1,6.293010197768046e-07,0.062210825703594694,-5666.2646375605145,58.0,540125529995814.06,-67.13235294117646,4819.0
70,59,58,69,70,50,1,7.234832998409876e-07,0.0622661866315148,-5505.359683815233,58.0,548068552495813.06,-68.14492753623188,4889.0
70,59,59,67,69,51,1,5.763786931415921e-07,0.05962604883228798,-6145.312116493571,59.0,519164427023614.1,-67.11940298507463,4682.0
70,59,60,71,70,43,1,2.524549634989442e-06,0.09099855649579815,-5132.248876139409,60.0,459484343152668.94,-70.16901408450704,5029.0
70,59,61,63,74,46,1,7.025982498994291e-07,0.07808854755790662,-6436.89015562885,61.0,546943762682496.06,-58.06349206349205,4721.0
70,59,62,63,74,46,1,8.032762446524846e-07,0.07861693058725266,-6607.434799200254,62.0,546943762682416.9,-58.06349206349205,4721.0
70,59,62,63,74,47,1,6.425021958643377e-07,0.07453457030664438,-6668.072014891639,62.0,563010585906952.9,-58.06349206349205,4721.0
70,59,62,63,75,46,1,7.227208329573965e-07,0.07859421928799143,-6508.804686564587,62.0,574467460869892.9,-57.06349206349205,4784.0
70,59,62,68,78,58,1,-4.043717606638557e-07,0.044422763305033516,-5944.8947482205085,62.0,980806860163825.4,-59.132352941176464,5363.0
70,59,63,67,78,59,1,-4.64497528589158e-07,0.04286420620464528,-6332.832405306368,63.0,989575031711458.4,-58.11940298507463,5285.0
70,60,58,86,77,50,1,1.7317209151997736e-06,0.06458979658341844,-3239.929933189248,58.0,988220462454943.4,-78.30232558139534,6682.0
70,60,60,82,78,49,1,1.679778730715057e-06,0.06758650434944455,-3667.134859205495,60.0,961001967738643.1,-73.26829268292681,6456.0
70,60,60,82,80,50,1,1.34258140628761e-06,0.06439991705627426,-3594.4798565339825,60.0,1083187199994372.4,-71.26829268292681,6620.0
70,60,61,67,73,48,1,8.700421879311658e-07,0.07019668040381175,-5994.884943487282,61.0,599767115352028.2,-63.1044776119403,4951.0
70,60,62,68,76,57,1,-1.9364970283875357e-07,0.04631228068290191,-6172.074720634757,62.0,892251379809154.0,-61.117647058823536,5228.0
70,60,64,73,84,55,1,9.525192000486405e-09,0.051439091953975384,-4979.240713835915,64.0,1310742373241411.8,-58.17808219178082,6192.0
70,61,61,86,79,51,1,1.671876971523096e-06,0.062347367576722316,-3499.268610067056,61.0,1139839600826868.2,-76.2906976744186,6855.0
71,57,59,52,60,50,1,-2.062703082293863e-08,0.06477209209496633,-11913.380690406228,59.0,227599631996897.47,-61.90384615384616,3177.0
71,57,60,51,61,50,1,-1.1277326801745668e-07,0.06564868464687508,-12402.001826147854,60.0,236913314038094.5,-59.882352941176464,3168.0
71,58,58,49,58,49,1,-1.460063023001075e-07,0.06938172055278875,-13807.767149210558,58.0,189109511993304.97,-60.816326530612244,2900.0
71,58,59,51,57,46,1,5.756432040490813e-07,0.08182929920138113,-12948.666003150483,59.0,169210218144850.16,-63.86274509803921,2965.0
71,58,61,63,74,48,1,3.965097678541004e-07,0.07100337991884915,-6639.218695046845,61.0,571285158275875.4,-59.07936507936509,4720.0
71,58,63,57,67,51,1,1.5246937564203538e-07,0.0627511942598681,-9788.906337432622,63.0,391231093802166.8,-59.98245614035088,3877.0
71,58,63,64,75,49,1,4.7146500242036864e-07,0.06835355091020637,-6731.553540112778,63.0,626686577994881.9,-59.09375,4858.0
71,59,57,71,68,41,1,2.8944741589419176e-06,0.10179360526716469,-4977.685751061136,57.0,391362506219455.8,-73.16901408450704,4887.0
71,59,58,69,68,43,1,2.1984982320922086e-06,0.09126038991044018,-5511.682042745641,58.0,405386280955135.7,-71.14492753623188,4751.0
71,59,59,67,69,52,1,4.437322468957906e-07,0.057626870803019675,-6399.455653780714,59.0,537987577159785.7,-68.11940298507463,4682.0
71,59,62,62,75,48,1,3.079998393949761e-07,0.07181125977841298,-7044.579812844829,62.0,604225696494964.1,-57.048387096774206,4709.0
71,59,62,63,74,47,1,6.310789294737687e-07,0.07554415493931281,-6867.361021803522,62.0,568249210747645.1,-59.06349206349205,4721.0
71,59,63,56,68,53,1,-1.90214418480868e-07,0.057285858339727054,-10318.645910724832,63.0,438008794330498.0,-57.94642857142857,3867.0
71,59,64,73,88,56,1,-3.428928198239164e-07,0.04999406352696462,-4822.036723019439,64.0,1570020159841330.5,-55.1917808219178,6483.0
71,60,63,57,70,54,1,-3.170364586939674e-07,0.05464225896356251,-9888.216102716317,63.0,520064420395532.1,-56.94736842105263,4050.0
71,60,63,63,70,46,1,1.1788707662129552e-06,0.08066417650215912,-7557.481284392562,63.0,461023693195526.1,-63.04761904761904,4470.0
71,60,63,64,72,47,1,9.672059164997057e-07,0.07624048066575555,-7160.963022402468,63.0,534329653980553.1,-62.0625,4668.0
71,60,63,66,81,59,1,-6.978052363422265e-07,0.043363609678565534,-6545.239138307258,63.0,1153625146848889.2,-55.09090909090909,5406.0
71,60,64,73,86,55,1,-1.1907187698769878e-07,0.052130329654951,-4986.41992146269,64.0,1441242725095596.0,-57.17808219178082,6338.0
71,60,65,74,90,56,1,-3.015084154554886e-07,0.05028389983133615,-4785.532326147796,65.0,1767270959992445.2,-54.18918918918919,6720.0
71,61,59,87,79,49,1,1.913317823264009e-06,0.06899136959539848,-3276.5163503195563,59.0,1102361107135513.8,-78.29885057471265,6934.0
71,61,62,85,79,49,1,2.0270812418860846e-06,0.06957768904254623,-3716.7207189778164,62.0,1077019472488333.2,-76.28235294117647,6776.0
72,56,58,50,57,48,1,1.3715306347959178e-07,0.0726817251259388,-13465.728476513612,58.0,169052467043674.78,-63.879999999999995,2906.0
72,57,59,52,61,51,1,-1.933603236500665e-07,0.0623502361249468,-12191.228589331195,59.0,250438586594155.84,-61.90384615384616,3229.0
72,59,60,70,70,42,1,2.5880700915715023e-06,0.09888878471449594,-5561.971814906529,60.0,447296792035786.6,-71.15714285714284,4959.0
72,59,61,59,65,43,1,1.4948637383598463e-06,0.09648041014188156,-8822.89875610579,61.0,296667009692175.5,-65.0,3894.0
72,59,62,58,68,55,1,-2.6196104757955004e-07,0.052165082364864404,-9864.376829242985,62.0,481778247543418.25,-60.98275862068965,4003.0
72,59,62,60,69,51,1,1.9283689735787872e-07,0.06285736273665252,-8758.7351542624,62.0,473108011533998.3,-62.01666666666665,4199.0
72,59,63,57,69,52,1,-8.731292951630395e-08,0.060757265804635564,-10016.034866603426,63.0,461654859303538.2,-58.96491228070175,3992.0
72,60,62,56,62,42,1,1.6386311310585901e-06,0.10622093506887524,-10671.80845419273,62.0,234891805958811.9,-64.92857142857143,3532.0
72,60,62,57,65,42,1,1.5147378499520295e-06,0.10532918131274649,-9741.576298462207,62.0,284019371996242.8,-62.94736842105263,3765.0
72,60,63,57,66,53,1,2.5222411021781794e-08,0.05812890992014764,-10814.506528492137,63.0,413348615978788.56,-61.94736842105263,3822.0
72,60,63,67,78,52,1,1.4820600985199408e-07,0.059955610950907366,-6428.460720613595,63.0,866614258293426.5,-60.1044776119403,5286.0
72,60,63,68,76,50,1,6.129809229714813e-07,0.06601414019317135,-6318.318291569054,63.0,758676953082815.0,-63.117647058823536,5228.0
72,60,63,69,76,50,1,7.030221653495564e-07,0.06601385351600324,-6138.441859867088,63.0,769833967098814.0,-64.13043478260869,5304.0
72,60,64,58,68,53,1,4.766028214337147e-08,0.05840048078296511,-10328.042017552352,64.0,468358236329847.8,-60.9655172413793,4004.0
72,61,63,87,81,56,1,1.0024745708209784e-06,0.05204188438523035,-3868.5073725690536,63.0,1460629246432765.2,-77.29885057471265,7108.0
72,62,62,58,65,42,1,1.5898269687163017e-06,0.10687475668244092,-9724.932972693312,62.0,302119655288241.8,-63.931034482758605,3832.0
72,62,62,62,64,50,1,8.065192506501686e-07,0.06664133740869149,-9340.652354232428,62.0,388360463970748.94,-69.0,4030.0
72,62,62,87,81,54,1,1.167346689226177e-06,0.05624068353281163,-3767.8934663126674,62.0,1421027360007081.2,-77.28735632183907,7109.0
73,59,60,69,75,49,1,6.4094926132969e-07,0.06888530241840146,-5795.127621013536,60.0,704042429338997.8,-66.14492753623188,5234.0
73,59,61,58,67,45,1,8.328892486791687e-07,0.08737524397372656,-9258.695006930482,61.0,349489174512149.94,-62.98275862068965,3945.0
73,59,62,57,70,56,1,-5.30853546891367e-07,0.050596763975026396,-10263.52053002219,62.0,543514984651719.4,-58.96491228070175,4049.0
73,59,63,56,68,54,1,-2.6782539512319735e-07,0.056103003578773805,-11069.108043111584,63.0,457212552648690.44,-59.94642857142857,3867.0
73,59,63,57,67,53,1,-4.298516083647187e-08,0.058676499531727294,-10781.976964639147,63.0,429826509386431.94,-61.96491228070175,3878.0
73,60,58,54,48,32,1,5.638340255262845e-06,0.22452272170554288,-13909.180954718988,58.0,62192552507497.445,-77.88888888888889,2652.0
73,60,62,61,65,51,1,5.440604790664772e-07,0.06382828904453071,-9548.963934667101,62.0,400096027008788.6,-68.01639344262296,4025.0
73,61,63,58,66,54,1,1.7511562828602683e-08,0.05620882658447265,-11055.220273935356,63.0,445565275140823.75,-63.948275862068954,3889.0
73,61,63,85,82,51,1,1.4920700557926466e-06,0.0653006660066555,-3935.9365902180743,63.0,1326351670430809.0,-75.28235294117647,7031.0
73,61,65,63,74,48,1,7.042690742558761e-07,0.07573233975097804,-8182.580619523123,65.0,622661168661876.1,-61.031746031746025,4723.0
73,61,65,64,77,50,1,3.4031263913766503e-07,0.06819183773613544,-7719.386324589022,65.0,772718259908191.8,-59.046875,4989.0
73,62,65,58,80,62,1,-1.0770137722019437e-06,0.040214330662381254,-10088.59772024251,65.0,1105442390010178.4,-49.931034482758605,4702.0
73,63,66,89,79,54,1,1.7065169332814117e-06,0.058303835432185376,-4280.116200948146,66.0,1368760811308000.5,-82.29213483146066,7094.0
73,65,62,59,66,46,1,8.639525703419723e-07,0.0871396500888195,-10373.732673410786,62.0,395999658359059.4,-64.89830508474577,3959.0
74,60,61,59,66,41,1,1.7591549717786686e-06,0.11267209798927667,-9216.280112048707,61.0,306444332363649.25,-65.98305084745763,3954.0
74,61,62,68,81,56,1,-4.1169608295723515e-07,0.050995040498387455,-6482.809433592755,62.0,1161639723539653.0,-60.10294117647061,5569.0
74,61,64,58,85,62,1,-1.4122490388031048e-06,0.04034168669258299,-9292.979059121677,64.0,1356819299245629.2,-45.948275862068954,4991.0
74,61,65,57,81,62,1,-1.1903256666830819e-06,0.040762427977520214,-10415.704849948497,65.0,1119986092216099.0,-48.92982456140351,4678.0
74,62,58,53,46,32,1,5.388037867486977e-06,0.24493645443243853,-16630.815943586953,58.0,55146584486166.54,-79.83018867924528,2500.0
74,62,60,59,61,41,1,2.026088344053867e-06,0.11457519351019417,-10292.208563861512,60.0,240201455682272.0,-70.94915254237287,3661.0
74,62,62,87,81,55,1,1.001468063535174e-06,0.05529495149513011,-4018.5845342377347,62.0,1482659104218234.0,-79.28735632183907,7109.0
74,63,60,58,62,43,1,1.3903901067833168e-06,0.10284856587545639,-10800.894554933038,60.0,273247635997517.25,-68.91379310344828,3659.0
74,63,61,57,57,39,1,2.640129571444467e-06,0.13639631390772583,-12238.0753630985,61.0,173123430497678.78,-72.89473684210526,3312.0
74,64,66,87,82,55,1,1.212337805104226e-06,0.0560957419546653,-4521.57574016259,66.0,1618942777430009.8,-78.26436781609195,7198.0
75,61,64,58,86,61,1,-1.41735193802887e-06,0.04258131769472915,-9344.232812580425,64.0,1396196907154734.8,-45.948275862068954,5049.0
75,62,62,58,65,43,1,1.3281992501598424e-06,0.10434176020231535,-10816.692361084015,62.0,320226412040887.4,-66.9310344827586,3832.0
75,63,61,57,64,42,1,1.3676065922718934e-06,0.11257478518440586,-11239.746620822216,61.0,294393115308678.6,-66.89473684210526,3711.0
75,65,63,58,69,45,1,7.506951208533812e-07,0.0962054080501631,-10981.561421668777,63.0,451425569980879.75,-62.87931034482759,4067.0
75,65,66,90,86,58,1,8.099992828266379e-07,0.05035053219038991,-4286.152463775316,66.0,2205617044169335.5,-78.27777777777777,7805.0
76,63,59,57,57,37,1,2.9451386231058063e-06,0.15912412790572825,-12428.304683839944,59.0,163950033396814.75,-74.89473684210526,3312.0
76,65,67,88,86,57,1,8.518476448056856e-07,0.05311918441001079,-4676.4785090974465,67.0,2123775489669165.0,-77.26136363636363,7633.0
76,66,68,89,87,58,1,8.09154008061038e-07,0.0512241593236814,-4734.525543327024,68.0,2342179590546510.5,-77.25842696629212,7809.0
79,68,59,54,52,37,1,2.612073462788085e-06,0.19643614401970366,-19400.077201327713,59.0,126542016624555.58,-79.74074074074073,2876.0
65,59,57,84,70,41,2,4.9054660131430615e-06,0.09529538035661203,-2854.153486935086,57.0,485713012927562.1,-78.29761904761904,5939.0
66,55,51,76,56,29,2,1.3495589939064029e-05,0.20707679362504694,-3279.377830341154,51.0,112635715509769.77,-85.2763157894737,4311.0
66,55,51,78,58,33,2,9.561456312905234e-06,0.15471707202256127,-3117.601738573766,51.0,155870978952391.6,-85.2948717948718,4579.0
66,56,51,76,58,33,2,8.915480789893572e-06,0.15448285398851397,-3338.592241342157,51.0,155539939836249.56,-83.26315789473682,4464.0
66,56,51,79,57,32,2,1.0679087152700745e-05,0.16665220349306767,-3133.65543155517,51.0,145611454171055.44,-87.29113924050631,4559.0
66,56,51,83,58,32,2,1.1527148798798817e-05,0.16778783559766897,-2781.427701069824,51.0,163093402785106.56,-90.32530120481928,4870.0
66,56,52,85,58,33,2,1.1236384380111027e-05,0.1579171059361677,-2758.209775382465,52.0,173959143238172.6,-92.34117647058824,4986.0
66,57,53,81,70,40,2,4.356705786738938e-06,0.09997180646532895,-2695.1394308300382,53.0,437082155995931.2,-76.2962962962963,5727.0
66,57,53,81,71,39,2,4.677949883829028e-06,0.10596658806952416,-2620.8664518796036,53.0,445261064663054.94,-75.2962962962963,5808.0
66,57,53,81,72,41,2,3.715601846294922e-06,0.09428385105761437,-2631.0759394053057,53.0,500871357260087.2,-74.2962962962963,5889.0
66,57,53,81,73,39,2,4.432230916488294e-06,0.10584132314434427,-2533.481704312594,53.0,493204926783497.75,-73.2962962962963,5970.0
66,58,55,87,66,38,2,7.043072433774724e-06,0.11557458322580609,-2658.0237454528537,55.0,361631696528708.0,-86.33333333333331,5800.0
66,59,54,87,65,38,2,6.8939910768372216e-06,0.11508033813100624,-2679.1548085820423,54.0,349897715423402.25,-87.32183908045977,5714.0
66,59,56,84,72,43,2,3.732271756090938e-06,0.08603495563397806,-2827.4469797998736,56.0,579782620436037.5,-77.29761904761904,6107.0
67,55,49,83,57,30,2,1.352599476261354e-05,0.19514173866821138,-2698.333166526624,49.0,138705769800641.89,-92.33734939759034,4786.0
67,55,50,87,59,31,2,1.3309716723504008e-05,0.18367777252304945,-2437.450664509835,50.0,172370370051235.28,-94.36781609195401,5188.0
67,55,51,78,53,29,2,1.4441920707989285e-05,0.2112072792025468,-3507.641654928896,51.0,95313118832952.83,-91.2948717948718,4189.0
67,55,51,89,60,32,2,1.2748585425346608e-05,0.17272698263074557,-2368.694869520925,51.0,195561907197119.72,-95.38202247191012,5395.0
67,55,52,83,61,33,2,1.0328571902383678e-05,0.15882215275071984,-2754.611999442311,52.0,201810348297967.1,-88.33734939759034,5118.0
67,56,51,83,58,32,2,1.135088058131789e-05,0.1700848269046248,-2890.79513715206,51.0,164776573134201.38,-91.32530120481928,4870.0
67,56,52,74,54,30,2,1.185604297290563e-05,0.19638660495486493,-3992.771914565121,52.0,103713247892650.86,-86.24324324324323,4052.0
67,56,52,79,58,33,2,9.660149521601676e-06,0.15797150259973333,-3302.2528196019075,52.0,163331792187594.16,-87.29113924050631,4638.0
67,56,54,82,59,31,2,1.2525083631874285e-05,0.18402411798974733,-3089.7481812251244,54.0,166324237797170.44,-89.3170731707317,4894.0
67,58,55,87,63,37,2,7.894163735250311e-06,0.12483706662921279,-2879.49898527284,55.0,297238778883397.9,-90.33333333333331,5539.0
67,59,54,86,68,39,2,5.749949126789572e-06,0.10940742304054389,-2708.6925009751835,54.0,426654133482597.25,-84.31395348837208,5907.0
67,59,54,87,65,37,2,7.368608008004965e-06,0.12408649879352812,-2742.735985248093,54.0,341002823134703.8,-88.32183908045977,5714.0
67,59,56,80,65,41,2,4.570483563177531e-06,0.09698470581831524,-3553.7225993124507,56.0,360007142816332.6,-81.26249999999999,5259.0
68,55,52,85,62,35,2,8.842686463720304e-06,0.14175120797387766,-2730.6358966396983,52.0,239477009075923.5,-90.35294117647061,5325.0
68,56,50,86,61,33,2,1.0301097297640224e-05,0.16103574917906524,-2575.3695979149584,50.0,216297523659656.0,-92.34883720930233,5302.0
68,56,51,71,48,29,2,1.2741128592276564e-05,0.21648159814362525,-5194.501578043134,51.0,62330309441734.03,-90.2112676056338,3464.0
68,56,51,71,49,28,2,1.3781204555568299e-05,0.2342734227111759,-4970.622491429727,51.0,64178376570877.27,-89.2112676056338,3535.0
68,56,51,77,55,32,2,1.0176775776486536e-05,0.17110989024922887,-3750.703678733144,51.0,126998610813603.28,-89.27272727272725,4291.0
68,56,51,77,59,32,2,9.554768904541627e-06,0.170316339803472,-3393.391832602627,51.0,164479648489805.28,-85.27272727272725,4599.0
68,56,52,72,48,29,2,1.321377347850134e-05,0.21718331208188602,-5147.987665668103,52.0,63208201124002.13,-91.22222222222223,3512.0
68,56,54,82,61,34,2,9.288403473679105e-06,0.15128554419464077,-3174.633718682173,54.0,214471318062445.12,-88.3170731707317,5058.0
68,56,54,86,59,33,2,1.1323129961318852e-05,0.16370994782151013,-2989.2577214191433,54.0,191273175949415.7,-94.34883720930233,5130.0
68,57,51,71,49,29,2,1.2348431186327977e-05,0.21761385190410845,-5121.846159161877,51.0,68831083339272.27,-89.19718309859155,3536.0
68,57,52,83,59,33,2,1.0107696595078917e-05,0.16134037261323092,-3099.3617445584923,52.0,188955424438184.06,-91.3132530120482,4954.0
68,57,52,83,61,32,2,1.0712004475979925e-05,0.1725410805085395,-2927.716585927509,52.0,205216478297563.56,-89.3132530120482,5120.0
68,57,53,76,56,32,2,9.94646421576286e-06,0.172707423278553,-4003.673553299292,53.0,137108744304114.8,-87.25,4313.0
68,57,53,78,55,31,2,1.1529370706867639e-05,0.18614577367486293,-3856.431395953501,53.0,126279919727761.3,-90.26923076923077,4347.0
68,57,53,80,56,32,2,1.091234458591573e-05,0.17333925840139155,-3623.0667658403486,53.0,144324994004462.78,-91.2875,4537.0
68,57,53,82,60,32,2,1.080198579354908e-05,0.17306854359032164,-3146.256420220524,53.0,190738685949059.12,-89.3048780487805,4977.0
68,57,53,85,60,32,2,1.1523683384876211e-05,0.1740856952879218,-2934.415381085947,53.0,197716930557056.12,-92.32941176470587,5157.0
68,57,54,78,63,38,2,5.619273245239802e-06,0.11605303804941279,-3568.34491002844,54.0,272479866582916.16,-82.26923076923077,4971.0
68,57,54,84,59,33,2,1.067095713935554e-05,0.1628980210633378,-3184.745022006226,54.0,191231995816885.7,-92.32142857142856,5013.0
68,57,54,87,60,33,2,1.1209592756953231e-05,0.16386852827851087,-2910.3857918724934,54.0,210707949669000.2,-94.34482758620689,5277.0
68,57,55,81,60,33,2,1.0011179852893327e-05,0.16244546154177755,-3429.8385046696794,55.0,196176366932952.28,-88.2962962962963,4917.0
68,57,58,84,78,47,2,2.2577185000825397e-06,0.07275835433353516,-2911.5047163055865,58.0,852514819144844.8,-73.32142857142856,6609.0
68,57,58,86,79,47,2,2.3919847825353017e-06,0.07324491424881323,-2740.1176077502755,58.0,914539073518198.9,-74.33720930232556,6851.0
68,58,54,79,63,35,2,7.390527606902332e-06,0.14085024231752893,-3428.7253768670435,54.0,253191636077175.16,-83.26582278481013,5035.0
68,58,54,79,64,35,2,7.261187942410233e-06,0.14072835235285977,-3360.1326244624174,54.0,268299492389574.3,-82.26582278481013,5114.0
68,58,55,80,63,37,2,6.530793134346104e-06,0.12457543184009823,-3510.1856556824864,55.0,276027483409454.8,-84.275,5098.0
68,58,56,78,67,38,2,5.342810266239991e-06,0.11691410758838751,-3547.1134427034053,56.0,349524237462729.2,-78.25641025641028,5284.0
68,58,59,84,79,48,2,2.017810234846282e-06,0.06937534902801869,-3031.551386028776,59.0,940387847094346.0,-72.3095238095238,6694.0
68,59,54,78,63,36,2,6.472238502738853e-06,0.13206101395007108,-3614.817993535277,54.0,265456440426988.2,-82.24358974358972,4973.0
68,59,54,88,65,37,2,7.431762272371378e-06,0.12613032902108967,-2775.9928323662048,54.0,348351572279502.8,-90.32954545454544,5779.0
68,59,55,79,65,36,2,6.561797254243066e-06,0.13256637799620813,-3481.2228020935845,55.0,301553910212448.75,-81.25316455696202,5194.0
68,59,55,87,68,37,2,7.050405245304257e-06,0.12600632954573499,-2756.497038433949,55.0,406495251804822.0,-86.32183908045977,5975.0
68,59,58,78,71,45,2,2.6235288512724643e-06,0.07915443137261877,-3812.340275402617,58.0,554638381007734.4,-74.24358974358972,5597.0
68,60,54,89,62,34,2,9.959096407586762e-06,0.15362882833794536,-2840.4628371435665,54.0,270702322986884.47,-94.3258426966292,5578.0
69,55,50,84,56,32,2,1.15872651381452e-05,0.17488719720721785,-3085.12434288324,50.0,146016302528153.56,-96.3452380952381,4759.0
69,55,51,78,58,31,2,1.0928253213932499e-05,0.185475379154501,-3422.505748603939,51.0,148084921427544.6,-88.2948717948718,4579.0
69,56,50,79,57,32,2,1.0016457770499553e-05,0.17277441431260931,-3443.6737393128597,50.0,150094630019916.66,-90.29113924050631,4559.0
69,56,52,91,62,32,2,1.2515844188622779e-05,0.1783940137621324,-2443.4474042433108,52.0,235908265346080.06,-97.38461538461539,5698.0
69,57,52,91,61,33,2,1.1452158605507412e-05,0.16663555904004132,-2572.7446885939894,52.0,236612119330642.8,-98.3736263736264,5608.0
69,57,53,80,53,30,2,1.325222025517897e-05,0.2039793626321414,-3980.439329805232,53.0,109306327108909.39,-95.2875,4297.0
69,57,53,86,60,32,2,1.1589956089717595e-05,0.1767864391051731,-2977.0211687695173,53.0,202075969533095.8,-94.33720930232556,5217.0
69,57,53,91,62,34,2,1.0582664473927956e-05,0.1562936013065121,-2611.0034089181786,53.0,261265003216487.38,-97.3736263736264,5699.0
69,57,54,74,63,36,2,5.8456423974120594e-06,0.13273470345186852,-4009.69478711268,54.0,242964506738309.88,-79.22972972972974,4719.0
69,57,54,80,54,29,2,1.4470735797858735e-05,0.22048650635554343,-3916.092712222875,54.0,112007128715023.94,-94.2875,4377.0
69,57,55,79,63,36,2,6.937805532831726e-06,0.13417054550900837,-3621.809349122406,55.0,259381027464026.34,-84.27848101265823,5034.0
69,57,55,79,64,37,2,6.247185838922083e-06,0.12586152178893423,-3587.517913736805,55.0,284986382742201.1,-83.27848101265823,5113.0
69,57,55,79,65,40,2,4.709085172270333e-06,0.10495387460197776,-3629.391441025332,55.0,334633803071498.25,-82.27848101265823,5192.0
69,57,57,74,71,43,2,2.595287656992519e-06,0.08829567718710384,-4022.463964324801,57.0,477130760393604.8,-71.22972972972974,5311.0
69,58,53,84,61,33,2,9.89316216660931e-06,0.16421978770162926,-3135.4393252565296,53.0,223447234495492.88,-91.3095238095238,5182.0
69,58,53,90,61,33,2,1.1207977248336947e-05,0.1665322713214386,-2743.466475229872,53.0,239407751245378.88,-97.35555555555555,5548.0
69,58,54,81,63,35,2,7.670778980184446e-06,0.14316130681856507,-3382.6912930640165,54.0,262191810291928.88,-86.28395061728395,5161.0
69,58,54,82,63,35,2,7.866117009383405e-06,0.14341124763537302,-3302.8247687971784,54.0,265428746221497.88,-87.29268292682929,5224.0
69,58,54,86,61,34,2,9.662389936627148e-06,0.15473209709234792,-3107.3462348735047,54.0,237932413786059.94,-93.32558139534882,5304.0
69,58,54,88,58,32,2,1.2308870477453177e-05,0.1786545201052035,-3109.085355271541,54.0,186678366524713.3,-98.3409090909091,5162.0
69,58,55,82,62,34,2,8.858690989408228e-06,0.15396160775067086,-3423.0473650782264,55.0,240866193196798.97,-88.29268292682929,5142.0
69,58,55,83,62,34,2,9.065709368739168e-06,0.1542199595682223,-3343.171101335094,55.0,243803585796797.97,-89.3012048192771,5204.0
69,58,58,77,67,41,2,4.120681467040132e-06,0.10000086061258091,-4086.5328049748937,58.0,385555640651969.6,-78.24675324675326,5217.0
